# 
voltage	Source_Voltage	Delay	a	
321.60046071	0.0	1.0	0	18-09-24 13:24:06.079967
145.22635689	200.0	1.0	0	18-09-24 13:24:07.116613
176.33253096	400.0	1.0	0	18-09-24 13:24:08.151232
213.21215991	600.0	1.0	0	18-09-24 13:24:09.185519
234.53357705999997	800.0	1.0	0	18-09-24 13:24:10.220809
875.20746249	1000.0	1.0	0	18-09-24 13:24:11.255874
1160.3991021	1200.0	1.0	0	18-09-24 13:24:12.290110
1352.9896866000001	1400.0	1.0	0	18-09-24 13:24:13.324134
1543.8675458999999	1600.0	1.0	0	18-09-24 13:24:14.359491
1735.9274538	1800.0	1.0	0	18-09-24 13:24:15.394150
1930.9903782000001	2000.0	1.0	0	18-09-24 13:24:16.429054
2121.8050161	2200.0	1.0	0	18-09-24 13:24:17.463102
2312.8342236	2400.0	1.0	0	18-09-24 13:24:18.498263
2506.5321405	2600.0	1.0	0	18-09-24 13:24:19.532657
2697.8286021	2800.0	1.0	0	18-09-24 13:24:20.567339
2890.7257146	3000.0	1.0	0	18-09-24 13:24:21.602602
3082.8220227	3200.0	1.0	0	18-09-24 13:24:22.637159
3273.4211330999997	3400.0	1.0	0	18-09-24 13:24:23.671558
3464.2453499999997	3600.0	1.0	0	18-09-24 13:24:24.706010
3655.2764733	3800.0	1.0	0	18-09-24 13:24:25.740414
3848.0548062000003	4000.0	1.0	0	18-09-24 13:24:26.775377
4039.4911211999997	4200.0	1.0	0	18-09-24 13:24:27.809872
4232.315433299999	4400.0	1.0	0	18-09-24 13:24:28.844205
4424.2680564	4600.0	1.0	0	18-09-24 13:24:29.878276
4617.4458336	4800.0	1.0	0	18-09-24 13:24:30.912616
4764.4624097999995	5000.0	1.0	0	18-09-24 13:24:31.947069
