# 
A1	f1	A2	f2	Delay	a	
0.0	1.0	10.0	7300000.0	0.1	0	10-04-24 18:53:38.600205
0.0	2.0	10.0	7300000.0	0.1	0	10-04-24 18:53:38.735658
0.0	3.0	10.0	7300000.0	0.1	0	10-04-24 18:53:38.873296
0.0	4.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.009883
0.0	5.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.145833
0.0	6.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.283539
0.0	7.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.421545
0.0	8.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.559140
0.0	9.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.693399
0.0	10.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.829467
0.0	11.0	10.0	7300000.0	0.1	0	10-04-24 18:53:39.965224
0.0	12.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.102181
0.0	13.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.236800
0.0	14.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.372010
0.0	15.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.507010
0.0	16.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.641651
0.0	17.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.776716
0.0	18.0	10.0	7300000.0	0.1	0	10-04-24 18:53:40.913051
0.0	19.0	10.0	7300000.0	0.1	0	10-04-24 18:53:41.050543
0.0	20.0	10.0	7300000.0	0.1	0	10-04-24 18:53:41.186501
