# 
ch2a	ch2a avglen	Delay	a	
-309618.9	10	0.0	0	13-12-23 16:17:07.964907
-541842.2	10	0.0	0	13-12-23 16:17:07.988394
-761471.3	10	0.0	0	13-12-23 16:17:08.014803
-995968.9	10	0.0	0	13-12-23 16:17:08.042147
-1172656.0	10	0.0	0	13-12-23 16:17:08.064594
-1322284.0	10	0.0	0	13-12-23 16:17:08.089061
-1441161.0	10	0.0	0	13-12-23 16:17:08.114229
-1527340.0	10	0.0	0	13-12-23 16:17:08.137177
-1578225.0	10	0.0	0	13-12-23 16:17:08.159555
-1593570.0	10	0.0	0	13-12-23 16:17:08.183178
-1572317.0	10	0.0	0	13-12-23 16:17:08.208603
-1515503.0	10	0.0	0	13-12-23 16:17:08.231022
-1441834.0	10	0.0	0	13-12-23 16:17:08.253671
-1323317.0	10	0.0	0	13-12-23 16:17:08.277113
-1174605.0	10	0.0	0	13-12-23 16:17:08.301813
-998914.6	10	0.0	0	13-12-23 16:17:08.324871
-800122.8	10	0.0	0	13-12-23 16:17:08.347352
-620223.6	10	0.0	0	13-12-23 16:17:08.370153
-391354.6	10	0.0	0	13-12-23 16:17:08.392303
-193589.2	10	0.0	0	13-12-23 16:17:08.415009
47568.4	10	0.0	0	13-12-23 16:17:08.437343
287813.3	10	0.0	0	13-12-23 16:17:08.460206
483385.9	10	0.0	0	13-12-23 16:17:08.482985
707903.4	10	0.0	0	13-12-23 16:17:08.505795
916431.4	10	0.0	0	13-12-23 16:17:08.528375
1074579.0	10	0.0	0	13-12-23 16:17:08.550658
1241906.0	10	0.0	0	13-12-23 16:17:08.574038
1401811.0	10	0.0	0	13-12-23 16:17:08.600760
1504780.0	10	0.0	0	13-12-23 16:17:08.623570
1573951.0	10	0.0	0	13-12-23 16:17:08.650905
1607456.0	10	0.0	0	13-12-23 16:17:08.673651
1604790.0	10	0.0	0	13-12-23 16:17:08.696071
1566118.0	10	0.0	0	13-12-23 16:17:08.722575
1491920.0	10	0.0	0	13-12-23 16:17:08.745123
1383739.0	10	0.0	0	13-12-23 16:17:08.767377
1244531.0	10	0.0	0	13-12-23 16:17:08.791263
1077658.0	10	0.0	0	13-12-23 16:17:08.816606
886426.4	10	0.0	0	13-12-23 16:17:08.839604
711705.4	10	0.0	0	13-12-23 16:17:08.861596
487525.7	10	0.0	0	13-12-23 16:17:08.886272
212541.0	10	0.0	0	13-12-23 16:17:08.911039
11578.6	10	0.0	0	13-12-23 16:17:08.934061
