# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.105	0.0	250	250	-7429994.0	-7443591.0	-7450700.0	-7448822.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8669407	9.9e+37	20.8822809	6	9.0	19-03-24 15:25:02.733321
0.601	0.002	250	250	-7154139.0	-7166683.0	-7172954.0	-7170735.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3773725	9.9e+37	20.719007	6	9.0	19-03-24 15:25:11.744648
1.201	0.005	250	250	-6779276.0	-6791041.0	-6797032.0	-6795013.0	-8125984.0	-8117082.0	-8116000.0	-8112064.0	-10.7809865	-1.16093023	20.5715628	6	9.0	19-03-24 15:25:20.142975
1.801	0.008	250	250	-6403369.0	-6414398.0	-6420027.0	-6418194.0	-7674976.0	-7666446.0	-7665461.0	-7661743.0	-10.183165	-1.09645534	20.6121099	6	9.0	19-03-24 15:25:28.538485
2.401	0.011	250	250	-6026114.0	-6036422.0	-6041711.0	-6040067.0	-7222469.0	-7214369.0	-7213517.0	-7209954.0	-9.5832962	-1.03184453	20.7954937	6	9.0	19-03-24 15:25:36.525560
3.001	0.014	250	250	-5649492.0	-5659074.0	-5664070.0	-5662575.0	-6771089.0	-6763454.0	-6762722.0	-6759284.0	-8.98444661	-0.967379596	20.8968615	6	9.0	19-03-24 15:25:44.515525
3.601	0.017	250	250	-5272996.0	-5281814.0	-5286530.0	-5285183.0	-6320200.0	-6312971.0	-6312281.0	-6309066.0	-8.38583485	-0.902963961	21.0083662	6	9.0	19-03-24 15:25:52.906947
4.201	0.021	250	250	-4896093.0	-4904180.0	-4908565.0	-4907401.0	-5868534.0	-5861754.0	-5861134.0	-5858083.0	-7.78654696	-0.838443483	21.0461488	6	9.0	19-03-24 15:26:01.204220
4.8	0.024	250	250	-4519531.0	-4526831.0	-4530916.0	-4529935.0	-5417288.0	-5410952.0	-5410396.0	-5407563.0	-7.18782698	-0.773974894	20.8636866	6	9.0	19-03-24 15:26:10.524480
5.401	0.027	250	250	-4142410.0	-4149016.0	-4152737.0	-4151938.0	-4965177.0	-4959261.0	-4958785.0	-4956133.0	-6.58814119	-0.709410635	20.730823	6	9.0	19-03-24 15:26:19.022416
6.0	0.03	250	250	-3765786.0	-3771631.0	-3775056.0	-3774431.0	-4513825.0	-4508360.0	-4507961.0	-4505501.0	-5.98932754	-0.644874381	20.4709526	6	9.0	19-03-24 15:26:27.726543
6.601	0.033	250	250	-3388628.0	-3393739.0	-3396844.0	-3396392.0	-4061773.0	-4056695.0	-4056391.0	-4054095.0	-5.38967132	-0.580320481	20.3539187	6	9.0	19-03-24 15:26:38.171209
7.2	0.036	250	250	-3012011.0	-3016380.0	-3019165.0	-3018895.0	-3610784.0	-3606157.0	-3605936.0	-3603841.0	-4.79086657	-0.515910914	20.4340915	6	9.0	19-03-24 15:26:48.614669
7.801	0.039	250	250	-2634616.0	-2638249.0	-2640726.0	-2640629.0	-3158701.0	-3154514.0	-3154352.0	-3152432.0	-4.19092166	-0.451332173	20.6053316	6	9.0	19-03-24 15:26:57.935091
8.4	0.042	250	250	-2258145.0	-2261034.0	-2263190.0	-2263263.0	-2707459.0	-2703690.0	-2703611.0	-2701883.0	-3.59233921	-0.386838546	20.2960264	6	9.0	19-03-24 15:27:05.922573
9.0	0.045	250	250	-1881683.0	-1883830.0	-1885673.0	-1885911.0	-2256252.0	-2252951.0	-2252935.0	-2251387.0	-2.99373575	-0.32240758	20.1815933	6	9.0	19-03-24 15:27:14.632427
9.6	0.048	250	250	-1504758.0	-1506174.0	-1507697.0	-1508122.0	-1804787.0	-1801909.0	-1801962.0	-1800645.0	-2.39450285	-0.257910696	20.0745325	6	9.0	19-03-24 15:27:23.451517
10.201	0.051	250	250	-1127720.0	-1128371.0	-1129582.0	-1130184.0	-1353090.0	-1350644.0	-1350783.0	-1349629.0	-1.79502624	-0.193375599	19.9860924	6	9.0	19-03-24 15:27:32.531771
10.801	0.054	250	250	-750445.6	-750368.8	-751258.8	-752037.8	-901009.9	-898969.0	-899194.2	-898205.6	-1.19516853	-0.128791634	20.1344317	6	9.0	19-03-24 15:27:41.250719
11.401	0.057	250	250	-373793.2	-372970.5	-373545.1	-374502.0	-449646.2	-448043.4	-448357.7	-447567.0	-0.596265669	-0.0643219502	20.2413287	6	9.0	19-03-24 15:27:49.342720
12.001	0.06	250	250	3049.668	4604.684	4348.932	3229.272	1910.788	3077.844	2711.74	3318.896	0.00299620171	0.00020813463	20.4154972	6	9.0	19-03-24 15:27:57.327701
12.601	0.064	250	250	379606.1	381898.5	381958.6	380672.2	453206.5	453932.0	453462.1	453900.3	0.601603653	0.0646624563	20.5804504	6	9.0	19-03-24 15:28:05.622373
13.201	0.067	250	250	756453.3	759479.9	759866.0	758409.5	904824.5	905095.1	904563.5	904791.1	1.20086692	0.129192873	20.686426	6	9.0	19-03-24 15:28:13.819036
13.8	0.07	250	250	1132935.0	1136702.0	1137405.0	1135771.0	1356032.0	1355890.0	1355278.0	1355291.0	1.79949365	0.193651562	20.4422215	6	9.0	19-03-24 15:28:22.004337
14.4	0.073	250	250	1509707.0	1514210.0	1515224.0	1513426.0	1807572.0	1807019.0	1806337.0	1806155.0	2.3985317	0.258158264	20.2669677	6	9.0	19-03-24 15:28:30.194566
14.999	0.076	250	250	1886305.0	1891545.0	1892874.0	1890898.0	2258929.0	2257941.0	2257170.0	2256823.0	2.99725648	0.322634743	19.8807558	6	9.0	19-03-24 15:28:38.598190
15.601	0.079	250	250	2263648.0	2269645.0	2271282.0	2269137.0	2711166.0	2709771.0	2708925.0	2708372.0	3.59716266	0.387236574	19.6842087	6	9.0	19-03-24 15:28:46.884389
16.201	0.082	250	250	2640634.0	2647354.0	2649326.0	2646993.0	3162987.0	3161148.0	3160253.0	3159472.0	4.19661907	0.45179052	19.6181277	6	9.0	19-03-24 15:28:55.900986
16.8	0.085	250	250	3017437.0	3024910.0	3027185.0	3024694.0	3614548.0	3612276.0	3611269.0	3610311.0	4.79577673	0.516291282	19.7474976	6	9.0	19-03-24 15:29:05.834262
17.4	0.088	250	250	3394274.0	3402475.0	3405058.0	3402410.0	4065856.0	4063165.0	4062116.0	4060988.0	5.39472318	0.580762588	19.8703524	6	9.0	19-03-24 15:29:14.844026
18.0	0.091	250	250	3771268.0	3780191.0	3783108.0	3780287.0	4517677.0	4514586.0	4513409.0	4512114.0	5.99401096	0.645303183	20.0098618	6	9.0	19-03-24 15:29:23.754426
18.601	0.094	250	250	4148097.0	4157787.0	4161021.0	4158015.0	4969631.0	4966101.0	4964853.0	4963336.0	6.59320453	0.709854966	20.1069213	6	9.0	19-03-24 15:29:32.332650
19.2	0.098	250	250	4524439.0	4534857.0	4538411.0	4535226.0	5420771.0	5416821.0	5415475.0	5413760.0	7.19157697	0.774300313	20.1603698	6	9.0	19-03-24 15:29:41.301092
19.8	0.101	250	250	4901493.0	4912665.0	4916521.0	4913176.0	5872642.0	5868256.0	5866800.0	5864918.0	7.79111487	0.838849685	19.9987916	6	9.0	19-03-24 15:29:50.361480
20.401	0.104	250	250	5278378.0	5290262.0	5294443.0	5290917.0	6324163.0	6319391.0	6317887.0	6315798.0	8.39019661	0.903363984	19.859486	6	9.0	19-03-24 15:29:59.818301
21.0	0.107	250	250	5654947.0	5667551.0	5672069.0	5668368.0	6775601.0	6770396.0	6768822.0	6766563.0	8.98877385	0.967842657	19.5985826	6	9.0	19-03-24 15:30:09.016202
21.6	0.11	250	250	6031276.0	6044646.0	6049472.0	6045570.0	7226642.0	7221039.0	7219363.0	7216897.0	9.58715389	1.03226565	19.6035383	6	9.0	19-03-24 15:30:17.313916
22.2	0.113	250	250	6407268.0	6421344.0	6426510.0	6422438.0	7677306.0	7671233.0	7669541.0	7666832.0	10.1848136	1.09662996	19.5756168	6	9.0	19-03-24 15:30:26.118401
