# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.077	0.0	250	250	-7452278.0	-7465403.0	-7472118.0	-7469826.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.7661328	1714077318.8092556	6	113.0	25-04-24 22:35:18.809318
0.6	0.002	250	250	-7154084.0	-7166640.0	-7173104.0	-7170707.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.7378643	1714077325.6016822	6	113.0	25-04-24 22:35:25.601739
1.2	0.005	250	250	-6779017.0	-6790770.0	-6796919.0	-6794697.0	-8125055.0	-8116082.0	-8115138.0	-8111094.0	-1.16089752	22.7480218	1714077332.3843107	6	113.0	25-04-24 22:35:32.384364
1.8	0.008	250	250	-6403068.0	-6414138.0	-6419934.0	-6417874.0	-7674328.0	-7665748.0	-7664892.0	-7661050.0	-1.09650211	22.7609582	1714077339.1666603	6	113.0	25-04-24 22:35:39.166715
2.4	0.011	250	250	-6025870.0	-6036183.0	-6041627.0	-6039800.0	-7222030.0	-7213905.0	-7213110.0	-7209498.0	-1.03187188	22.7619164	1714077345.9482794	6	113.0	25-04-24 22:35:45.948335
3.0	0.015	250	250	-5649264.0	-5658851.0	-5664007.0	-5662318.0	-6770659.0	-6762969.0	-6762260.0	-6758845.0	-0.967392752	22.6804649	1714077352.7292688	6	113.0	25-04-24 22:35:52.729315
3.6	0.018	250	250	-5272801.0	-5281656.0	-5286486.0	-5284987.0	-6319434.0	-6312177.0	-6311518.0	-6308258.0	-0.902922612	22.7049004	1714077359.5117211	6	113.0	25-04-24 22:35:59.511775
4.2	0.021	250	250	-4895872.0	-4903973.0	-4908478.0	-4907168.0	-5867694.0	-5860895.0	-5860319.0	-5857230.0	-0.838384707	22.6804649	1714077366.293396	6	113.0	25-04-24 22:36:06.293443
4.799	0.024	250	250	-4519393.0	-4526767.0	-4530932.0	-4529809.0	-5416569.0	-5410188.0	-5409667.0	-5406827.0	-0.773935529	22.5777402	1714077373.073952	6	113.0	25-04-24 22:36:13.074004
5.4	0.027	250	250	-4142335.0	-4148939.0	-4152809.0	-4151859.0	-4964839.0	-4958895.0	-4958453.0	-4955749.0	-0.709390367	22.512004	1714077379.8548758	6	113.0	25-04-24 22:36:19.854926
5.999	0.03	250	250	-3765713.0	-3771581.0	-3775091.0	-3774342.0	-4513500.0	-4507971.0	-4507621.0	-4505091.0	-0.64491513	22.5108541	1714077386.6368394	6	113.0	25-04-24 22:36:26.636893
6.6	0.033	250	250	-3388714.0	-3393842.0	-3397009.0	-3396462.0	-4061761.0	-4056688.0	-4056428.0	-4054085.0	-0.580377074	22.4953304	1714077393.4196527	6	113.0	25-04-24 22:36:33.419705
7.199	0.036	250	250	-3012152.0	-3016553.0	-3019378.0	-3019032.0	-3610553.0	-3605909.0	-3605696.0	-3603581.0	-0.515909714	22.485652	1714077400.2043717	6	113.0	25-04-24 22:36:40.204418
7.8	0.039	250	250	-2634816.0	-2638457.0	-2640987.0	-2640809.0	-3158317.0	-3154098.0	-3153977.0	-3152042.0	-0.451304521	22.4753987	1714077406.9847827	6	113.0	25-04-24 22:36:46.984835
8.399	0.042	250	250	-2258227.0	-2261126.0	-2263331.0	-2263337.0	-2707036.0	-2703238.0	-2703184.0	-2701446.0	-0.38683239	22.3973011	1714077413.7676516	6	113.0	25-04-24 22:36:53.767704
8.999	0.045	250	250	-1881796.0	-1883955.0	-1885818.0	-1886028.0	-2255936.0	-2252592.0	-2252598.0	-2251073.0	-0.322394444	22.3886768	1714077420.5517235	6	113.0	25-04-24 22:37:00.551778
9.599	0.048	250	250	-1504937.0	-1506350.0	-1507905.0	-1508278.0	-1804372.0	-1801484.0	-1801560.0	-1800197.0	-0.257880778	22.3734406	1714077427.3345978	6	113.0	25-04-24 22:37:07.334651
10.199	0.051	250	250	-1127849.0	-1128523.0	-1129749.0	-1130313.0	-1352517.0	-1350041.0	-1350192.0	-1349025.0	-0.193325445	22.3551379	1714077434.1169975	6	113.0	25-04-24 22:37:14.117050
10.799	0.054	250	250	-750644.0	-750578.0	-751474.6	-752234.4	-900509.4	-898478.1	-898705.4	-897741.9	-0.128750129	22.3236114	1714077440.8987114	6	113.0	25-04-24 22:37:20.898805
11.399	0.058	250	250	-373936.8	-373126.5	-373703.1	-374641.7	-449066.5	-447454.9	-447773.2	-446964.5	-0.0642529457	22.2714824	1714077447.7256033	6	113.0	25-04-24 22:37:27.725656
11.999	0.061	250	250	2917.908	4470.008	4214.968	3094.628	2550.496	3701.86	3332.704	3919.336	0.000267832444	22.2269236	1714077454.5110939	6	113.0	25-04-24 22:37:34.511183
12.599	0.064	250	250	379618.8	381896.9	381968.7	380674.7	454009.9	454724.8	454264.6	454676.4	0.0647666237	22.1876352	1714077461.2928872	6	113.0	25-04-24 22:37:41.292946
13.199	0.067	250	250	756606.1	759624.6	760033.2	758542.6	905784.0	906063.4	905526.3	905755.3	0.129307689	22.1199826	1714077468.1002064	6	113.0	25-04-24 22:37:48.100264
13.799	0.07	250	250	1133100.0	1136862.0	1137588.0	1135922.0	1357020.0	1356857.0	1356248.0	1356261.0	0.19377093	22.1265945	1714077474.875853	6	113.0	25-04-24 22:37:54.875869
14.399	0.073	250	250	1509955.0	1514455.0	1515511.0	1513660.0	1808688.0	1808086.0	1807400.0	1807253.0	0.258301748	21.979311	1714077481.6661084	6	113.0	25-04-24 22:38:01.666162
14.998	0.076	250	250	1886557.0	1891800.0	1893172.0	1891137.0	2259994.0	2258947.0	2258186.0	2257838.0	0.322770038	21.9592835	1714077488.4502099	6	113.0	25-04-24 22:38:08.450263
15.599	0.079	250	250	2263895.0	2269894.0	2271588.0	2269368.0	2712304.0	2710836.0	2709985.0	2709430.0	0.387373761	21.7945597	1714077495.2320077	6	113.0	25-04-24 22:38:15.232062
16.2	0.082	250	250	2640866.0	2647608.0	2649626.0	2647223.0	3164013.0	3162093.0	3161181.0	3160428.0	0.451909819	21.815833	1714077502.014699	6	113.0	25-04-24 22:38:22.014752
16.799	0.085	250	250	3017510.0	3024998.0	3027338.0	3024742.0	3615407.0	3613065.0	3612086.0	3611147.0	0.51639977	21.7593919	1714077508.7963977	6	113.0	25-04-24 22:38:28.796451
