# 
Scope_Frequency	base_freq	A2r	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	b	
10000000.0	10000000.0	0.0	10000000.0	4.65010540855484	26.359555908352252	13.152484270485473	0.15233238995678008	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.763870974572015	0.11529393215835729	0.5	10000000.0	0	04-06-24 14:52:22.294368
10000000.0	10000000.0	100.0	10000000.0	4.653082806956906	26.365115584070466	13.160905624887056	0.15140490018705471	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.76413425052805	0.1152904375640837	0.5	10000000.0	0	04-06-24 14:52:31.971390
10000000.0	10000000.0	200.0	10000000.0	4.638622942649899	26.338081390279413	13.120006952460967	0.15136971683149414	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.738481436477045	0.11563143842213996	0.5	10000000.0	0	04-06-24 14:52:41.578634
10000000.0	10000000.0	300.0	10000000.0	4.628454285318412	26.319019528891104	13.091245646242339	0.15088750053096847	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.73290248173997	0.1157057324561849	0.5	10000000.0	0	04-06-24 14:52:51.117031
10000000.0	10000000.0	400.0	10000000.0	4.62116681939212	26.305332884398865	13.070633579945753	0.14867353247211332	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.724576714682083	0.11581669412649945	0.5	10000000.0	0	04-06-24 14:53:00.586738
10000000.0	10000000.0	500.0	10000000.0	4.618278963265372	26.29990320798441	13.062465489344492	0.1481093530760881	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-18.78448932064661	0.11502057489844855	0.5	10000000.0	0	04-06-24 14:53:10.124994
10000000.0	10000000.0	600.0	10000000.0	4.618537506702026	26.30038945338407	13.06319676061365	0.14607721145388966	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.1070543071363	0.11082743567422926	0.5	10000000.0	0	04-06-24 14:53:19.663504
10000000.0	10000000.0	700.0	10000000.0	4.621018865264467	26.305054787146062	13.070215102477878	0.1419076091766791	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.11688945320496	0.11070201534497792	0.5	10000000.0	0	04-06-24 14:53:29.201761
10000000.0	10000000.0	800.0	10000000.0	4.624397535108108	26.311403177185163	13.079771423909197	0.13967135298989639	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.51635265055623	0.10572613776405011	0.5	10000000.0	0	04-06-24 14:53:38.671232
10000000.0	10000000.0	900.0	10000000.0	4.626893343985903	26.316089727695676	13.086830637437332	0.1354568389742733	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.518613631196377	0.10569862030170285	0.5	10000000.0	0	04-06-24 14:53:48.347954
10000000.0	10000000.0	1000.0	10000000.0	4.618035960797047	26.29944616583297	13.061778174571703	0.13514380823355127	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.84498697071562	0.10180067355115494	0.5	10000000.0	0	04-06-24 14:53:57.816767
10000000.0	10000000.0	1100.0	10000000.0	4.6081487568435175	26.28082976092174	13.03381293872164	0.1332104808922102	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.86054602167314	0.10161848103677017	0.5	10000000.0	0	04-06-24 14:54:07.355873
10000000.0	10000000.0	1200.0	10000000.0	4.612671487369826	26.289350465224427	13.046605152420168	0.13176515358092689	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-19.877418988482837	0.10142127142038711	0.5	10000000.0	0	04-06-24 14:54:16.964079
10000000.0	10000000.0	1300.0	10000000.0	4.5905666895151205	26.247625976483178	12.98408334258089	0.12768282948088516	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.208845336484046	0.09762425511450175	0.5	10000000.0	0	04-06-24 14:54:26.502237
10000000.0	10000000.0	1400.0	10000000.0	4.596358946064433	26.258578695554796	13.000466318118455	0.12444767791552477	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.270749849874164	0.09693095855239584	0.5	10000000.0	0	04-06-24 14:54:36.041636
10000000.0	10000000.0	1500.0	10000000.0	4.594242486648791	26.25457823195788	12.994480066898829	0.11971831290685385	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.24274681293076	0.09724396522648936	0.5	10000000.0	0	04-06-24 14:54:45.580854
10000000.0	10000000.0	1600.0	10000000.0	4.528473046748387	26.129335700376018	12.808455999105162	0.1173516409885868	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.564190987629996	0.09371097374252398	0.5	10000000.0	0	04-06-24 14:54:55.119729
10000000.0	10000000.0	1700.0	10000000.0	4.58729450060549	26.24143240428603	12.974828194711598	0.11488692940451618	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.627094312261253	0.09303476916024239	0.5	10000000.0	0	04-06-24 14:55:04.589079
10000000.0	10000000.0	1800.0	10000000.0	4.594783199406167	26.255600445085218	12.996009433528485	0.11376097432446516	27.000000000000014	0.501187233627274	0.501187233627274	27.000000000000014	5.005932648504542	-20.985344789684017	0.0892755964748975	0.5	10000000.0	0	04-06-24 14:55:14.265297
