# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
249.793456	249.973444	0.0	-500.0	0.0	-500.0	2.0	0.0	-500.0	19-12-23 18:44:19.706667
241.422962	237.809924	1613.4	1113.4	1613.4	1113.4	2.0	1613.4	-500.0	19-12-23 18:44:22.983555
229.120883	225.498406	3226.8	2726.8	3226.8	2726.8	2.0	3226.8	-500.0	19-12-23 18:44:26.099059
216.807908	213.176458	4840.2	4340.2	4840.2	4340.2	2.0	4840.2	-500.0	19-12-23 18:44:29.228555
204.507064	200.864878	6453.6	5953.6	6453.6	5953.6	2.0	6453.6	-500.0	19-12-23 18:44:32.344797
192.195198	188.544281	8067.0	7567.0	8067.0	7567.0	2.0	8067.0	-500.0	19-12-23 18:44:35.578691
179.890724	176.23069	9680.4	9180.4	9680.4	9180.4	2.0	9680.4	-500.0	19-12-23 18:44:38.876460
167.59	163.920601	11293.8	10793.8	11293.8	10793.8	2.0	11293.8	-500.0	19-12-23 18:44:42.132405
155.276778	151.597946	12907.2	12407.2	12907.2	12407.2	2.0	12907.2	-500.0	19-12-23 18:44:45.408971
142.974473	139.28649	14520.6	14020.6	14520.6	14020.6	2.0	14520.6	-500.0	19-12-23 18:44:48.685824
130.665733	126.968802	16134.0	15634.0	16134.0	15634.0	2.0	16134.0	-500.0	19-12-23 18:44:51.962613
118.361359	114.654619	17747.4	17247.4	17747.4	17247.4	2.0	17747.4	-500.0	19-12-23 18:44:55.080155
106.059234	102.34274	19360.8	18860.8	19360.8	18860.8	2.0	19360.8	-500.0	19-12-23 18:44:58.240807
93.7480803	90.0211777	20974.2	20474.2	20974.2	20474.2	2.0	20974.2	-500.0	19-12-23 18:45:01.486176
81.4478919	77.7104271	22587.6	22087.6	22587.6	22087.6	2.0	22587.6	-500.0	19-12-23 18:45:04.660229
69.1376256	65.3904282	24201.0	23701.0	24201.0	23701.0	2.0	24201.0	-500.0	19-12-23 18:45:07.834751
56.8327572	53.0762458	25814.4	25314.4	25814.4	25314.4	2.0	25814.4	-500.0	19-12-23 18:45:11.112012
44.5331548	40.7671375	27427.8	26927.8	27427.8	26927.8	2.0	27427.8	-500.0	19-12-23 18:45:14.388164
32.223011	28.4463967	29041.2	28541.2	29041.2	28541.2	2.0	29041.2	-500.0	19-12-23 18:45:17.665031
19.9204403	16.1362312	30654.6	30154.6	30654.6	30154.6	2.0	30654.6	-500.0	19-12-23 18:45:20.941697
7.61408518	3.81993284	32268.0	31768.0	32268.0	31768.0	2.0	32268.0	-500.0	19-12-23 18:45:24.218336
-4.68890284	-8.49340646	33881.4	33381.4	33881.4	33381.4	2.0	33881.4	-500.0	19-12-23 18:45:27.495425
-16.9907653	-20.8049707	35494.8	34994.8	35494.8	34994.8	2.0	35494.8	-500.0	19-12-23 18:45:30.669732
-29.297113	-33.1264505	37108.2	36608.2	37108.2	36608.2	2.0	37108.2	-500.0	19-12-23 18:45:33.785605
-41.5997879	-45.4354201	38721.6	38221.6	38721.6	38221.6	2.0	38721.6	-500.0	19-12-23 18:45:37.018303
-53.90951	-57.7542179	40335.0	39835.0	40335.0	39835.0	2.0	40335.0	-500.0	19-12-23 18:45:40.270720
-66.2143444	-70.0684658	41948.4	41448.4	41948.4	41448.4	2.0	41948.4	-500.0	19-12-23 18:45:43.571904
-78.5147702	-82.378515	43561.8	43061.8	43561.8	43061.8	2.0	43561.8	-500.0	19-12-23 18:45:46.848923
-90.8245458	-94.7002683	45175.2	44675.2	45175.2	44675.2	2.0	45175.2	-500.0	19-12-23 18:45:50.125848
-103.12883	-107.011443	46788.6	46288.6	46788.6	46288.6	2.0	46788.6	-500.0	19-12-23 18:45:53.402511
-115.43634	-119.328608	48402.0	47902.0	48402.0	47902.0	2.0	48402.0	-500.0	19-12-23 18:45:56.575964
-127.740495	-131.642395	50015.4	49515.4	50015.4	49515.4	2.0	50015.4	-500.0	19-12-23 18:45:59.751239
-140.044543	-143.95657	51628.8	51128.8	51628.8	51128.8	2.0	51628.8	-500.0	19-12-23 18:46:02.906168
-152.352252	-156.27979	53242.2	52742.2	53242.2	52742.2	2.0	53242.2	-500.0	19-12-23 18:46:06.202344
-164.657382	-168.589784	54855.6	54355.6	54855.6	54355.6	2.0	54855.6	-500.0	19-12-23 18:46:09.375264
-176.968407	-180.910996	56469.0	55969.0	56469.0	55969.0	2.0	56469.0	-500.0	19-12-23 18:46:12.653592
-189.274213	-193.226543	58082.4	57582.4	58082.4	57582.4	2.0	58082.4	-500.0	19-12-23 18:46:15.930329
-201.575119	-205.537848	59695.8	59195.8	59695.8	59195.8	2.0	59695.8	-500.0	19-12-23 18:46:19.103218
-213.886641	-217.859421	61309.2	60809.2	61309.2	60809.2	2.0	61309.2	-500.0	19-12-23 18:46:22.294057
-226.192364	-230.172227	62922.6	62422.6	62922.6	62422.6	2.0	62922.6	-500.0	19-12-23 18:46:25.555985
-238.499063	-242.487958	64536.0	64036.0	64536.0	64036.0	2.0	64536.0	-500.0	19-12-23 18:46:28.730323
