# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	7333333.333333333	0.003630780547701015	0.1	0	10-04-24 19:43:11.500915
0	0	2.0	7333333.333333333	0.007943282347242816	0.1	0	10-04-24 19:43:17.998540
0	0	3.0	7333333.333333333	0.012589254117941671	0.1	0	10-04-24 19:43:24.496351
0	0	4.0	7333333.333333333	0.017378008287493776	0.1	0	10-04-24 19:43:30.994128
0	0	5.0	7333333.333333333	0.021877616239495554	0.1	0	10-04-24 19:43:37.491696
0	0	6.0	7333333.333333333	0.026302679918953836	0.1	0	10-04-24 19:43:43.989536
0	0	7.0	7333333.333333333	0.03162277660168385	0.1	0	10-04-24 19:43:50.487303
0	0	8.0	7333333.333333333	0.036307805477010145	0.1	0	10-04-24 19:43:56.984959
0	0	9.0	7333333.333333333	0.03981071705534979	0.1	0	10-04-24 19:44:03.485294
0	0	10.0	7333333.333333333	0.03981071705534979	0.1	0	10-04-24 19:44:09.982592
0	0	11.0	7333333.333333333	0.04365158322401665	0.1	0	10-04-24 19:44:16.481923
0	0	12.0	7333333.333333333	0.04786300923226388	0.1	0	10-04-24 19:44:22.978826
0	0	13.0	7333333.333333333	0.05248074602497729	0.1	0	10-04-24 19:44:29.476933
0	0	14.0	7333333.333333333	0.06025595860743583	0.1	0	10-04-24 19:44:35.973384
0	0	15.0	7333333.333333333	0.06309573444801943	0.1	0	10-04-24 19:44:42.471294
