# 
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
41.2428973	29.1744282	30000.0	27379.0	30000.0	27379.0	2.0	30000.0	-2621.0	19-12-23 18:28:00.044911
40.2271281	28.1628067	30000.0	27510.05	30000.0	27510.05	2.0	30000.0	-2489.95	19-12-23 18:28:03.216672
39.2078451	27.1532962	30000.0	27641.1	30000.0	27641.1	2.0	30000.0	-2358.9	19-12-23 18:28:06.493286
38.1911151	26.1455853	30000.0	27772.15	30000.0	27772.15	2.0	30000.0	-2227.85	19-12-23 18:28:09.769836
37.1715425	25.1350923	30000.0	27903.2	30000.0	27903.2	2.0	30000.0	-2096.8	19-12-23 18:28:13.047563
36.1527286	24.1259901	30000.0	28034.25	30000.0	28034.25	2.0	30000.0	-1965.75	19-12-23 18:28:16.323777
35.1340931	23.1178656	30000.0	28165.3	30000.0	28165.3	2.0	30000.0	-1834.7	19-12-23 18:28:19.497143
34.112877	22.1055832	30000.0	28296.35	30000.0	28296.35	2.0	30000.0	-1703.65	19-12-23 18:28:22.773947
33.0941299	21.1297676	30000.0	28427.4	30000.0	28427.4	2.0	30000.0	-1572.6	19-12-23 18:28:26.052097
32.0927711	21.1295248	30000.0	28558.45	30000.0	28558.45	2.0	30000.0	-1441.55	19-12-23 18:28:29.225323
31.0937285	21.1293923	30000.0	28689.5	30000.0	28689.5	2.0	30000.0	-1310.5	19-12-23 18:28:32.338155
30.0937935	21.1296038	30000.0	28820.55	30000.0	28820.55	2.0	30000.0	-1179.4499999999998	19-12-23 18:28:35.575479
29.0957063	21.1293933	30000.0	28951.6	30000.0	28951.6	2.0	30000.0	-1048.4	19-12-23 18:28:38.852099
28.0954459	21.1295357	30000.0	29082.65	30000.0	29082.65	2.0	30000.0	-917.3499999999999	19-12-23 18:28:41.963280
27.0975601	21.1294493	30000.0	29213.7	30000.0	29213.7	2.0	30000.0	-786.3000000000002	19-12-23 18:28:45.201072
26.0972685	21.1293358	30000.0	29344.75	30000.0	29344.75	2.0	30000.0	-655.25	19-12-23 18:28:48.477933
25.0994712	21.1294306	30000.0	29475.8	30000.0	29475.8	2.0	30000.0	-524.1999999999998	19-12-23 18:28:51.652397
24.0994962	21.1296116	30000.0	29606.85	30000.0	29606.85	2.0	30000.0	-393.1500000000001	19-12-23 18:28:54.929139
23.1013691	21.1294323	30000.0	29737.9	30000.0	29737.9	2.0	30000.0	-262.0999999999999	19-12-23 18:28:58.041070
22.1014303	21.1296628	30000.0	29868.95	30000.0	29868.95	2.0	30000.0	-131.05000000000018	19-12-23 18:29:01.227418
21.0961309	21.1295456	30000.0	30000.0	30000.0	30000.0	2.0	30000.0	0.0	19-12-23 18:29:04.352052
20.0962633	21.1294048	30000.0	30131.05	30000.0	30131.05	2.0	30000.0	131.05000000000018	19-12-23 18:29:07.626895
19.0984709	21.1293457	30000.0	30262.1	30000.0	30262.1	2.0	30000.0	262.10000000000036	19-12-23 18:29:10.799752
18.0985631	21.1293342	30000.0	30393.15	30000.0	30393.15	2.0	30000.0	393.14999999999964	19-12-23 18:29:14.078313
17.1005609	21.1295112	30000.0	30524.2	30000.0	30524.2	2.0	30000.0	524.1999999999998	19-12-23 18:29:17.355031
16.0999343	21.129541	30000.0	30655.25	30000.0	30655.25	2.0	30000.0	655.25	19-12-23 18:29:20.631650
15.1020078	21.1293944	30000.0	30786.3	30000.0	30786.3	2.0	30000.0	786.3000000000002	19-12-23 18:29:23.909007
14.102042	21.1296185	30000.0	30917.35	30000.0	30917.35	2.0	30000.0	917.3500000000004	19-12-23 18:29:27.185592
13.1043033	21.129613	30000.0	31048.4	30000.0	31048.4	2.0	30000.0	1048.3999999999996	19-12-23 18:29:30.462394
12.1043287	21.1295052	30000.0	31179.45	30000.0	31179.45	2.0	30000.0	1179.4499999999998	19-12-23 18:29:33.739319
11.1062238	21.1293314	30000.0	31310.5	30000.0	31310.5	2.0	30000.0	1310.5	19-12-23 18:29:37.016096
10.1056416	21.1294556	30000.0	31441.55	30000.0	31441.55	2.0	30000.0	1441.5500000000002	19-12-23 18:29:40.189994
9.299676	21.1376396	30000.0	31572.6	30000.0	31572.6	2.0	30000.0	1572.6000000000004	19-12-23 18:29:43.365062
9.32030019	21.1585578	30000.0	31703.65	30000.0	31703.65	2.0	30000.0	1703.6499999999996	19-12-23 18:29:46.538313
9.34317386	21.1801806	30000.0	31834.7	30000.0	31834.7	2.0	30000.0	1834.6999999999998	19-12-23 18:29:49.713868
9.36500298	21.2010636	30000.0	31965.75	30000.0	31965.75	2.0	30000.0	1965.75	19-12-23 18:29:52.990629
9.38500232	21.221886	30000.0	32096.8	30000.0	32096.8	2.0	30000.0	2096.8	19-12-23 18:29:56.267639
9.40369848	21.2411872	30000.0	32227.85	30000.0	32227.85	2.0	30000.0	2227.8500000000004	19-12-23 18:29:59.544474
9.4241843	21.2603944	30000.0	32358.9	30000.0	32358.9	2.0	30000.0	2358.8999999999996	19-12-23 18:30:02.819992
9.44267504	21.2788667	30000.0	32489.95	30000.0	32489.95	2.0	30000.0	2489.95	19-12-23 18:30:06.098149
9.46060335	21.2967406	30000.0	32621.0	30000.0	32621.0	2.0	30000.0	2621.0	19-12-23 18:30:09.271626
