# 
A1	f1	A2	f2	Delay	a	
10526316.263157895	8.0	10.0	1.0	0.5	0.0010050251256281408	10-04-24 18:55:39.522431
10526316.263157895	8.0	10.0	1052632.5263157894	0.5	0.0010050251256281408	10-04-24 18:55:40.047068
10526316.263157895	8.0	10.0	2105264.052631579	0.5	0.0010050251256281408	10-04-24 18:55:40.569950
10526316.263157895	8.0	10.0	3157895.578947368	0.5	0.0010050251256281408	10-04-24 18:55:41.096215
10526316.263157895	8.0	10.0	4210527.105263158	0.5	0.0010050251256281408	10-04-24 18:55:41.618911
10526316.263157895	8.0	10.0	5263158.631578947	0.5	0.0010050251256281408	10-04-24 18:55:42.142468
10526316.263157895	8.0	10.0	6315790.157894736	0.5	0.0010050251256281408	10-04-24 18:55:42.666071
10526316.263157895	8.0	10.0	7368421.684210526	0.5	0.0010050251256281408	10-04-24 18:55:43.188897
10526316.263157895	8.0	10.0	8421053.210526315	0.5	0.0010050251256281408	10-04-24 18:55:43.714014
10526316.263157895	8.0	10.0	9473684.736842105	0.5	0.0010050251256281408	10-04-24 18:55:44.237610
10526316.263157895	8.0	10.0	10526316.263157895	0.5	0.0010050251256281408	10-04-24 18:55:44.759557
10526316.263157895	8.0	10.0	11578947.789473685	0.5	0.0010050251256281408	10-04-24 18:55:45.283016
10526316.263157895	8.0	10.0	12631579.315789472	0.5	0.0010050251256281408	10-04-24 18:55:45.806495
10526316.263157895	8.0	10.0	13684210.842105264	0.5	0.0010050251256281408	10-04-24 18:55:46.331034
10526316.263157895	8.0	10.0	14736842.368421052	0.5	0.0010050251256281408	10-04-24 18:55:46.855167
10526316.263157895	8.0	10.0	15789473.894736843	0.5	0.0010050251256281408	10-04-24 18:55:47.378696
10526316.263157895	8.0	10.0	16842105.42105263	0.5	0.0010050251256281408	10-04-24 18:55:47.902458
10526316.263157895	8.0	10.0	17894736.94736842	0.5	0.0010050251256281408	10-04-24 18:55:48.425497
10526316.263157895	8.0	10.0	18947368.47368421	0.5	0.0010050251256281408	10-04-24 18:55:48.948642
10526316.263157895	8.0	10.0	20000000.0	0.5	0.0010050251256281408	10-04-24 18:55:49.472400
