# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	205.872161	210.795468	205.677584	205.752526	39.8768267	1718252765.6712282	-11.9611607	-7437734.0	-7451366.0	-7458276.0	-7455391.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	3801.037620376204	0.0	13-06-24 06:26:12.349353
0.6	0.002	250	250	1638	1638	1638	1638	205.409649	210.38596	205.292136	205.393926	39.8944126	1718252805.2723436	-11.3811935	-7155506.0	-7168497.0	-7175335.0	-7172445.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	3801.037620376204	0.025	13-06-24 06:26:51.950104
1.2	0.005	250	250	3276	3276	3276	3276	205.423717	210.436555	205.324602	205.433139	39.8946048	1718252844.9109561	-10.7822682	-6779008.0	-6791153.0	-6797605.0	-6794939.0	-1.16004675	-8117779.0	-8108241.0	-8107529.0	-8104151.0	20	3801.037620376204	0.05	13-06-24 06:27:31.605616
1.8	0.008	250	250	4915	4915	4915	4915	205.174712	210.184742	205.085626	205.187445	39.8728867	1718252884.5292149	-10.1836531	-6402604.0	-6413956.0	-6420083.0	-6417600.0	-1.09578723	-7668049.0	-7658972.0	-7658341.0	-7655136.0	20	3801.037620376204	0.075	13-06-24 06:28:11.218528
2.401	0.012	250	250	6553	6553	6553	6553	200.143254	199.968637	199.959193	199.960872	39.8840341	1718252924.1402986	-9.5835255	-6025223.0	-6035799.0	-6041563.0	-6039336.0	-1.03113415	-7215574.0	-7206961.0	-7206343.0	-7203312.0	20	3801.037620376204	0.1	13-06-24 06:28:50.829649
3.001	0.015	250	250	8191	8191	8191	8191	187.635889	187.470448	187.46396	187.464553	39.8688506	1718252963.7654548	-8.98444412	-5648498.0	-5658307.0	-5663756.0	-5661730.0	-0.966978918	-6766579.0	-6758415.0	-6757871.0	-6754992.0	20	3801.037620376204	0.125	13-06-24 06:29:30.455248
3.6	0.018	250	250	9830	9830	9830	9830	175.123837	174.969711	174.965362	174.965547	39.8770189	1718253003.3821573	-8.3857609	-5272053.0	-5281113.0	-5286179.0	-5284348.0	-0.902641506	-6316344.0	-6308582.0	-6308093.0	-6305387.0	20	3801.037620376204	0.15	13-06-24 06:30:10.071703
4.2	0.021	250	250	11468	11468	11468	11468	162.618809	162.473779	162.471826	162.472104	39.8838419	1718253042.9953556	-7.78629468	-4895096.0	-4903409.0	-4908129.0	-4906499.0	-0.838236902	-5865543.0	-5858311.0	-5857867.0	-5855343.0	20	3801.037620376204	0.175	13-06-24 06:30:49.684167
4.8	0.024	250	250	13107	13107	13107	13107	150.104727	149.968738	149.969099	149.968832	39.8674091	1718253082.6125307	-7.18745969	-4518531.0	-4526068.0	-4530433.0	-4529042.0	-0.773790688	-5414560.0	-5407719.0	-5407388.0	-5404994.0	20	3801.037620376204	0.2	13-06-24 06:31:29.299885
5.4	0.027	250	250	14745	14745	14745	14745	137.599678	137.473432	137.474244	137.473459	39.8283934	1718253122.2226734	-6.58787422	-4141533.0	-4148299.0	-4152349.0	-4151139.0	-0.709283078	-4963042.0	-4956668.0	-4956375.0	-4954132.0	20	3801.037620376204	0.225	13-06-24 06:32:08.910505
