# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
8.998	0.046	250	250	21.566208	1714482589.9789193	-2.99313156	-1881165.0	-1883328.0	-1885190.0	-1885392.0	-0.322523081	-2256938.0	-2253613.0	-2253635.0	-2252094.0	20	2001.019800198002	30-04-24 15:09:56.421555
9.598	0.049	250	250	21.4861938	1714482616.4772537	-2.39394172	-1504295.0	-1505717.0	-1507249.0	-1507633.0	-0.257967085	-1805027.0	-1802141.0	-1802208.0	-1800868.0	20	2001.019800198002	30-04-24 15:10:22.920687
10.198	0.052	250	250	21.4726825	1714482642.9569082	-1.7943477	-1127189.0	-1127858.0	-1129085.0	-1129649.0	-0.193353794	-1352741.0	-1350280.0	-1350443.0	-1349296.0	20	2001.019800198002	30-04-24 15:10:49.398887
10.799	0.055	250	250	21.5323817	1714482669.4364176	-1.19456592	-749967.3	-749898.1	-750796.4	-751551.2	-0.128721805	-900313.4	-898300.8	-898531.1	-897554.1	20	2001.019800198002	30-04-24 15:11:15.879116
11.398	0.058	250	250	21.6705618	1714482695.917596	-0.595724652	-373340.4	-372532.1	-373106.0	-374048.7	-0.0641893389	-448620.7	-447030.8	-447362.6	-446554.4	20	2001.019800198002	30-04-24 15:11:42.358755
11.998	0.061	250	250	21.765333	1714482722.3963149	0.00357921683	3562.58	5108.544	4852.144	3733.408	0.000392551376	3395.3	4537.864	4151.912	4745.588	20	2001.019800198002	30-04-24 15:12:08.838479
12.598	0.064	250	250	21.9002551	1714482748.879711	0.60249926	380243.1	382524.2	382592.8	381293.2	0.064931459	455154.7	455871.0	455393.7	455800.1	20	2001.019800198002	30-04-24 15:12:35.323698
13.198	0.067	250	250	22.1754654	1714482775.3598142	1.20184658	757201.5	760220.1	760615.3	759132.7	0.129515224	907233.2	907512.5	906960.2	907195.5	20	2001.019800198002	30-04-24 15:13:01.802522
13.798	0.07	250	250	22.3368353	1714482801.840492	1.8004589	1133700.0	1137460.0	1138185.0	1136506.0	0.194013398	1358711.0	1358516.0	1357922.0	1357968.0	20	2001.019800198002	30-04-24 15:13:28.284119
14.398	0.073	250	250	22.5239821	1714482828.3220482	2.39964905	1510555.0	1515063.0	1516105.0	1514245.0	0.258583636	1810705.0	1810101.0	1809394.0	1809249.0	20	2001.019800198002	30-04-24 15:13:54.762858
14.997	0.077	250	250	22.6584251	1714482854.8027246	2.99832835	1887097.0	1892343.0	1893708.0	1891662.0	0.323087819	2262211.0	2261198.0	2260407.0	2260080.0	20	2001.019800198002	30-04-24 15:14:21.245227
15.598	0.08	250	250	22.6649412	1714482881.302998	3.59840427	2264503.0	2270515.0	2272196.0	2269957.0	0.387729629	2714673.0	2713213.0	2712400.0	2711836.0	20	2001.019800198002	30-04-24 15:14:47.745680
16.198	0.083	250	250	22.6953178	1714482907.7822974	4.19763257	2641390.0	2648138.0	2650155.0	2647720.0	0.452278172	3166563.0	3164630.0	3163730.0	3163001.0	20	2001.019800198002	30-04-24 15:15:14.218916
16.798	0.086	250	250	22.6569877	1714482934.259878	4.79639366	3017987.0	3025456.0	3027817.0	3025190.0	0.516769732	3618020.0	3615645.0	3614681.0	3613767.0	20	2001.019800198002	30-04-24 15:15:40.705196
17.398	0.089	250	250	22.5422848	1714482960.7427936	5.39554619	3394828.0	3403054.0	3405741.0	3402935.0	0.581294004	4069675.0	4066898.0	4065850.0	4064738.0	20	2001.019800198002	30-04-24 15:16:07.183470
17.998	0.092	250	250	22.3235156	1714482987.2222264	5.99472334	3771711.0	3780659.0	3783636.0	3780674.0	0.645844773	4521492.0	4518279.0	4517140.0	4515872.0	20	2001.019800198002	30-04-24 15:16:33.665557
18.598	0.095	250	250	22.1216116	1714483013.7159853	6.59381769	4148515.0	4158214.0	4161542.0	4158359.0	0.710334373	4972934.0	4969301.0	4968076.0	4966634.0	20	2001.019800198002	30-04-24 15:17:00.158667
19.197	0.098	250	250	21.8447722	1714483040.1967642	7.19217046	4524862.0	4535295.0	4538926.0	4535586.0	0.774769368	5423967.0	5419884.0	5418622.0	5416943.0	20	2001.019800198002	30-04-24 15:17:26.638116
19.798	0.102	250	250	21.5888228	1714483066.6762545	7.79179122	4901995.0	4913159.0	4917130.0	4913563.0	0.839345978	5875936.0	5871456.0	5870125.0	5868243.0	20	2001.019800198002	30-04-24 15:17:53.120033
20.398	0.105	250	250	21.4356939	1714483093.1573856	8.39098737	5278885.0	5290790.0	5295081.0	5291339.0	0.903850256	6327560.0	6322607.0	6321195.0	6319131.0	20	2001.019800198002	30-04-24 15:18:19.598330
20.998	0.108	250	250	21.3827025	1714483119.6355698	8.98972132	5655485.0	5668135.0	5672706.0	5668820.0	0.968322693	6778901.0	6773563.0	6772019.0	6769829.0	20	2001.019800198002	30-04-24 15:18:46.079797
21.597	0.111	250	250	21.5172412	1714483146.12962	9.58833158	6031957.0	6045344.0	6050258.0	6046175.0	1.03275764	7230005.0	7224273.0	7222635.0	7220253.0	20	2001.019800198002	30-04-24 15:19:12.572917
22.197	0.114	250	250	21.629836	1714483172.609593	10.1861986	6407997.0	6422178.0	6427415.0	6423119.0	1.09713087	7680656.0	7674458.0	7672761.0	7670206.0	20	2001.019800198002	30-04-24 15:19:39.049514
22.797	0.118	250	250	21.7582419	1714483199.088293	10.78478	6784449.0	6799409.0	6804944.0	6800498.0	1.16155661	8131642.0	8125005.0	8123282.0	8120487.0	20	2001.019800198002	30-04-24 15:20:05.531479
23.397	0.121	250	250	22.0321107	1714483225.5713143	11.3828728	6855999.0	7485731.0	6877078.0	7487397.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	2001.019800198002	30-04-24 15:20:32.003413
23.997	0.124	250	250	22.1929056	1714483252.0409636	11.9691649	6847668.0	7485915.0	6868849.0	7487507.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	2001.019800198002	30-04-24 15:20:58.470986
