# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.106	0.0	250	250	-7425051.0	-7438714.0	-7446040.0	-7443843.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8625857	9.9e+37	30.4932608	6	22.0	19-03-24 16:46:42.284234
0.601	0.002	250	250	-7153762.0	-7166349.0	-7172877.0	-7170420.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3771165	9.9e+37	30.5454016	6	22.0	19-03-24 16:46:51.808871
1.201	0.005	250	250	-6779017.0	-6790885.0	-6797058.0	-6794800.0	-8126050.0	-8116770.0	-8115892.0	-8112227.0	-10.7808326	-1.16095947	30.4865606	6	22.0	19-03-24 16:47:03.447821
1.8	0.008	250	250	-6403061.0	-6414172.0	-6420030.0	-6417965.0	-7675027.0	-7666263.0	-7665426.0	-7661858.0	-10.1828545	-1.09649908	30.6066898	6	22.0	19-03-24 16:47:12.390222
2.401	0.011	250	250	-6025782.0	-6036136.0	-6041684.0	-6039812.0	-7222813.0	-7214463.0	-7213695.0	-7210290.0	-9.58300344	-1.03188043	30.5094293	6	22.0	19-03-24 16:47:23.457521
3.001	0.014	250	250	-5649192.0	-5658781.0	-5664006.0	-5662308.0	-6771623.0	-6763721.0	-6763039.0	-6759792.0	-8.9842133	-0.967442899	30.6661486	6	22.0	19-03-24 16:47:32.049776
3.601	0.018	250	250	-5272736.0	-5281588.0	-5286474.0	-5284980.0	-6320199.0	-6312805.0	-6312132.0	-6309125.0	-8.38562665	-0.902926759	30.7759187	6	22.0	19-03-24 16:47:40.037884
4.201	0.021	250	250	-4895843.0	-4903979.0	-4908516.0	-4907177.0	-5868201.0	-5861264.0	-5860676.0	-5857846.0	-7.7862748	-0.838401017	30.7994052	6	22.0	19-03-24 16:47:48.336851
4.8	0.024	250	250	-4519255.0	-4526624.0	-4530843.0	-4529695.0	-5417320.0	-5410789.0	-5410312.0	-5407637.0	-7.18747939	-0.773977602	30.9350852	6	22.0	19-03-24 16:47:58.550670
5.401	0.027	250	250	-4142194.0	-4148838.0	-4152708.0	-4151756.0	-4965537.0	-4959474.0	-4959056.0	-4956534.0	-6.58798854	-0.709420083	31.0122212	6	22.0	19-03-24 16:48:08.146486
6.0	0.03	250	250	-3765543.0	-3771427.0	-3774978.0	-3774227.0	-4514105.0	-4508466.0	-4508130.0	-4505806.0	-5.98913231	-0.644949532	31.0100948	6	22.0	19-03-24 16:48:16.801212
6.601	0.033	250	250	-3388474.0	-3393612.0	-3396834.0	-3396252.0	-4062428.0	-4057253.0	-4056968.0	-4054817.0	-5.38958771	-0.580424184	31.0915075	6	22.0	19-03-24 16:48:26.629674
7.2	0.036	250	250	-3011912.0	-3016312.0	-3019202.0	-3018818.0	-3611309.0	-3606586.0	-3606382.0	-3604407.0	-4.79092577	-0.515990644	31.3534231	6	22.0	19-03-24 16:48:35.226060
7.801	0.039	250	250	-2634562.0	-2638217.0	-2640772.0	-2640576.0	-3159162.0	-3154844.0	-3154739.0	-3152939.0	-4.19084828	-0.451370717	31.4201999	6	22.0	19-03-24 16:48:44.667753
8.4	0.042	250	250	-2258035.0	-2260941.0	-2263167.0	-2263166.0	-2707826.0	-2703967.0	-2703946.0	-2702302.0	-3.5922488	-0.386908479	31.4208177	6	22.0	19-03-24 16:48:53.664375
9.0	0.045	250	250	-1881518.0	-1883682.0	-1885577.0	-1885763.0	-2256545.0	-2253143.0	-2253167.0	-2251719.0	-2.99360988	-0.322448514	31.507719	6	22.0	19-03-24 16:49:02.887534
9.6	0.048	250	250	-1504650.0	-1506071.0	-1507636.0	-1508009.0	-1804871.0	-1801904.0	-1802013.0	-1800747.0	-2.39435018	-0.257920157	31.4921682	6	22.0	19-03-24 16:49:13.828991
10.2	0.051	250	250	-1127582.0	-1128253.0	-1129487.0	-1130054.0	-1352958.0	-1350443.0	-1350624.0	-1349523.0	-1.79483387	-0.193372658	31.5016127	6	22.0	19-03-24 16:49:22.995506
