# 
ch2a	ch2a avglen	Delay	a	
-906242.1	128.0	0.0	0	12-12-23 20:44:32.527445
-906259.0	128.0	0.0	0	12-12-23 20:44:32.548836
-906280.0	128.0	0.0	0	12-12-23 20:44:32.570465
-843884.0	128.0	0.0	0	12-12-23 20:44:32.592175
-718502.2	128.0	0.0	0	12-12-23 20:44:32.613739
-618181.8	128.0	0.0	0	12-12-23 20:44:32.635822
-492817.5	128.0	0.0	0	12-12-23 20:44:32.658146
-392516.7	128.0	0.0	0	12-12-23 20:44:32.679838
-292192.7	128.0	0.0	0	12-12-23 20:44:32.701886
-166812.4	128.0	0.0	0	12-12-23 20:44:32.723900
-66488.83	128.0	0.0	0	12-12-23 20:44:32.745981
33820.31	128.0	0.0	0	12-12-23 20:44:32.767663
134117.2	128.0	0.0	0	12-12-23 20:44:32.789338
259491.9	128.0	0.0	0	12-12-23 20:44:32.810933
359812.6	128.0	0.0	0	12-12-23 20:44:32.832258
460124.8	128.0	0.0	0	12-12-23 20:44:32.854145
585491.6	128.0	0.0	0	12-12-23 20:44:32.876189
685793.5	128.0	0.0	0	12-12-23 20:44:32.898416
811184.8	128.0	0.0	0	12-12-23 20:44:32.919924
899429.5	128.0	0.0	0	12-12-23 20:44:32.941590
899391.1	128.0	0.0	0	12-12-23 20:44:32.963126
899373.6	128.0	0.0	0	12-12-23 20:44:32.984409
899390.8	128.0	0.0	0	12-12-23 20:44:33.005785
899385.2	128.0	0.0	0	12-12-23 20:44:33.027666
899384.0	128.0	0.0	0	12-12-23 20:44:33.049051
899392.5	128.0	0.0	0	12-12-23 20:44:33.070558
849234.9	128.0	0.0	0	12-12-23 20:44:33.092422
748931.1	128.0	0.0	0	12-12-23 20:44:33.114593
623526.2	128.0	0.0	0	12-12-23 20:44:33.136200
523195.3	128.0	0.0	0	12-12-23 20:44:33.158227
397786.8	128.0	0.0	0	12-12-23 20:44:33.179706
297461.2	128.0	0.0	0	12-12-23 20:44:33.201197
197150.4	128.0	0.0	0	12-12-23 20:44:33.222424
96830.15	128.0	0.0	0	12-12-23 20:44:33.244101
-3492.148	128.0	0.0	0	12-12-23 20:44:33.265380
-128880.2	128.0	0.0	0	12-12-23 20:44:33.286785
-229185.7	128.0	0.0	0	12-12-23 20:44:33.308746
-329500.6	128.0	0.0	0	12-12-23 20:44:33.330367
-454915.2	128.0	0.0	0	12-12-23 20:44:33.351732
-555249.6	128.0	0.0	0	12-12-23 20:44:33.373020
-655567.9	128.0	0.0	0	12-12-23 20:44:33.394638
-755924.1	128.0	0.0	0	12-12-23 20:44:33.415972
-856270.6	128.0	0.0	0	12-12-23 20:44:33.437300
-869361.9	128.0	0.0	0	12-12-23 20:44:33.459059
-869358.6	128.0	0.0	0	12-12-23 20:44:33.480970
-869354.2	128.0	0.0	0	12-12-23 20:44:33.502496
-869345.0	128.0	0.0	0	12-12-23 20:44:33.523886
-869340.4	128.0	0.0	0	12-12-23 20:44:33.545408
-869327.1	128.0	0.0	0	12-12-23 20:44:33.566884
-857261.2	128.0	0.0	0	12-12-23 20:44:33.588112
-731866.5	128.0	0.0	0	12-12-23 20:44:33.609900
-631550.0	128.0	0.0	0	12-12-23 20:44:33.631257
-531244.0	128.0	0.0	0	12-12-23 20:44:33.652940
-430933.8	128.0	0.0	0	12-12-23 20:44:33.674961
