# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.113	0.0	250	250	-7440093.0	-7453618.0	-7460808.0	-7458650.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8811477	9.9e+37	21.0140625	1713939640.9256735	6	188.0	24-04-24 08:20:40.925771
0.6	0.002	250	250	-7154186.0	-7166728.0	-7173196.0	-7170729.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3771252	9.9e+37	20.9690245	1713939648.7731006	6	188.0	24-04-24 08:20:48.773164
1.2	0.005	250	250	-6778964.0	-6790759.0	-6796906.0	-6794624.0	-8124436.0	-8115583.0	-8114597.0	-8110501.0	-10.7802652	-1.16078354	20.9559923	1713939656.5828311	6	188.0	24-04-24 08:20:56.582881
1.8	0.008	250	250	-6403017.0	-6414075.0	-6419838.0	-6417781.0	-7673833.0	-7665404.0	-7664536.0	-7660557.0	-10.1824465	-1.09639375	20.9266698	1713939664.4234717	6	188.0	24-04-24 08:21:04.423522
2.401	0.011	250	250	-6025777.0	-6036086.0	-6041594.0	-6039673.0	-7221968.0	-7213965.0	-7213127.0	-7209385.0	-9.58263755	-1.03184167	20.9294487	1713939672.511888	6	188.0	24-04-24 08:21:12.511942
3.001	0.014	250	250	-5649159.0	-5658746.0	-5663909.0	-5662182.0	-6770522.0	-6762946.0	-6762208.0	-6758683.0	-8.9838254	-0.967337677	20.9512969	1713939680.5916386	6	188.0	24-04-24 08:21:20.591695
3.6	0.018	250	250	-5272691.0	-5281501.0	-5286392.0	-5284825.0	-6319367.0	-6312180.0	-6311533.0	-6308180.0	-8.38527661	-0.902895072	20.9831109	1713939688.3989675	6	188.0	24-04-24 08:21:28.399022
4.2	0.021	250	250	-4895802.0	-4903890.0	-4908418.0	-4907069.0	-5867758.0	-5860987.0	-5860413.0	-5857245.0	-7.78604136	-0.838368787	21.0023718	1713939696.4249258	6	188.0	24-04-24 08:21:36.424982
4.8	0.024	250	250	-4519202.0	-4526548.0	-4530723.0	-4529584.0	-5416364.0	-5410046.0	-5409514.0	-5406590.0	-7.18720368	-0.773879348	21.0286279	1713939704.452641	6	188.0	24-04-24 08:21:44.452695
5.4	0.027	250	250	-4142092.0	-4148689.0	-4152571.0	-4151604.0	-4964606.0	-4958735.0	-4958288.0	-4955533.0	-6.58766305	-0.70934234	20.9964306	1713939712.4808645	6	188.0	24-04-24 08:21:52.480918
6.0	0.03	250	250	-3765525.0	-3771384.0	-3774918.0	-3774143.0	-4513256.0	-4507796.0	-4507414.0	-4504888.0	-5.98887396	-0.644855406	20.9736242	1713939720.313337	6	188.0	24-04-24 08:22:00.313389
6.6	0.033	250	250	-3388451.0	-3393591.0	-3396779.0	-3396197.0	-4061423.0	-4056407.0	-4056116.0	-4053752.0	-5.38939517	-0.580313313	20.963275	1713939728.3798559	6	188.0	24-04-24 08:22:08.379909
7.2	0.036	250	250	-3011942.0	-3016320.0	-3019199.0	-3018800.0	-3610257.0	-3605637.0	-3605422.0	-3603274.0	-4.79079463	-0.515856337	20.8641916	1713939736.4594536	6	188.0	24-04-24 08:22:16.459505
7.8	0.039	250	250	-2634578.0	-2638224.0	-2640750.0	-2640546.0	-3158041.0	-3153880.0	-3153754.0	-3151778.0	-4.19076412	-0.451253663	20.84426	1713939744.309662	6	188.0	24-04-24 08:22:24.309714
8.4	0.042	250	250	-2258024.0	-2260939.0	-2263136.0	-2263133.0	-2706892.0	-2703147.0	-2703086.0	-2701331.0	-3.59207109	-0.386801964	20.8221243	1713939752.3425753	6	188.0	24-04-24 08:22:32.342630
8.999	0.045	250	250	-1881561.0	-1883723.0	-1885610.0	-1885792.0	-2255756.0	-2252455.0	-2252457.0	-2250910.0	-2.99351999	-0.322348938	20.8174289	1713939760.1787972	6	188.0	24-04-24 08:22:40.178851
9.599	0.048	250	250	-1504636.0	-1506057.0	-1507624.0	-1507981.0	-1804009.0	-1801142.0	-1801227.0	-1799835.0	-2.39429985	-0.257818445	20.768558	1713939768.0101166	6	188.0	24-04-24 08:22:48.010174
10.2	0.051	250	250	-1127544.0	-1128224.0	-1129452.0	-1130008.0	-1352149.0	-1349707.0	-1349866.0	-1348663.0	-1.79470617	-0.193256232	20.819537	1713939776.0269084	6	188.0	24-04-24 08:22:56.026967
10.8	0.054	250	250	-750351.1	-750289.0	-751187.4	-751942.3	-900134.7	-898121.5	-898349.7	-897364.2	-1.19501403	-0.128683453	20.8567173	1713939784.0693662	6	188.0	24-04-24 08:23:04.069424
11.4	0.057	250	250	-373649.1	-372847.7	-373424.3	-374365.0	-448682.2	-447111.4	-447416.3	-446618.0	-0.596092568	-0.0641939621	20.8741575	1713939792.123893	6	188.0	24-04-24 08:23:12.123952
12.0	0.061	250	250	3215.14	4761.692	4504.248	3382.252	2962.124	4093.796	3711.604	4323.036	0.00315855623	0.000331852835	20.8647666	1713939799.956953	6	188.0	24-04-24 08:23:19.957011
12.599	0.064	250	250	379926.4	382206.8	382278.4	380976.7	454434.7	455141.5	454689.1	455090.0	0.602097349	0.0648325938	20.9167039	1713939807.9900355	6	188.0	24-04-24 08:23:27.990099
13.2	0.067	250	250	756906.9	759933.3	760322.5	758839.3	906232.6	906497.8	905970.5	906190.5	1.20153871	0.129375402	20.9815777	1713939816.0598984	6	188.0	24-04-24 08:23:36.059958
13.799	0.07	250	250	1133381.0	1137141.0	1137861.0	1136189.0	1357397.0	1357225.0	1356634.0	1356665.0	1.80006901	0.193829485	21.0495178	1713939823.8935943	6	188.0	24-04-24 08:23:43.893650
14.399	0.073	250	250	1510238.0	1514732.0	1515788.0	1513919.0	1809091.0	1808487.0	1807800.0	1807643.0	2.39919925	0.258346322	21.065329	1713939831.7042258	6	188.0	24-04-24 08:23:51.704281
14.999	0.076	250	250	1886948.0	1892181.0	1893560.0	1891510.0	2260493.0	2259470.0	2258705.0	2258369.0	2.99814301	0.322842086	21.1246449	1713939839.7650638	6	188.0	24-04-24 08:23:59.765119
