# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.023	0.0	250	250	21.1844399	1714476762.9614959	-11.9537925	-7454059.0	-7467060.0	-7473663.0	-7471243.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1501.0148501485014	30-04-24 13:32:49.393709
0.599	0.003	250	250	21.3784862	1714476789.4317384	-11.3800842	-7155872.0	-7168402.0	-7174849.0	-7172398.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1501.0148501485014	30-04-24 13:33:15.863318
1.2	0.006	250	250	21.555763	1714476815.900947	-10.7813855	-6779353.0	-6791136.0	-6797243.0	-6795001.0	-1.16105385	-8126229.0	-8117238.0	-8116273.0	-8112244.0	20	1501.0148501485014	30-04-24 13:33:42.343418
1.799	0.009	250	250	21.656188	1714476842.3962567	-10.1829365	-6403013.0	-6414072.0	-6419838.0	-6417749.0	-1.09666966	-7675561.0	-7667023.0	-7666118.0	-7662255.0	20	1501.0148501485014	30-04-24 13:34:08.838098
2.4	0.012	250	250	21.8220616	1714476868.8954422	-9.58284531	-6025598.0	-6035927.0	-6041345.0	-6039459.0	-1.03213805	-7223882.0	-7215788.0	-7214976.0	-7211303.0	20	1501.0148501485014	30-04-24 13:34:35.338032
3.0	0.015	250	250	22.0664162	1714476895.3979542	-8.98379692	-5648835.0	-5658408.0	-5663551.0	-5661847.0	-0.967673413	-6772734.0	-6764991.0	-6764273.0	-6760852.0	20	1501.0148501485014	30-04-24 13:35:01.842193
3.599	0.018	250	250	22.1410641	1714476921.8948376	-8.3850521	-5272261.0	-5281102.0	-5285906.0	-5284395.0	-0.903222462	-6321549.0	-6314334.0	-6313649.0	-6310400.0	20	1501.0148501485014	30-04-24 13:35:28.336308
4.199	0.021	250	250	22.3812982	1714476948.3936384	-7.7857971	-4895385.0	-4903491.0	-4907948.0	-4906640.0	-0.838730612	-5870127.0	-5863301.0	-5862726.0	-5859658.0	20	1501.0148501485014	30-04-24 13:35:54.834664
4.798	0.024	250	250	22.4854604	1714476974.8940978	-7.18696415	-4518746.0	-4526100.0	-4530259.0	-4529147.0	-0.774240562	-5418777.0	-5412414.0	-5411853.0	-5409020.0	20	1501.0148501485014	30-04-24 13:36:21.336926
5.399	0.027	250	250	22.6314023	1714477001.393441	-6.58737304	-4141679.0	-4148296.0	-4152095.0	-4151168.0	-0.709700512	-4967011.0	-4961036.0	-4960604.0	-4957916.0	20	1501.0148501485014	30-04-24 13:36:47.834221
5.998	0.03	250	250	22.7723614	1714477027.8934789	-5.98877553	-3765190.0	-3771080.0	-3774565.0	-3773807.0	-0.645228035	-4515712.0	-4510215.0	-4509847.0	-4507354.0	20	1501.0148501485014	30-04-24 13:37:14.335111
6.599	0.033	250	250	22.7817523	1714477054.3930254	-5.38910945	-3388050.0	-3393183.0	-3396364.0	-3395789.0	-0.58062917	-4063569.0	-4058511.0	-4058203.0	-4055889.0	20	1501.0148501485014	30-04-24 13:37:40.835256
7.199	0.036	250	250	22.6764402	1714477080.8921738	-4.79037597	-3011485.0	-3015881.0	-3018737.0	-3018343.0	-0.516126655	-3612099.0	-3607483.0	-3607226.0	-3605148.0	20	1501.0148501485014	30-04-24 13:38:07.334900
7.799	0.04	250	250	22.5873227	1714477107.393157	-4.19034743	-2634114.0	-2637753.0	-2640278.0	-2640088.0	-0.45149814	-3159724.0	-3155545.0	-3155383.0	-3153486.0	20	1501.0148501485014	30-04-24 13:38:33.833995
