# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.08	0.0	250	250	-7450700.0	-7463943.0	-7470745.0	-7468432.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.4426891	1714027704.433101	6	207.99999999999997	25-04-24 08:48:24.433168
0.6	0.002	250	250	-7153921.0	-7166433.0	-7172898.0	-7170415.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.526728	1714027711.2237036	6	207.99999999999997	25-04-24 08:48:31.223811
1.2	0.005	250	250	-6778877.0	-6790684.0	-6796802.0	-6794527.0	-8124812.0	-8115869.0	-8114889.0	-8110845.0	-1.16085055	21.4151873	1714027718.0078201	6	207.99999999999997	25-04-24 08:48:38.007877
1.8	0.008	250	250	-6402939.0	-6413994.0	-6419763.0	-6417700.0	-7673947.0	-7665423.0	-7664566.0	-7660705.0	-1.09643501	21.4545715	1714027724.7913022	6	207.99999999999997	25-04-24 08:48:44.791358
2.401	0.011	250	250	-6025790.0	-6036119.0	-6041596.0	-6039678.0	-7221827.0	-7213705.0	-7212916.0	-7209260.0	-1.03184278	21.4331066	1714027731.5736864	6	207.99999999999997	25-04-24 08:48:51.573772
3.0	0.015	250	250	-5649198.0	-5658780.0	-5663938.0	-5662191.0	-6770144.0	-6762497.0	-6761752.0	-6758342.0	-0.967318221	21.4802527	1714027738.3594923	6	207.99999999999997	25-04-24 08:48:58.359552
3.6	0.018	250	250	-5272772.0	-5281602.0	-5286429.0	-5284879.0	-6319020.0	-6311829.0	-6311186.0	-6307920.0	-0.902874347	21.5600752	1714027745.1396136	6	207.99999999999997	25-04-24 08:49:05.139670
4.2	0.021	250	250	-4895881.0	-4903985.0	-4908449.0	-4907115.0	-5867595.0	-5860789.0	-5860169.0	-5857105.0	-0.838363719	21.4741199	1714027751.9219222	6	207.99999999999997	25-04-24 08:49:11.921979
4.8	0.024	250	250	-4519285.0	-4526639.0	-4530799.0	-4529638.0	-5416316.0	-5409982.0	-5409437.0	-5406590.0	-0.773902299	21.5829774	1714027758.7042916	6	207.99999999999997	25-04-24 08:49:18.704347
5.4	0.027	250	250	-4142252.0	-4148868.0	-4152696.0	-4151732.0	-4964546.0	-4958632.0	-4958163.0	-4955502.0	-0.709359243	21.6025258	1714027765.4872859	6	207.99999999999997	25-04-24 08:49:25.487341
