# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.04	0.0	250	250	0	0	0	0	215.151721	219.986961	214.984629	215.06045	20.0127836	1717521357.715842	-11.9577185	-7455557.0	-7468456.0	-7475014.0	-7472546.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	10.0	2501.024750247502	0.0	04-06-24 19:16:04.396237
0.6	0.002	250	250	1638	1638	1638	1638	214.823936	219.709377	214.706407	214.801019	20.0029136	1717521387.3197565	-11.3812558	-7157361.0	-7169853.0	-7176285.0	-7173794.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	10.0	2501.024750247502	0.025	04-06-24 19:16:33.997807
1.2	0.005	250	250	3276	3276	3276	3276	214.673687	219.576916	214.569425	214.669392	20.2548384	1717521416.9223087	-10.7824578	-6780745.0	-6792507.0	-6798592.0	-6796292.0	-1.16061628	-8122989.0	-8114152.0	-8113150.0	-8109039.0	10.0	2501.024750247502	0.05	04-06-24 19:17:03.615942
1.8	0.008	250	250	4915	4915	4915	4915	212.590168	212.421356	212.410478	212.406372	20.5989471	1717521446.537632	-10.1839445	-6404266.0	-6415313.0	-6421053.0	-6418970.0	-1.09630262	-7672765.0	-7664368.0	-7663402.0	-7659528.0	10.0	2501.024750247502	0.075	04-06-24 19:17:33.229261
2.401	0.011	250	250	6553	6553	6553	6553	200.088213	199.926823	199.919139	199.91471	20.8300778	1717521476.1521788	-9.58367395	-6026726.0	-6037030.0	-6042460.0	-6040562.0	-1.03176081	-7221013.0	-7213018.0	-7212178.0	-7208512.0	10.0	2501.024750247502	0.1	04-06-24 19:18:02.841961
3.001	0.015	250	250	8191	8191	8191	8191	187.583743	187.431622	187.425943	187.422764	21.0269989	1717521505.7709773	-8.98476067	-5650003.0	-5659594.0	-5664698.0	-5662981.0	-0.967409618	-6770567.0	-6763043.0	-6762239.0	-6758728.0	10.0	2501.024750247502	0.125	04-06-24 19:18:32.462437
3.6	0.018	250	250	9830	9830	9830	9830	175.075716	174.932256	174.930144	174.926642	21.2796903	1717521535.4108975	-8.38593886	-5273394.0	-5282221.0	-5287014.0	-5285456.0	-0.902943268	-6319272.0	-6312155.0	-6311471.0	-6308148.0	10.0	2501.024750247502	0.15	04-06-24 19:19:02.103239
4.2	0.021	250	250	11468	11468	11468	11468	162.573861	162.439348	162.438983	162.435974	21.4501635	1717521565.0684237	-7.78652489	-4896380.0	-4904437.0	-4908924.0	-4907561.0	-0.838375768	-5867354.0	-5860635.0	-5860024.0	-5856891.0	10.0	2501.024750247502	0.175	04-06-24 19:19:31.759465
4.8	0.024	250	250	13107	13107	13107	13107	150.063824	149.937169	149.939811	149.93642	21.4719159	1717521594.6869996	-7.18766865	-4519709.0	-4527045.0	-4531167.0	-4530027.0	-0.774000414	-5416722.0	-5410459.0	-5409923.0	-5406995.0	10.0	2501.024750247502	0.2	04-06-24 19:20:01.381512
5.4	0.027	250	250	14745	14745	14745	14745	137.562103	137.444485	137.447154	137.444138	21.4333941	1717521624.3083842	-6.58807808	-4142560.0	-4149178.0	-4152989.0	-4151996.0	-0.709461954	-4964988.0	-4959159.0	-4958688.0	-4955905.0	10.0	2501.024750247502	0.225	04-06-24 19:20:31.000381
