# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
13.198	0.067	250	250	21.7282486	1714478431.6862357	1.20186817	757205.0	760230.7	760621.0	759135.9	0.129504032	907123.6	907402.5	906857.3	907071.6	20	1601.0158401584015	30-04-24 14:00:38.130343
13.798	0.07	250	250	21.8488927	1714478458.1681013	1.80040135	1133654.0	1137421.0	1138132.0	1136453.0	0.193994202	1358568.0	1358406.0	1357785.0	1357806.0	20	1601.0158401584015	30-04-24 14:01:04.609809
14.398	0.073	250	250	22.0384352	1714478484.6464348	2.39951723	1510470.0	1514981.0	1516005.0	1514154.0	0.258544822	1810445.0	1809857.0	1809115.0	1808974.0	20	1601.0158401584015	30-04-24 14:01:31.088726
14.997	0.076	250	250	22.1867728	1714478511.1269102	2.99824536	1887032.0	1892284.0	1893643.0	1891590.0	0.323053002	2261986.0	2260951.0	2260170.0	2259823.0	20	1601.0158401584015	30-04-24 14:01:57.566776
15.598	0.08	250	250	22.288731	1714478537.6164787	3.59822972	2264398.0	2270390.0	2272076.0	2269832.0	0.387686618	2714447.0	2712991.0	2712121.0	2711579.0	20	1601.0158401584015	30-04-24 14:02:24.059826
16.198	0.083	250	250	22.4710866	1714478564.0976174	4.19760927	2641384.0	2648117.0	2650144.0	2647684.0	0.452238419	3166307.0	3164373.0	3163455.0	3162724.0	20	1601.0158401584015	30-04-24 14:02:50.539662
16.798	0.086	250	250	22.6603416	1714478590.5762494	4.79613187	3017830.0	3025315.0	3027648.0	3025017.0	0.516716661	3617682.0	3615352.0	3614333.0	3613406.0	20	1601.0158401584015	30-04-24 14:03:17.019432
17.398	0.089	250	250	22.7748529	1714478617.0579655	5.39547566	3394773.0	3403013.0	3405682.0	3402842.0	0.581261668	4069478.0	4066706.0	4065615.0	4064516.0	20	1601.0158401584015	30-04-24 14:03:43.499449
17.998	0.092	250	250	22.7316356	1714478643.5388618	5.99468076	3771677.0	3780632.0	3783634.0	3780616.0	0.645789038	4521151.0	4517940.0	4516797.0	4515509.0	20	1601.0158401584015	30-04-24 14:04:09.980018
18.598	0.095	250	250	22.5663369	1714478670.0277116	6.59393091	4148546.0	4158265.0	4161594.0	4158381.0	0.710328894	4972974.0	4969298.0	4968096.0	4966609.0	20	1601.0158401584015	30-04-24 14:04:36.469394
19.197	0.098	250	250	22.469745	1714478696.5093951	7.19223214	4524885.0	4535351.0	4538998.0	4535612.0	0.774754272	5423908.0	5419838.0	5418536.0	5416863.0	20	1601.0158401584015	30-04-24 14:05:02.949576
19.798	0.102	250	250	22.4019965	1714478722.9873786	7.7918121	4902022.0	4913216.0	4917204.0	4913598.0	0.839329284	5875928.0	5871421.0	5869996.0	5868191.0	20	1601.0158401584015	30-04-24 14:05:29.430114
20.398	0.105	250	250	22.2574919	1714478749.4672647	8.39098191	5278841.0	5290766.0	5295093.0	5291303.0	0.903838589	6327463.0	6322546.0	6321067.0	6319010.0	20	1601.0158401584015	30-04-24 14:05:55.911875
20.997	0.108	250	250	22.0787777	1714478775.9494147	8.98964441	5655407.0	5668095.0	5672702.0	5668769.0	0.968284618	6778612.0	6773206.0	6771674.0	6769454.0	20	1601.0158401584015	30-04-24 14:06:22.390825
21.597	0.111	250	250	21.8840606	1714478802.4308555	9.58831857	6031933.0	6045356.0	6050276.0	6046200.0	1.0326924	7229435.0	7223682.0	7222079.0	7219649.0	20	1601.0158401584015	30-04-24 14:06:48.870465
22.197	0.114	250	250	21.5922725	1714478828.908963	10.1861825	6407969.0	6422136.0	6427374.0	6423076.0	1.0970956	7680317.0	7674150.0	7672440.0	7669809.0	20	1601.0158401584015	30-04-24 14:07:15.349184
22.797	0.118	250	250	21.4342565	1714478855.388653	10.7849686	6784590.0	6799533.0	6805106.0	6800591.0	1.16154085	8131474.0	8124833.0	8123087.0	8120219.0	20	1601.0158401584015	30-04-24 14:07:41.830162
23.397	0.121	250	250	21.2157748	1714478881.8679621	11.3828538	6855809.0	7485680.0	6876827.0	7487341.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1601.0158401584015	30-04-24 14:08:08.297388
23.997	0.124	250	250	21.3993761	1714478908.3355796	11.9692977	6847198.0	7485877.0	6868347.0	7487574.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1601.0158401584015	30-04-24 14:08:34.766439
