# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	11555555.555555556	0.0020892961308540407	0.1	0	10-04-24 19:49:41.362956
0	0	2.0	11555555.555555556	0.004365158322401662	0.1	0	10-04-24 19:49:47.860717
0	0	3.0	11555555.555555556	0.006918309709189373	0.1	0	10-04-24 19:49:54.358663
0	0	4.0	11555555.555555556	0.00954992586021437	0.1	0	10-04-24 19:50:00.856421
0	0	5.0	11555555.555555556	0.012589254117941671	0.1	0	10-04-24 19:50:07.353808
0	0	6.0	11555555.555555556	0.015135612484362097	0.1	0	10-04-24 19:50:13.851522
0	0	7.0	11555555.555555556	0.01819700858609984	0.1	0	10-04-24 19:50:20.349817
0	0	8.0	11555555.555555556	0.02089296130854041	0.1	0	10-04-24 19:50:26.847379
0	0	9.0	11555555.555555556	0.02290867652767774	0.1	0	10-04-24 19:50:33.347309
0	0	10.0	11555555.555555556	0.026302679918953836	0.1	0	10-04-24 19:50:39.844395
0	0	11.0	11555555.555555556	0.028840315031266068	0.1	0	10-04-24 19:50:46.343984
0	0	12.0	11555555.555555556	0.03162277660168385	0.1	0	10-04-24 19:50:52.843653
0	0	13.0	11555555.555555556	0.03467368504525321	0.1	0	10-04-24 19:50:59.339774
0	0	14.0	11555555.555555556	0.036307805477010145	0.1	0	10-04-24 19:51:05.838333
0	0	15.0	11555555.555555556	0.03801893963205616	0.1	0	10-04-24 19:51:12.337319
