# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	22.6383018	1714463732.7388177	-11.9554129	-7453257.0	-7466279.0	-7472862.0	-7470412.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	301.0029700297003	30-04-24 09:55:39.169021
0.6	0.002	250	250	22.812608	1714463759.2058933	-11.3809347	-7156393.0	-7168977.0	-7175401.0	-7172879.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	301.0029700297003	30-04-24 09:56:05.636730
1.2	0.006	250	250	22.8846687	1714463785.6739733	-10.7820352	-6779752.0	-6791603.0	-6797668.0	-6795345.0	-1.16074814	-8124116.0	-8115138.0	-8114136.0	-8110175.0	20	301.0029700297003	30-04-24 09:56:32.116981
1.799	0.009	250	250	22.9600832	1714463812.154649	-10.1835905	-6403384.0	-6414480.0	-6420228.0	-6418124.0	-1.09642597	-7673938.0	-7665408.0	-7664499.0	-7660685.0	20	301.0029700297003	30-04-24 09:56:58.595864
2.4	0.012	250	250	22.8069543	1714463838.6328926	-9.58342606	-6025942.0	-6036318.0	-6041755.0	-6039819.0	-1.03188185	-7222157.0	-7214072.0	-7213212.0	-7209629.0	20	301.0029700297003	30-04-24 09:57:25.075349
3.0	0.015	250	250	22.5805191	1714463865.1230683	-8.98433973	-5649183.0	-5658805.0	-5663953.0	-5662190.0	-0.967427935	-6771078.0	-6763371.0	-6762644.0	-6759229.0	20	301.0029700297003	30-04-24 09:57:51.565921
3.6	0.018	250	250	22.3470886	1714463891.6218448	-8.38565542	-5272656.0	-5281538.0	-5286331.0	-5284767.0	-0.903033211	-6320299.0	-6313142.0	-6312406.0	-6309181.0	20	301.0029700297003	30-04-24 09:58:18.063744
4.2	0.021	250	250	21.9933015	1714463918.1227207	-7.78632516	-4895729.0	-4903865.0	-4908319.0	-4906965.0	-0.838534373	-5868870.0	-5862126.0	-5861498.0	-5858473.0	20	301.0029700297003	30-04-24 09:58:44.563784
4.799	0.024	250	250	21.5732991	1714463944.6212556	-7.18744781	-4519066.0	-4526492.0	-4530606.0	-4529438.0	-0.774072187	-5417700.0	-5411383.0	-5410809.0	-5407924.0	20	301.0029700297003	30-04-24 09:59:11.061057
5.4	0.027	250	250	21.3942974	1714463971.120782	-6.5878866	-4141994.0	-4148619.0	-4152450.0	-4151473.0	-0.709540211	-4965960.0	-4960052.0	-4959587.0	-4956890.0	20	301.0029700297003	30-04-24 09:59:37.565494
5.999	0.03	250	250	21.2989512	1714463997.6207774	-5.98898515	-3765352.0	-3771257.0	-3774738.0	-3773955.0	-0.645030531	-4514394.0	-4508936.0	-4508528.0	-4506063.0	20	301.0029700297003	30-04-24 10:00:04.062198
6.599	0.033	250	250	21.2740366	1714464024.1201208	-5.38931249	-3388196.0	-3393356.0	-3396506.0	-3395926.0	-0.580481274	-4062569.0	-4057562.0	-4057206.0	-4054935.0	20	301.0029700297003	30-04-24 10:00:30.559673
7.199	0.036	250	250	21.4958722	1714464050.6182144	-4.79070404	-3011689.0	-3016104.0	-3018950.0	-3018550.0	-0.51601942	-3611343.0	-3606729.0	-3606491.0	-3604402.0	20	301.0029700297003	30-04-24 10:00:57.060564
7.8	0.039	250	250	21.7172287	1714464077.118434	-4.19058691	-2634254.0	-2637929.0	-2640452.0	-2640240.0	-0.451381639	-3158876.0	-3154695.0	-3154554.0	-3152623.0	20	301.0029700297003	30-04-24 10:01:23.560044
8.399	0.042	250	250	21.7610209	1714464103.6182733	-3.59190892	-2257730.0	-2260659.0	-2262833.0	-2262830.0	-0.386910166	-2707579.0	-2703845.0	-2703724.0	-2702039.0	20	301.0029700297003	30-04-24 10:01:50.057351
8.998	0.045	250	250	21.9543964	1714464130.0940924	-2.99337252	-1881284.0	-1883459.0	-1885338.0	-1885522.0	-0.322443452	-2256315.0	-2252954.0	-2253021.0	-2251436.0	20	301.0029700297003	30-04-24 10:02:16.534969
9.598	0.048	250	250	22.2109208	1714464156.5739155	-2.39411043	-1504379.0	-1505806.0	-1507351.0	-1507727.0	-0.257887848	-1804488.0	-1801583.0	-1801644.0	-1800344.0	20	301.0029700297003	30-04-24 10:02:43.014521
10.199	0.051	250	250	22.3637622	1714464183.0517561	-1.79455702	-1127275.0	-1127956.0	-1129184.0	-1129746.0	-0.193291984	-1352239.0	-1349816.0	-1349983.0	-1348787.0	20	301.0029700297003	30-04-24 10:03:09.495120
10.799	0.055	250	250	22.58004	1714464209.534706	-1.19476747	-750070.4	-750009.3	-750899.8	-751658.5	-0.128670216	-899976.3	-897960.7	-898204.4	-897272.1	20	301.0029700297003	30-04-24 10:03:35.975405
11.399	0.058	250	250	22.6446262	1714464236.013147	-0.595876135	-373423.0	-372613.5	-373197.5	-374139.1	-0.0641702233	-448477.4	-446957.5	-447218.3	-446453.8	20	301.0029700297003	30-04-24 10:04:02.455066
11.999	0.061	250	250	22.685352	1714464262.5015428	0.00350682697	3533.34	5083.484	4829.54	3701.036	0.000400924609	3449.756	4572.224	4201.588	4776.672	20	301.0029700297003	30-04-24 10:04:28.943575
12.599	0.064	250	250	22.4110041	1714464288.9818473	0.602465611	380218.7	382501.7	382573.3	381264.1	0.0649052289	454875.1	455617.4	455111.6	455526.1	20	301.0029700297003	30-04-24 10:04:55.423052
13.199	0.067	250	250	22.3163287	1714464315.4611175	1.20199634	757274.3	760300.8	760692.6	759203.2	0.129472381	906857.9	907189.0	906591.8	906849.7	20	301.0029700297003	30-04-24 10:05:21.904461
13.798	0.07	250	250	22.2218449	1714464341.9428399	1.80059576	1133764.0	1137537.0	1138255.0	1136569.0	0.19395029	1358221.0	1358090.0	1357450.0	1357515.0	20	301.0029700297003	30-04-24 10:05:48.384237
14.398	0.073	250	250	22.172399	1714464368.4228845	2.39988527	1510686.0	1515196.0	1516245.0	1514365.0	0.258493727	1810002.0	1809417.0	1808717.0	1808597.0	20	301.0029700297003	30-04-24 10:06:14.861670
14.998	0.076	250	250	21.9668537	1714464394.9167895	2.99863766	1887283.0	1892532.0	1893912.0	1891840.0	0.322962894	2261296.0	2260310.0	2259497.0	2259179.0	20	301.0029700297003	30-04-24 10:06:41.360484
15.598	0.079	250	250	21.7415683	1714464421.3971095	3.59860138	2264627.0	2270631.0	2272327.0	2270066.0	0.387580488	2713634.0	2712189.0	2711328.0	2710843.0	20	301.0029700297003	30-04-24 10:07:07.838386
16.198	0.082	250	250	21.5801985	1714464447.8765895	4.19800728	2641627.0	2648374.0	2650392.0	2647959.0	0.452136893	3165482.0	3163622.0	3162685.0	3161968.0	20	301.0029700297003	30-04-24 10:07:34.316948
16.798	0.086	250	250	21.2943515	1714464474.3544858	4.79676503	3018245.0	3025730.0	3028066.0	3025438.0	0.516607204	3616783.0	3614469.0	3613455.0	3612580.0	20	301.0029700297003	30-04-24 10:08:00.794412
17.398	0.089	250	250	21.1683412	1714464500.8381338	5.39610002	3395206.0	3403440.0	3406077.0	3403281.0	0.581133329	4068443.0	4065734.0	4064625.0	4063526.0	20	301.0029700297003	30-04-24 10:08:27.279182
17.998	0.092	250	250	21.1977596	1714464527.3282094	5.99534079	3772105.0	3781053.0	3784064.0	3781054.0	0.645654018	4520124.0	4516977.0	4515808.0	4514546.0	20	301.0029700297003	30-04-24 10:08:53.771909
18.598	0.095	250	250	21.2998136	1714464553.8120441	6.59446119	4148929.0	4158641.0	4161948.0	4158753.0	0.710169615	4971781.0	4968198.0	4966976.0	4965491.0	20	301.0029700297003	30-04-24 10:09:20.252319
19.198	0.098	250	250	21.4276446	1714464580.290746	7.19298644	4525349.0	4535838.0	4539448.0	4536088.0	0.77457177	5422638.0	5418577.0	5417294.0	5415619.0	20	301.0029700297003	30-04-24 10:09:46.732129
19.798	0.101	250	250	21.498747	1714464606.771481	7.79259099	4902506.0	4913738.0	4917666.0	4914118.0	0.839140534	5874653.0	5870154.0	5868770.0	5866941.0	20	301.0029700297003	30-04-24 10:10:13.211769
20.398	0.105	250	250	21.7132999	1714464633.2490911	8.39184616	5279439.0	5291380.0	5295688.0	5291919.0	0.903626871	6326052.0	6321205.0	6319702.0	6317701.0	20	301.0029700297003	30-04-24 10:10:39.692360
20.998	0.108	250	250	21.9183661	1714464659.7389908	8.99060093	5656010.0	5668718.0	5673327.0	5669365.0	0.9680257	6776903.0	6771583.0	6770008.0	6767831.0	20	301.0029700297003	30-04-24 10:11:06.180352
21.598	0.111	250	250	22.0938222	1714464686.218822	9.58932292	6032577.0	6046042.0	6050960.0	6046808.0	1.03250413	7228282.0	7222494.0	7220869.0	7218500.0	20	301.0029700297003	30-04-24 10:11:32.661822
22.197	0.114	250	250	22.2513591	1714464712.7001476	10.1871794	6408633.0	6422831.0	6428096.0	6423716.0	1.09680793	7678398.0	7672221.0	7670536.0	7667907.0	20	301.0029700297003	30-04-24 10:11:59.140560
22.798	0.117	250	250	22.3321398	1714464739.1788747	10.7861345	6785278.0	6800267.0	6805806.0	6801290.0	1.16124385	8129488.0	8122806.0	8121068.0	8118298.0	20	301.0029700297003	30-04-24 10:12:25.619812
