# 
voltage	Source_Voltage	Delay	a	
3.5305540617	0.0	2.0	0	18-09-24 13:35:04.179807
94.184348862	100.0	2.0	0	18-09-24 13:35:06.214728
189.33937611	200.0	2.0	0	18-09-24 13:35:08.250145
284.103561	300.0	2.0	0	18-09-24 13:35:10.284943
380.72310239999996	400.0	2.0	0	18-09-24 13:35:12.319862
476.01288702	500.0	2.0	0	18-09-24 13:35:14.354305
572.44266843	600.0	2.0	0	18-09-24 13:35:16.389461
665.61147087	700.0	2.0	0	18-09-24 13:35:18.424074
761.51210832	800.0	2.0	0	18-09-24 13:35:20.458321
857.06943441	900.0	2.0	0	18-09-24 13:35:22.493081
957.1605969899999	1000.0	2.0	0	18-09-24 13:35:24.527803
1053.3681456	1100.0	2.0	0	18-09-24 13:35:26.562089
1150.1112561	1200.0	2.0	0	18-09-24 13:35:28.596167
1245.5918543999999	1300.0	2.0	0	18-09-24 13:35:30.630475
1342.4537444999999	1400.0	2.0	0	18-09-24 13:35:32.665147
1436.418945	1500.0	2.0	0	18-09-24 13:35:34.699447
