# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	10.0	100000.0	0.2	2.261306532663317	10-04-24 17:30:27.046566
0	10000000.0	10.0	1164285.7142857143	0.2	2.261306532663317	10-04-24 17:30:27.272057
0	10000000.0	10.0	2228571.4285714286	0.2	2.261306532663317	10-04-24 17:30:27.498896
0	10000000.0	10.0	3292857.1428571427	0.2	2.261306532663317	10-04-24 17:30:27.727657
0	10000000.0	10.0	4357142.857142857	0.2	2.261306532663317	10-04-24 17:30:27.953871
0	10000000.0	10.0	5421428.571428572	0.2	2.261306532663317	10-04-24 17:30:28.178382
0	10000000.0	10.0	6485714.285714285	0.2	2.261306532663317	10-04-24 17:30:28.404101
0	10000000.0	10.0	7550000.0	0.2	2.261306532663317	10-04-24 17:30:28.628723
0	10000000.0	10.0	8614285.714285715	0.2	2.261306532663317	10-04-24 17:30:28.855006
0	10000000.0	10.0	9678571.42857143	0.2	2.261306532663317	10-04-24 17:30:29.082600
0	10000000.0	10.0	10742857.142857144	0.2	2.261306532663317	10-04-24 17:30:29.310393
0	10000000.0	10.0	11807142.857142856	0.2	2.261306532663317	10-04-24 17:30:29.540343
0	10000000.0	10.0	12871428.57142857	0.2	2.261306532663317	10-04-24 17:30:29.766747
0	10000000.0	10.0	13935714.285714285	0.2	2.261306532663317	10-04-24 17:30:29.995225
0	10000000.0	10.0	15000000.0	0.2	2.261306532663317	10-04-24 17:30:30.220181
