# 
ch2a	ch2a avglen	Delay	a	
1204375.0	1.0	0.1	0	12-12-23 20:05:34.481091
1600116.0	2.0	0.1	0	12-12-23 20:05:34.613950
973544.3	3.0	0.1	0	12-12-23 20:05:34.747912
-267051.2	4.0	0.1	0	12-12-23 20:05:34.880026
-1332457.0	5.0	0.1	0	12-12-23 20:05:35.012396
-1557400.0	6.0	0.1	0	12-12-23 20:05:35.144269
-780233.3	7.0	0.1	0	12-12-23 20:05:35.276144
470461.5	8.0	0.1	0	12-12-23 20:05:35.408022
1433222.0	9.0	0.1	0	12-12-23 20:05:35.539698
1507576.0	10.0	0.1	0	12-12-23 20:05:35.671804
647832.8	11.0	0.1	0	12-12-23 20:05:35.804077
-597961.3	12.0	0.1	0	12-12-23 20:05:35.936371
-1492961.0	13.0	0.1	0	12-12-23 20:05:36.068430
-1418593.0	14.0	0.1	0	12-12-23 20:05:36.200748
-427295.2	15.0	0.1	0	12-12-23 20:05:36.333344
812572.3	16.0	0.1	0	12-12-23 20:05:36.465780
1550037.0	17.0	0.1	0	12-12-23 20:05:36.598294
1321056.0	18.0	0.1	0	12-12-23 20:05:36.730297
276223.8	19.0	0.1	0	12-12-23 20:05:36.862516
-921839.2	20.0	0.1	0	12-12-23 20:05:36.994340
-1558479.0	21.0	0.1	0	12-12-23 20:05:37.126303
-1194099.0	22.0	0.1	0	12-12-23 20:05:37.258596
-99039.17	23.0	0.1	0	12-12-23 20:05:37.390700
1092394.0	24.0	0.1	0	12-12-23 20:05:37.522668
1572984.0	25.0	0.1	0	12-12-23 20:05:37.654572
1097452.0	26.0	0.1	0	12-12-23 20:05:37.786815
-88546.48	27.0	0.1	0	12-12-23 20:05:37.918816
-1180040.0	28.0	0.1	0	12-12-23 20:05:38.051302
-1530048.0	29.0	0.1	0	12-12-23 20:05:38.183763
-908746.0	30.0	0.1	0	12-12-23 20:05:38.316514
371595.9	31.0	0.1	0	12-12-23 20:05:38.449131
1307364.0	32.0	0.1	0	12-12-23 20:05:38.581259
1500251.0	33.0	0.1	0	12-12-23 20:05:38.713337
742311.8	34.0	0.1	0	12-12-23 20:05:38.845656
-426217.7	35.0	0.1	0	12-12-23 20:05:38.977502
-1299296.0	36.0	0.1	0	12-12-23 20:05:39.110088
-1419140.0	37.0	0.1	0	12-12-23 20:05:39.242349
-570392.4	38.0	0.1	0	12-12-23 20:05:39.374852
641109.8	39.0	0.1	0	12-12-23 20:05:39.506762
1428888.0	40.0	0.1	0	12-12-23 20:05:39.639113
1342371.0	41.0	0.1	0	12-12-23 20:05:39.771618
395769.6	42.0	0.1	0	12-12-23 20:05:39.904669
-746133.1	43.0	0.1	0	12-12-23 20:05:40.037715
-1399186.0	44.0	0.1	0	12-12-23 20:05:40.170028
-1186233.0	45.0	0.1	0	12-12-23 20:05:40.302494
-152897.5	46.0	0.1	0	12-12-23 20:05:40.434804
932294.1	47.0	0.1	0	12-12-23 20:05:40.567700
1462438.0	48.0	0.1	0	12-12-23 20:05:40.700224
1063413.0	49.0	0.1	0	12-12-23 20:05:40.832601
52048.24	50.0	0.1	0	12-12-23 20:05:40.964632
-1016192.0	51.0	0.1	0	12-12-23 20:05:41.097121
-1423570.0	52.0	0.1	0	12-12-23 20:05:41.229770
-877981.1	53.0	0.1	0	12-12-23 20:05:41.361728
148675.4	54.0	0.1	0	12-12-23 20:05:41.494216
1150052.0	55.0	0.1	0	12-12-23 20:05:41.626749
1394096.0	56.0	0.1	0	12-12-23 20:05:41.759263
770202.4	57.0	0.1	0	12-12-23 20:05:41.891918
-348419.1	58.0	0.1	0	12-12-23 20:05:42.024352
-1182185.0	59.0	0.1	0	12-12-23 20:05:42.157108
-1257554.0	60.0	0.1	0	12-12-23 20:05:42.289317
-596140.9	61.0	0.1	0	12-12-23 20:05:42.421658
488718.9	62.0	0.1	0	12-12-23 20:05:42.553931
1247883.0	63.0	0.1	0	12-12-23 20:05:42.686417
1240550.0	63.99999999999999	0.1	0	12-12-23 20:05:42.818428
421969.8	65.0	0.1	0	12-12-23 20:05:42.950785
-606748.8	66.0	0.1	0	12-12-23 20:05:43.083204
-1258651.0	67.0	0.1	0	12-12-23 20:05:43.215302
-1115315.0	68.0	0.1	0	12-12-23 20:05:43.347878
-259757.4	69.0	0.1	0	12-12-23 20:05:43.480323
736206.5	70.0	0.1	0	12-12-23 20:05:43.612834
1285501.0	71.0	0.1	0	12-12-23 20:05:43.745386
997684.7	72.0	0.1	0	12-12-23 20:05:43.877961
94247.53	73.0	0.1	0	12-12-23 20:05:44.010583
-830879.0	74.0	0.1	0	12-12-23 20:05:44.142944
-1250740.0	75.0	0.1	0	12-12-23 20:05:44.274913
-853383.9	76.0	0.1	0	12-12-23 20:05:44.407267
32288.39	77.0	0.1	0	12-12-23 20:05:44.539998
933827.2	78.0	0.1	0	12-12-23 20:05:44.672292
1188299.0	79.0	0.1	0	12-12-23 20:05:44.804789
740873.2	80.0	0.1	0	12-12-23 20:05:44.938285
-207024.7	81.0	0.1	0	12-12-23 20:05:45.071003
-1024608.0	82.0	0.1	0	12-12-23 20:05:45.204442
-1146736.0	83.0	0.1	0	12-12-23 20:05:45.337439
-559743.1	84.0	0.1	0	12-12-23 20:05:45.469846
353564.9	85.0	0.1	0	12-12-23 20:05:45.602078
1038954.0	86.0	0.1	0	12-12-23 20:05:45.734637
1056302.0	87.0	0.1	0	12-12-23 20:05:45.866740
390343.6	88.0	0.1	0	12-12-23 20:05:45.999512
-491286.8	89.0	0.1	0	12-12-23 20:05:46.132584
-1065854.0	90.0	0.1	0	12-12-23 20:05:46.265440
-983399.8	91.0	0.1	0	12-12-23 20:05:46.398146
-263041.5	92.0	0.1	0	12-12-23 20:05:46.530472
573118.8	93.0	0.1	0	12-12-23 20:05:46.662613
1049834.0	94.0	0.1	0	12-12-23 20:05:46.794813
833742.1	95.0	0.1	0	12-12-23 20:05:46.927448
80999.23	96.0	0.1	0	12-12-23 20:05:47.059723
-623239.3	97.0	0.1	0	12-12-23 20:05:47.191959
-1040287.0	98.0	0.1	0	12-12-23 20:05:47.324133
-773432.9	99.0	0.1	0	12-12-23 20:05:47.456526
-9241.88	100.0	0.1	0	12-12-23 20:05:47.589734
718097.1	101.0	0.1	0	12-12-23 20:05:47.722269
975201.5	102.0	0.1	0	12-12-23 20:05:47.854626
579082.2	103.0	0.1	0	12-12-23 20:05:47.987124
-105217.3	104.0	0.1	0	12-12-23 20:05:48.119792
-785764.5	105.0	0.1	0	12-12-23 20:05:48.251908
-961854.2	106.0	0.1	0	12-12-23 20:05:48.384151
-542440.5	107.0	0.1	0	12-12-23 20:05:48.516568
217570.6	108.0	0.1	0	12-12-23 20:05:48.648892
797076.6	109.0	0.1	0	12-12-23 20:05:48.781693
852036.6	110.0	0.1	0	12-12-23 20:05:48.914245
345061.3	111.0	0.1	0	12-12-23 20:05:49.046740
-417261.4	112.0	0.1	0	12-12-23 20:05:49.178994
-800929.2	113.0	0.1	0	12-12-23 20:05:49.311301
-796447.5	114.0	0.1	0	12-12-23 20:05:49.443256
-269365.2	115.0	0.1	0	12-12-23 20:05:49.575592
413945.7	116.0	0.1	0	12-12-23 20:05:49.707760
807101.3	117.0	0.1	0	12-12-23 20:05:49.840037
718266.4	118.0	0.1	0	12-12-23 20:05:49.972360
175270.0	119.0	0.1	0	12-12-23 20:05:50.104943
-485458.0	120.0	0.1	0	12-12-23 20:05:50.237958
-800774.6	121.0	0.1	0	12-12-23 20:05:50.370395
-609609.8	122.0	0.1	0	12-12-23 20:05:50.502882
-62092.01	123.0	0.1	0	12-12-23 20:05:50.635270
536796.8	124.0	0.1	0	12-12-23 20:05:50.767572
764901.0	125.0	0.1	0	12-12-23 20:05:50.900613
508353.8	126.0	0.1	0	12-12-23 20:05:51.033502
-27615.33	126.99999999999999	0.1	0	12-12-23 20:05:51.166516
-556579.3	128.0	0.1	0	12-12-23 20:05:51.298653
-720238.1	129.0	0.1	0	12-12-23 20:05:51.430995
-417585.7	130.0	0.1	0	12-12-23 20:05:51.563117
142514.2	131.0	0.1	0	12-12-23 20:05:51.695209
570497.3	132.0	0.1	0	12-12-23 20:05:51.827648
656793.6	133.0	0.1	0	12-12-23 20:05:51.959875
307572.6	134.0	0.1	0	12-12-23 20:05:52.091774
-229636.1	135.0	0.1	0	12-12-23 20:05:52.224376
-633066.7	136.0	0.1	0	12-12-23 20:05:52.356350
-579652.6	137.0	0.1	0	12-12-23 20:05:52.489070
-234124.1	138.0	0.1	0	12-12-23 20:05:52.621761
246630.9	139.0	0.1	0	12-12-23 20:05:52.754145
558874.1	140.0	0.1	0	12-12-23 20:05:52.886538
499372.7	141.0	0.1	0	12-12-23 20:05:53.019172
176716.2	142.0	0.1	0	12-12-23 20:05:53.151268
-276173.4	143.0	0.1	0	12-12-23 20:05:53.284336
-553152.5	144.0	0.1	0	12-12-23 20:05:53.416444
-466143.1	145.0	0.1	0	12-12-23 20:05:53.548561
-99022.82	146.0	0.1	0	12-12-23 20:05:53.681881
324520.8	147.0	0.1	0	12-12-23 20:05:53.814487
504993.2	148.0	0.1	0	12-12-23 20:05:53.947083
374240.2	149.0	0.1	0	12-12-23 20:05:54.079656
8220.187	150.0	0.1	0	12-12-23 20:05:54.212141
-363340.8	151.0	0.1	0	12-12-23 20:05:54.344521
-509458.2	152.0	0.1	0	12-12-23 20:05:54.477053
-324757.5	153.0	0.1	0	12-12-23 20:05:54.609510
37853.59	154.0	0.1	0	12-12-23 20:05:54.741752
335239.4	155.0	0.1	0	12-12-23 20:05:54.874258
409768.8	156.0	0.1	0	12-12-23 20:05:55.006806
201919.8	157.0	0.1	0	12-12-23 20:05:55.139274
-147373.7	158.0	0.1	0	12-12-23 20:05:55.271560
-383565.6	159.0	0.1	0	12-12-23 20:05:55.403642
-360665.1	160.0	0.1	0	12-12-23 20:05:55.536595
-343122.7	161.0	0.0	0	12-12-23 20:05:55.569289
-307052.0	162.0	0.0	0	12-12-23 20:05:55.601342
-266521.6	163.0	0.0	0	12-12-23 20:05:55.633412
-208015.2	164.0	0.0	0	12-12-23 20:05:55.665518
-164815.0	165.0	0.0	0	12-12-23 20:05:55.697239
-107788.7	166.0	0.0	0	12-12-23 20:05:55.729020
-39101.14	167.0	0.0	0	12-12-23 20:05:55.761443
16616.43	168.0	0.0	0	12-12-23 20:05:55.794208
67376.29	169.0	0.0	0	12-12-23 20:05:55.826714
121089.1	170.0	0.0	0	12-12-23 20:05:55.859210
156547.4	171.0	0.0	0	12-12-23 20:05:55.891720
