# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7433932.0	-7447687.0	-7454810.0	-7452837.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8725249	9.9e+37	24.6437745	1711453178.7891557	6	12.0	26-03-24 12:39:38.789218
0.6	0.002	250	250	-7153674.0	-7166325.0	-7172687.0	-7170313.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3764325	9.9e+37	24.5844977	1711453186.8158333	6	12.0	26-03-24 12:39:46.815896
1.201	0.005	250	250	-6778682.0	-6790585.0	-6796635.0	-6794437.0	-8124191.0	-8115222.0	-8114295.0	-8110271.0	-10.7798824	-1.16069672	24.5937129	1711453194.661061	6	12.0	26-03-24 12:39:54.661114
1.8	0.008	250	250	-6402763.0	-6413919.0	-6419624.0	-6417615.0	-7673767.0	-7665226.0	-7664375.0	-7660530.0	-10.1820398	-1.096337	24.5835761	1711453202.483535	6	12.0	26-03-24 12:40:02.483589
2.401	0.011	250	250	-6025523.0	-6035928.0	-6041311.0	-6039459.0	-7221578.0	-7213475.0	-7212686.0	-7209045.0	-9.58225713	-1.0317328	24.5854192	1711453210.3473508	6	12.0	26-03-24 12:40:10.347399
3.001	0.014	250	250	-5648949.0	-5658607.0	-5663663.0	-5662015.0	-6770341.0	-6762649.0	-6761908.0	-6758456.0	-8.98348099	-0.967255048	24.5817331	1711453218.4499912	6	12.0	26-03-24 12:40:18.450047
3.6	0.018	250	250	-5272455.0	-5281391.0	-5286128.0	-5284642.0	-6318971.0	-6311708.0	-6311099.0	-6307832.0	-8.38487268	-0.902796332	24.543029	1711453226.2657416	6	12.0	26-03-24 12:40:26.265797
4.2	0.021	250	250	-4895565.0	-4903748.0	-4908132.0	-4906858.0	-5867297.0	-5860481.0	-5859897.0	-5856837.0	-7.7856723	-0.8382509	24.5331914	1711453234.0681968	6	12.0	26-03-24 12:40:34.068252
4.8	0.024	250	250	-4519003.0	-4526429.0	-4530524.0	-4529423.0	-5415675.0	-5409311.0	-5408806.0	-5405894.0	-7.18691748	-0.77374923	24.502781	1711453242.130886	6	12.0	26-03-24 12:40:42.130933
5.4	0.027	250	250	-4141917.0	-4148601.0	-4152347.0	-4151447.0	-4963731.0	-4957800.0	-4957361.0	-4954676.0	-6.58737234	-0.709180684	24.4742137	1711453250.1407197	6	12.0	26-03-24 12:40:50.140774
6.0	0.03	250	250	-3765327.0	-3771238.0	-3774701.0	-3773989.0	-4512440.0	-4506946.0	-4506584.0	-4504094.0	-5.98858586	-0.644721102	24.4149368	1711453257.9703722	6	12.0	26-03-24 12:40:57.970419
6.6	0.033	250	250	-3388244.0	-3393414.0	-3396531.0	-3396015.0	-4060796.0	-4055727.0	-4055428.0	-4053143.0	-5.38905953	-0.580178428	24.4527194	1711453266.0003984	6	12.0	26-03-24 12:41:06.000454
7.2	0.036	250	250	-3011661.0	-3016093.0	-3018898.0	-3018548.0	-3609364.0	-3604722.0	-3604493.0	-3602376.0	-4.7903303	-0.515704123	24.4951096	1711453273.829147	6	12.0	26-03-24 12:41:13.829200
7.801	0.039	250	250	-2634290.0	-2637970.0	-2640474.0	-2640289.0	-3157241.0	-3153070.0	-3152929.0	-3150988.0	-4.19032704	-0.451114888	24.4791445	1711453281.6313071	6	12.0	26-03-24 12:41:21.631359
8.4	0.042	250	250	-2257793.0	-2260709.0	-2262904.0	-2262900.0	-2706350.0	-2702573.0	-2702513.0	-2700791.0	-3.59171449	-0.386711152	24.5771255	1711453289.4803774	6	12.0	26-03-24 12:41:29.480431
8.999	0.045	250	250	-1881353.0	-1883524.0	-1885388.0	-1885577.0	-2255388.0	-2252053.0	-2252074.0	-2250522.0	-2.99318849	-0.322279917	24.5964775	1711453297.2776425	6	12.0	26-03-24 12:41:37.277692
9.599	0.048	250	250	-1504407.0	-1505835.0	-1507384.0	-1507760.0	-1803717.0	-1800819.0	-1800919.0	-1799556.0	-2.39394125	-0.257768011	24.6139865	1711453305.3243465	6	12.0	26-03-24 12:41:45.324399
10.2	0.051	250	250	-1127343.0	-1128023.0	-1129249.0	-1129809.0	-1351909.0	-1349447.0	-1349602.0	-1348425.0	-1.79443933	-0.193220138	24.595556	1711453313.1823242	6	12.0	26-03-24 12:41:53.182376
10.801	0.054	250	250	-750133.6	-750069.1	-750969.0	-751719.6	-899884.6	-897871.0	-898102.1	-897095.2	-1.1946641	-0.128640756	24.5187701	1711453321.2513218	6	12.0	26-03-24 12:42:01.251382
11.4	0.058	250	250	-373498.0	-372686.8	-373266.9	-374198.1	-448557.5	-446960.5	-447283.2	-446485.2	-0.595771875	-0.0641633049	24.5669887	1711453329.1014805	6	12.0	26-03-24 12:42:09.101542
12.0	0.061	250	250	3377.292	4937.084	4670.324	3562.56	3085.88	4246.72	3842.964	4455.344	0.00346994712	0.000368785906	24.5531658	1711453337.129321	6	12.0	26-03-24 12:42:17.129381
12.6	0.064	250	250	380056.2	382345.9	382407.9	381125.4	454480.6	455194.2	454719.0	455152.5	0.602312259	0.0648419292	24.4634786	1711453345.1979942	6	12.0	26-03-24 12:42:25.198052
13.2	0.067	250	250	757077.4	760112.6	760487.1	759028.4	906241.6	906519.5	905977.9	906193.6	1.20178279	0.129381407	24.5107756	1711453353.281073	6	12.0	26-03-24 12:42:33.281127
13.799	0.07	250	250	1133648.0	1137430.0	1138126.0	1136492.0	1357529.0	1357388.0	1356775.0	1356796.0	1.80046742	0.193836412	24.3701052	1711453361.125201	6	12.0	26-03-24 12:42:41.125255
14.399	0.073	250	250	1510431.0	1514962.0	1515981.0	1514161.0	1809016.0	1808433.0	1807735.0	1807564.0	2.39948134	0.258334429	24.4508764	1711453368.9248834	6	12.0	26-03-24 12:42:48.924930
14.999	0.076	250	250	1887050.0	1892332.0	1893675.0	1891665.0	2260367.0	2259354.0	2258597.0	2258249.0	2.9983027	0.322819429	24.3307788	1711453376.9345613	6	12.0	26-03-24 12:42:56.934614
15.6	0.079	250	250	2264312.0	2270346.0	2272007.0	2269806.0	2712579.0	2711142.0	2710294.0	2709767.0	3.59812132	0.387406559	24.3123482	1711453385.014922	6	12.0	26-03-24 12:43:05.014975
16.2	0.082	250	250	2641114.0	2647884.0	2649883.0	2647504.0	3164161.0	3162291.0	3161376.0	3160636.0	4.19723572	0.45192289	24.3095837	1711453393.0543954	6	12.0	26-03-24 12:43:13.054448
16.8	0.085	250	250	3017659.0	3025178.0	3027477.0	3024914.0	3615377.0	3613045.0	3612069.0	3611136.0	4.79583751	0.516362035	24.4057216	1711453400.929274	6	12.0	26-03-24 12:43:20.929329
17.4	0.088	250	250	3394425.0	3402684.0	3405314.0	3402562.0	4066922.0	4064179.0	4063118.0	4061964.0	5.39484735	0.580892029	24.4407396	1711453409.010331	6	12.0	26-03-24 12:43:29.010386
18.0	0.091	250	250	3771297.0	3780299.0	3783245.0	3780325.0	4518537.0	4515374.0	4514233.0	4512900.0	5.99403336	0.645393825	24.4137161	1711453417.0219007	6	12.0	26-03-24 12:43:37.021955
18.6	0.095	250	250	4148076.0	4157812.0	4161076.0	4157990.0	4970378.0	4966744.0	4965554.0	4964030.0	6.59308596	0.709942706	24.4809876	1711453425.063758	6	12.0	26-03-24 12:43:45.063806
19.199	0.098	250	250	4524483.0	4534969.0	4538556.0	4535285.0	5421669.0	5417621.0	5416337.0	5414634.0	7.19152687	0.774396245	24.5946345	1711453432.8653858	6	12.0	26-03-24 12:43:52.865468
19.8	0.101	250	250	4901531.0	4912758.0	4916701.0	4913207.0	5873404.0	5868933.0	5867568.0	5865668.0	7.79093243	0.838923014	24.5648464	1711453440.9309127	6	12.0	26-03-24 12:44:00.930968
20.4	0.104	250	250	5278279.0	5290255.0	5294532.0	5290863.0	6324577.0	6319697.0	6318253.0	6316118.0	8.3899494	0.90337292	24.6109228	1711453448.7285626	6	12.0	26-03-24 12:44:08.728615
21.0	0.107	250	250	5654836.0	5667536.0	5672145.0	5668283.0	6775966.0	6770652.0	6769158.0	6766845.0	8.98860173	0.967864556	24.6950808	1711453456.5297909	6	12.0	26-03-24 12:44:16.529878
21.6	0.11	250	250	6031175.0	6044633.0	6049544.0	6045524.0	7226906.0	7221115.0	7219558.0	7217073.0	9.58690981	1.03228429	24.7310204	1711453464.554536	6	12.0	26-03-24 12:44:24.554592
22.199	0.113	250	250	6407193.0	6421396.0	6426656.0	6422423.0	7677601.0	7671396.0	7669779.0	7667048.0	10.1847193	1.09662524	24.6321179	1711453472.3870664	6	12.0	26-03-24 12:44:32.387151
22.799	0.117	250	250	6783419.0	6798460.0	6803971.0	6799533.0	8127930.0	8121268.0	8119608.0	8116660.0	10.7828706	1.16096695	24.6609844	1711453480.4120352	6	12.0	26-03-24 12:44:40.412059
23.399	0.12	250	250	6854409.0	7485751.0	6875767.0	7487363.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3800868	9.9e+37	24.6268879	1711453488.216648	6	12.0	26-03-24 12:44:48.216704
24.0	0.123	250	250	6845872.0	7485916.0	6867329.0	7487560.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9655684	9.9e+37	24.5918699	1711453496.0032942	6	12.0	26-03-24 12:44:56.003350
