# 
VDC	Amplitude	Frequency	Offset	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
-9.45305342	0.0	1000000.0	-9.6	-9.436435	-5954952.0	-5960496.0	-5958529.0	-9.467227	-5959423.0	-5958596.0	-5956320.0	3.0	08-12-23 17:16:32.288380
-9.25126157	0.0	1000000.0	-9.4	-9.234999	-5827951.0	-5833340.0	-5831428.0	-9.265315	-5832386.0	-5831640.0	-5829408.0	3.0	08-12-23 17:16:35.457245
-9.05646221	0.0	1000000.0	-9.2	-9.04184	-5705571.0	-5710946.0	-5709165.0	-9.071904	-5710208.0	-5709468.0	-5707221.0	3.0	08-12-23 17:16:38.629793
-8.8616479	0.0	1000000.0	-9.0	-8.846409	-5582454.0	-5587618.0	-5585771.0	-8.876377	-5586747.0	-5586100.0	-5584012.0	3.0	08-12-23 17:16:41.804917
-8.66112674	0.0	1000000.0	-8.8	-8.644883	-5455540.0	-5460702.0	-5459049.0	-8.674307	-5459998.0	-5459231.0	-5457001.0	3.0	08-12-23 17:16:44.994470
-8.46437277	0.0	1000000.0	-8.6	-8.44934	-5332251.0	-5337167.0	-5335565.0	-8.478675	-5336452.0	-5335699.0	-5333472.0	3.0	08-12-23 17:16:49.078037
-8.26293223	0.0	1000000.0	-8.4	-8.247507	-5205023.0	-5209877.0	-5208197.0	-8.275719	-5209045.0	-5208351.0	-5206164.0	3.0	08-12-23 17:16:52.586829
-8.06658189	0.0	1000000.0	-8.2	-8.05344	-5081243.0	-5086079.0	-5084638.0	-8.079776	-5085436.0	-5084826.0	-5082839.0	3.0	08-12-23 17:16:55.733425
-7.87111356	0.0	1000000.0	-8.0	-7.857545	-4957845.0	-4962522.0	-4960984.0	-7.883996	-4961929.0	-4961301.0	-4959366.0	3.0	08-12-23 17:16:58.908857
-7.66908999	0.0	1000000.0	-7.800000000000001	-7.653891	-4830238.0	-4834805.0	-4833305.0	-7.680396	-4833965.0	-4833347.0	-4831475.0	3.0	08-12-23 17:17:02.080581
-7.47411124	0.0	1000000.0	-7.6000000000000005	-7.461658	-4708158.0	-4712756.0	-4711425.0	-7.486576	-4712258.0	-4711796.0	-4709961.0	3.0	08-12-23 17:17:05.257176
-7.27302575	0.0	1000000.0	-7.3999999999999995	-7.258764	-4580503.0	-4584674.0	-4583376.0	-7.284788	-4584328.0	-4584020.0	-4582191.0	3.0	08-12-23 17:17:08.432363
-7.07692954	0.0	1000000.0	-7.199999999999999	-7.065687	-4458669.0	-4462896.0	-4461682.0	-7.08961	-4462543.0	-4462062.0	-4460175.0	3.0	08-12-23 17:17:12.042317
-6.88176393	0.0	1000000.0	-7.0	-6.869287	-4334300.0	-4338416.0	-4337431.0	-6.892226	-4338382.0	-4337833.0	-4336038.0	3.0	08-12-23 17:17:15.188701
-6.68142963	0.0	1000000.0	-6.8	-6.669149	-4208067.0	-4212094.0	-4210936.0	-6.691648	-4211710.0	-4211158.0	-4209435.0	3.0	08-12-23 17:17:18.381573
-6.48567352	0.0	1000000.0	-6.6	-6.472777	-4083871.0	-4087810.0	-4086888.0	-6.496899	-4088050.0	-4087748.0	-4086206.0	3.0	08-12-23 17:17:21.536854
-6.28346683	0.0	1000000.0	-6.4	-6.272401	-3957427.0	-3961035.0	-3959944.0	-6.291761	-3960668.0	-3960302.0	-3958655.0	3.0	08-12-23 17:17:24.712735
-6.08851424	0.0	1000000.0	-6.2	-6.076897	-3833812.0	-3837584.0	-3836693.0	-6.09621	-3837654.0	-3837354.0	-3835768.0	3.0	08-12-23 17:17:27.885714
-5.8933561	0.0	1000000.0	-6.0	-5.882772	-3711113.0	-3714813.0	-3714028.0	-5.902773	-3715119.0	-3714732.0	-3713282.0	3.0	08-12-23 17:17:31.061925
-5.69150446	0.0	1000000.0	-5.799999999999999	-5.682433	-3584463.0	-3587978.0	-3587325.0	-5.700924	-3588223.0	-3587952.0	-3586390.0	3.0	08-12-23 17:17:34.236144
-5.49681348	0.0	1000000.0	-5.6	-5.485173	-3461226.0	-3464535.0	-3463805.0	-5.50641	-3464994.0	-3464782.0	-3463238.0	3.0	08-12-23 17:17:37.411725
-5.29357903	0.0	1000000.0	-5.3999999999999995	-5.284433	-3333484.0	-3336745.0	-3336178.0	-5.303027	-3337232.0	-3337022.0	-3335516.0	3.0	08-12-23 17:17:40.585838
-5.09745667	0.0	1000000.0	-5.2	-5.087883	-3208835.0	-3212075.0	-3211642.0	-5.104637	-3212818.0	-3212602.0	-3211082.0	3.0	08-12-23 17:17:43.868048
-4.90253398	0.0	1000000.0	-5.0	-4.892544	-3087035.0	-3089910.0	-3089424.0	-4.912781	-3090584.0	-3090544.0	-3089197.0	3.0	08-12-23 17:17:47.581020
-4.69964337	0.0	1000000.0	-4.800000000000001	-4.690784	-2959130.0	-2962122.0	-2961770.0	-4.707225	-2962541.0	-2962384.0	-2960818.0	3.0	08-12-23 17:17:50.741849
-4.50514299	0.0	1000000.0	-4.6	-4.496005	-2836016.0	-2838840.0	-2838474.0	-4.512163	-2839154.0	-2838894.0	-2837567.0	3.0	08-12-23 17:17:53.905410
-4.30204309	0.0	1000000.0	-4.4	-4.293931	-2708302.0	-2710837.0	-2710668.0	-4.312114	-2711895.0	-2711979.0	-2710674.0	3.0	08-12-23 17:17:57.069281
-4.11023357	0.0	1000000.0	-4.199999999999999	-4.100258	-2585964.0	-2588604.0	-2588376.0	-4.113888	-2589302.0	-2589217.0	-2587797.0	3.0	08-12-23 17:18:00.551096
-3.91133066	0.0	1000000.0	-4.0	-3.902779	-2461953.0	-2464407.0	-2464181.0	-3.919872	-2465452.0	-2465340.0	-2464053.0	3.0	08-12-23 17:18:03.725536
-3.71212502	0.0	1000000.0	-3.8000000000000007	-3.701697	-2334463.0	-2336900.0	-2336959.0	-3.715097	-2338012.0	-2338140.0	-2337037.0	3.0	08-12-23 17:18:07.823871
-3.51629043	0.0	1000000.0	-3.6000000000000014	-3.509277	-2213882.0	-2216069.0	-2216027.0	-3.523421	-2216889.0	-2216736.0	-2215478.0	3.0	08-12-23 17:18:10.942766
-3.31233842	0.0	1000000.0	-3.4000000000000004	-3.307569	-2085781.0	-2087967.0	-2088023.0	-3.318498	-2088560.0	-2088443.0	-2086988.0	3.0	08-12-23 17:18:14.070191
-3.11759886	0.0	1000000.0	-3.200000000000001	-3.109959	-1961189.0	-1963198.0	-1963403.0	-3.123703	-1964426.0	-1964388.0	-1963307.0	3.0	08-12-23 17:18:17.243273
-2.92646953	0.0	1000000.0	-3.0	-2.914821	-1837722.0	-1839784.0	-1840432.0	-2.927524	-1841609.0	-1841821.0	-1840768.0	3.0	08-12-23 17:18:20.419346
-2.72219238	0.0	1000000.0	-2.799999999999999	-2.714144	-1709999.0	-1712009.0	-1712483.0	-2.724389	-1713302.0	-1713555.0	-1712834.0	3.0	08-12-23 17:18:23.593918
-2.52672404	0.0	1000000.0	-2.5999999999999996	-2.518826	-1588515.0	-1590153.0	-1590464.0	-2.530453	-1591573.0	-1591734.0	-1590734.0	3.0	08-12-23 17:18:26.767780
-2.33179388	0.0	1000000.0	-2.3999999999999986	-2.325292	-1466049.0	-1467603.0	-1467993.0	-2.335328	-1468894.0	-1469027.0	-1468099.0	3.0	08-12-23 17:18:30.026195
-2.13287227	0.0	1000000.0	-2.1999999999999993	-2.126883	-1340736.0	-1342172.0	-1342615.0	-2.136125	-1343520.0	-1343684.0	-1342797.0	3.0	08-12-23 17:18:33.216567
-1.93520267	0.0	1000000.0	-2.0	-1.929182	-1215949.0	-1217298.0	-1217791.0	-1.938038	-1218701.0	-1218888.0	-1218046.0	3.0	08-12-23 17:18:36.393479
-1.73592976	0.0	1000000.0	-1.8000000000000007	-1.730209	-1090462.0	-1091684.0	-1092254.0	-1.738653	-1093135.0	-1093364.0	-1092558.0	3.0	08-12-23 17:18:39.565098
-1.53827884	0.0	1000000.0	-1.5999999999999996	-1.533146	-965980.3	-967098.0	-967744.1	-1.540595	-968559.3	-968807.6	-968014.0	3.0	08-12-23 17:18:42.745307
-1.34034389	0.0	1000000.0	-1.4000000000000004	-1.33583	-841231.6	-842245.0	-842955.8	-1.342553	-843813.4	-844110.8	-843328.8	3.0	08-12-23 17:18:45.914482
-1.1409925	0.0	1000000.0	-1.1999999999999993	-1.136572	-715608.1	-716481.1	-717226.7	-1.142542	-718005.6	-718270.6	-717550.9	3.0	08-12-23 17:18:49.088159
-0.941484139	0.0	1000000.0	-1.0	-0.9377075	-590115.8	-590903.6	-591742.1	-0.943509	-592553.3	-592863.1	-592166.5	3.0	08-12-23 17:18:52.291141
-0.744270484	0.0	1000000.0	-0.8000000000000007	-0.7399461	-465363.7	-466024.4	-466945.3	-0.7453412	-467757.7	-468129.0	-467498.0	3.0	08-12-23 17:18:55.541773
-0.546088868	0.0	1000000.0	-0.6000000000000014	-0.5418925	-340280.6	-340832.1	-341810.7	-0.5466734	-342576.2	-342995.8	-342395.6	3.0	08-12-23 17:18:59.335970
-0.346337585	0.0	1000000.0	-0.40000000000000036	-0.342958	-214713.5	-215081.5	-216064.5	-0.3463929	-216816.3	-217192.2	-216623.6	3.0	08-12-23 17:19:03.090736
-0.152416493	0.0	1000000.0	-0.20000000000000107	-0.1488441	-92166.6	-92502.9	-93622.15	-0.1526471	-94613.3	-95043.95	-94524.1	3.0	08-12-23 17:19:06.711730
0.0504404873	0.0	1000000.0	0.0	0.05350143	35633.1	35388.4	34234.9	0.05077769	33352.9	32893.1	33392.95	3.0	08-12-23 17:19:11.983051
0.263163943	0.0	1000000.0	0.1999999999999993	0.2657752	169720.0	169595.5	168363.1	0.2635372	167340.4	166845.3	167288.8	3.0	08-12-23 17:19:17.658509
0.447599764	0.0	1000000.0	0.40000000000000213	0.4493371	285926.3	285913.0	284594.8	0.4487784	283725.9	283200.2	283512.3	3.0	08-12-23 17:19:22.191555
0.64762387	0.0	1000000.0	0.6000000000000014	0.6503731	412068.4	412149.3	410798.2	0.6490954	409915.0	409409.9	409820.2	3.0	08-12-23 17:19:28.630793
0.846399717	0.0	1000000.0	0.8000000000000007	0.8491346	537874.6	538141.4	536727.7	0.8493345	536023.1	535487.6	535815.2	3.0	08-12-23 17:19:34.155364
1.04551566	0.0	1000000.0	1.0	1.050034	664164.5	664548.1	663180.9	1.04869	662218.4	661554.3	661862.7	3.0	08-12-23 17:19:42.946403
1.24656378	0.0	1000000.0	1.200000000000001	1.247796	789315.2	789882.9	788379.9	1.248678	787551.9	786862.2	787153.3	3.0	08-12-23 17:19:48.514324
1.44617305	0.0	1000000.0	1.4000000000000004	1.448114	915948.4	916481.3	914838.0	1.449046	913993.9	913303.9	913505.8	3.0	08-12-23 17:19:51.655062
1.64662321	0.0	1000000.0	1.5999999999999996	1.648244	1041685.0	1042361.0	1040770.0	1.64956	1039960.0	1039327.0	1039569.0	3.0	08-12-23 17:19:55.100152
1.8452832	0.0	1000000.0	1.799999999999999	1.846289	1167306.0	1168005.0	1166193.0	1.849051	1165326.0	1164509.0	1164661.0	3.0	08-12-23 17:19:58.317819
2.04568477	0.0	1000000.0	2.0	2.047303	1293739.0	1294624.0	1292843.0	2.049638	1291862.0	1291109.0	1291295.0	3.0	08-12-23 17:20:02.102394
2.24530525	0.0	1000000.0	2.1999999999999993	2.245325	1419271.0	1420198.0	1418257.0	2.248149	1417093.0	1416216.0	1416237.0	3.0	08-12-23 17:20:05.275466
2.44403625	0.0	1000000.0	2.3999999999999986	2.44415	1544241.0	1545324.0	1543445.0	2.448394	1542589.0	1541919.0	1542075.0	3.0	08-12-23 17:20:08.810700
2.6357187	0.0	1000000.0	2.599999999999998	2.635096	1665257.0	1666519.0	1664799.0	2.644537	1664334.0	1663666.0	1663799.0	3.0	08-12-23 17:20:12.444988
2.82828315	0.0	1000000.0	2.8000000000000007	2.832676	1789452.0	1791184.0	1789328.0	2.837073	1788376.0	1787157.0	1786915.0	3.0	08-12-23 17:20:15.721558
3.03455976	0.0	1000000.0	3.0	3.036868	1917006.0	1918291.0	1915955.0	3.037242	1915102.0	1914472.0	1915007.0	3.0	08-12-23 17:20:18.894036
3.23142584	0.0	1000000.0	3.1999999999999993	3.234382	2042214.0	2043469.0	2040978.0	3.233752	2039738.0	2038445.0	2038163.0	3.0	08-12-23 17:20:22.375435
3.42660641	0.0	1000000.0	3.400000000000002	3.423824	2162567.0	2164280.0	2162350.0	3.429746	2161791.0	2160793.0	2160544.0	3.0	08-12-23 17:20:25.549234
3.63024075	0.0	1000000.0	3.6000000000000014	3.628603	2292854.0	2294751.0	2292773.0	3.639417	2292061.0	2291623.0	2291631.0	3.0	08-12-23 17:20:28.723085
3.8234069	0.0	1000000.0	3.8000000000000007	3.817424	2411573.0	2413330.0	2410952.0	3.826158	2410020.0	2409022.0	2408688.0	3.0	08-12-23 17:20:31.897311
4.03018805	0.0	1000000.0	4.0	4.029931	2545534.0	2547690.0	2545485.0	4.038688	2544485.0	2543512.0	2543434.0	3.0	08-12-23 17:20:35.379368
4.22216201	0.0	1000000.0	4.200000000000003	4.223575	2668246.0	2670323.0	2667890.0	4.229259	2666248.0	2664917.0	2664346.0	3.0	08-12-23 17:20:38.759097
4.42595705	0.0	1000000.0	4.399999999999999	4.41261	2790729.0	2792490.0	2790189.0	4.432963	2789932.0	2789296.0	2789437.0	3.0	08-12-23 17:20:41.933439
4.62202709	0.0	1000000.0	4.600000000000001	4.614155	2916222.0	2918747.0	2915975.0	4.62871	2915395.0	2914402.0	2914270.0	3.0	08-12-23 17:20:45.315881
4.81790279	0.0	1000000.0	4.799999999999997	4.817348	3042610.0	3044885.0	3042066.0	4.8284	3040908.0	3039524.0	3038625.0	3.0	08-12-23 17:20:48.487797
5.02052806	0.0	1000000.0	5.0	5.017268	3169072.0	3172000.0	3169052.0	5.031312	3168380.0	3167600.0	3167595.0	3.0	08-12-23 17:20:51.660163
5.21059226	0.0	1000000.0	5.199999999999999	5.205247	3288312.0	3291153.0	3288322.0	5.219293	3287554.0	3286558.0	3286270.0	3.0	08-12-23 17:20:55.249265
5.4150488	0.0	1000000.0	5.399999999999999	5.417007	3418448.0	3421726.0	3419322.0	5.428575	3419556.0	3418593.0	3418173.0	3.0	08-12-23 17:20:58.736654
5.61476271	0.0	1000000.0	5.599999999999998	5.612997	3545070.0	3548105.0	3544857.0	5.625178	3543930.0	3542799.0	3542084.0	3.0	08-12-23 17:21:01.901811
5.81070568	0.0	1000000.0	5.800000000000001	5.802773	3666434.0	3669275.0	3666200.0	5.820406	3664679.0	3663542.0	3662855.0	3.0	08-12-23 17:21:05.504326
6.01405225	0.0	1000000.0	6.0	6.012314	3796389.0	3799555.0	3796383.0	6.026902	3795379.0	3794037.0	3793051.0	3.0	08-12-23 17:21:08.664443
6.20840313	0.0	1000000.0	6.199999999999999	6.206772	3918152.0	3921431.0	3918485.0	6.220135	3918171.0	3916896.0	3916314.0	3.0	08-12-23 17:21:11.938446
6.40776574	0.0	1000000.0	6.400000000000002	6.400423	4041598.0	4044318.0	4040624.0	6.407083	4039165.0	4037214.0	4036150.0	3.0	08-12-23 17:21:15.110761
6.60334993	0.0	1000000.0	6.600000000000001	6.599522	4167605.0	4171530.0	4168741.0	6.620447	4168805.0	4167522.0	4166094.0	3.0	08-12-23 17:21:18.285545
6.79933401	0.0	1000000.0	6.800000000000001	6.7902	4290722.0	4294304.0	4290510.0	6.807282	4289154.0	4287270.0	4286289.0	3.0	08-12-23 17:21:21.460299
7.00246008	0.0	1000000.0	7.0	6.997556	4418455.0	4422216.0	4418723.0	7.0128	4417028.0	4415632.0	4414938.0	3.0	08-12-23 17:21:24.634308
7.19026321	0.0	1000000.0	7.200000000000003	7.192521	4538590.0	4542206.0	4538532.0	7.206365	4537765.0	4536356.0	4535644.0	3.0	08-12-23 17:21:27.809572
7.38680041	0.0	1000000.0	7.399999999999999	7.380826	4660940.0	4665243.0	4662217.0	7.401958	4661401.0	4659925.0	4658724.0	3.0	08-12-23 17:21:30.984138
7.59471022	0.0	1000000.0	7.600000000000001	7.592801	4795490.0	4799574.0	4795915.0	7.606339	4794794.0	4793353.0	4792346.0	3.0	08-12-23 17:21:34.155225
7.78727467	0.0	1000000.0	7.799999999999997	7.779326	4913360.0	4917769.0	4914337.0	7.799883	4913071.0	4911744.0	4910940.0	3.0	08-12-23 17:21:37.332912
7.9960179	0.0	1000000.0	8.0	7.9944	5046709.0	5051062.0	5047404.0	8.011231	5046606.0	5045362.0	5044715.0	3.0	08-12-23 17:21:40.506030
8.1949395	0.0	1000000.0	8.2	8.18898	5168478.0	5173020.0	5169314.0	8.207586	5168727.0	5167354.0	5166700.0	3.0	08-12-23 17:21:43.681463
8.3873283	0.0	1000000.0	8.399999999999999	8.376774	5289940.0	5294030.0	5290205.0	8.400068	5289510.0	5287794.0	5286741.0	3.0	08-12-23 17:21:46.956492
8.59064871	0.0	1000000.0	8.599999999999998	8.581923	5418193.0	5423119.0	5419722.0	8.602527	5418396.0	5416557.0	5415677.0	3.0	08-12-23 17:21:50.131372
8.78333275	0.0	1000000.0	8.8	8.776843	5541330.0	5546113.0	5542295.0	8.794557	5541727.0	5540154.0	5539227.0	3.0	08-12-23 17:21:53.305895
8.98913846	0.0	1000000.0	9.0	8.975907	5670256.0	5675082.0	5671060.0	9.001556	5669380.0	5667894.0	5667240.0	3.0	08-12-23 17:21:56.479553
9.18530194	0.0	1000000.0	9.2	9.18253	5796622.0	5801836.0	5798122.0	9.208182	5797386.0	5795160.0	5793532.0	3.0	08-12-23 17:21:59.654765
9.38093098	0.0	1000000.0	9.400000000000002	9.373382	5917912.0	5923419.0	5919725.0	9.395744	5919072.0	5917964.0	5916918.0	3.0	08-12-23 17:22:03.097101
9.58117185	0.0	1000000.0	9.600000000000001	9.571578	6044990.0	6050135.0	6046212.0	9.596039	6044715.0	6042458.0	6040894.0	3.0	08-12-23 17:22:06.319457
9.77140422	0.0	1000000.0	9.8	9.765087	6164908.0	6170546.0	6166654.0	9.788231	6166060.0	6164176.0	6162578.0	3.0	08-12-23 17:22:09.483865
9.97235144	0.0	1000000.0	10.0	9.969885	6294063.0	6299609.0	6295843.0	9.997749	6295238.0	6294136.0	6292984.0	3.0	08-12-23 17:22:13.147962
10.1758961	0.0	1000000.0	10.200000000000003	10.16017	6418406.0	6423418.0	6418686.0	10.18855	6417046.0	6414439.0	6412977.0	3.0	08-12-23 17:22:16.345745
10.3706543	0.0	1000000.0	10.399999999999999	10.36336	6541380.0	6547380.0	6543233.0	10.39	6543311.0	6541452.0	6540302.0	3.0	08-12-23 17:22:19.519891
10.5730479	0.0	1000000.0	10.600000000000001	10.56635	6670332.0	6676028.0	6671566.0	10.58974	6670387.0	6668354.0	6666638.0	3.0	08-12-23 17:22:22.694940
10.7666364	0.0	1000000.0	10.799999999999997	10.75498	6791082.0	6797241.0	6793294.0	10.7839	6791988.0	6789962.0	6788488.0	3.0	08-12-23 17:22:25.869569
10.9707042	0.0	1000000.0	11.0	10.89703	7485862.0	6886624.0	6896185.0	11.88026	6884094.0	7479152.0	7477538.0	3.0	08-12-23 17:22:29.043825
11.1743834	0.0	1000000.0	11.2	10.89532	7486625.0	6885911.0	6892659.0	11.88181	6882923.0	7480175.0	7478574.0	3.0	08-12-23 17:22:32.217865
11.3689025	0.0	1000000.0	11.399999999999999	10.89539	7486885.0	6885860.0	6892630.0	11.8825	6883138.0	7480523.0	7478908.0	3.0	08-12-23 17:22:35.391580
11.5721892	0.0	1000000.0	11.599999999999998	10.89398	7486874.0	6884898.0	6891964.0	11.88232	6882193.0	7480484.0	7478822.0	3.0	08-12-23 17:22:38.678518
11.7611547	0.0	1000000.0	11.8	10.88913	7487009.0	6881866.0	6888925.0	11.88248	6879018.0	7480483.0	7478936.0	3.0	08-12-23 17:22:41.843630
11.959583	0.0	1000000.0	12.0	10.88265	7487112.0	6877994.0	6884859.0	11.88245	6875018.0	7480565.0	7478982.0	3.0	08-12-23 17:22:45.017919
