# 
ch2a	ch2a avglen	Delay	a	
7100.56	200.0	0.0	0	13-12-23 15:03:26.836346
7125.885	200.0	0.0	0	13-12-23 15:03:26.858736
7141.405	200.0	0.0	0	13-12-23 15:03:26.882653
7159.74	200.0	0.0	0	13-12-23 15:03:26.908224
7183.975	200.0	0.0	0	13-12-23 15:03:26.931136
7199.655	200.0	0.0	0	13-12-23 15:03:26.953551
7149.03	200.0	0.0	0	13-12-23 15:03:26.977625
7190.8	200.0	0.0	0	13-12-23 15:03:27.003138
7193.585	200.0	0.0	0	13-12-23 15:03:27.026034
7345.36	200.0	0.0	0	13-12-23 15:03:27.048675
7359.365	200.0	0.0	0	13-12-23 15:03:27.074164
7817.575	200.0	0.0	0	13-12-23 15:03:27.100297
8433.95	200.0	0.0	0	13-12-23 15:03:27.122378
8453.265	200.0	0.0	0	13-12-23 15:03:27.147399
9177.785	200.0	0.0	0	13-12-23 15:03:27.169850
9566.155	200.0	0.0	0	13-12-23 15:03:27.192950
10351.8	200.0	0.0	0	13-12-23 15:03:27.219254
11566.52	200.0	0.0	0	13-12-23 15:03:27.249499
11962.25	200.0	0.0	0	13-12-23 15:03:27.272929
12724.44	200.0	0.0	0	13-12-23 15:03:27.295370
13409.0	200.0	0.0	0	13-12-23 15:03:27.317724
13739.4	200.0	0.0	0	13-12-23 15:03:27.340797
14896.16	200.0	0.0	0	13-12-23 15:03:27.363503
14888.87	200.0	0.0	0	13-12-23 15:03:27.385276
15742.07	200.0	0.0	0	13-12-23 15:03:27.407031
15878.43	200.0	0.0	0	13-12-23 15:03:27.428771
16232.82	200.0	0.0	0	13-12-23 15:03:27.453627
16304.18	200.0	0.0	0	13-12-23 15:03:27.475444
16338.69	200.0	0.0	0	13-12-23 15:03:27.497809
16130.25	200.0	0.0	0	13-12-23 15:03:27.520673
16033.97	200.0	0.0	0	13-12-23 15:03:27.543173
15190.67	200.0	0.0	0	13-12-23 15:03:27.566897
14708.8	200.0	0.0	0	13-12-23 15:03:27.588805
13926.85	200.0	0.0	0	13-12-23 15:03:27.617053
12649.47	200.0	0.0	0	13-12-23 15:03:27.640453
