# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
109.159491	96.2573991	20460.5	18460.5	20460.5	18460.5	2.0	20460.5	-2000.0	19-12-23 19:36:55.694714
107.601115	94.7173934	20460.5	18660.5	20460.5	18660.5	2.0	20460.5	-1800.0	19-12-23 19:36:58.971496
106.058807	93.9435936	20460.5	18860.5	20460.5	18860.5	2.0	20460.5	-1600.0	19-12-23 19:37:02.246924
104.533996	93.9435368	20460.5	19060.5	20460.5	19060.5	2.0	20460.5	-1400.0	19-12-23 19:37:05.525319
103.009161	93.9436259	20460.5	19260.5	20460.5	19260.5	2.0	20460.5	-1200.0	19-12-23 19:37:08.801933
101.484424	93.9436123	20460.5	19460.5	20460.5	19460.5	2.0	20460.5	-1000.0	19-12-23 19:37:12.078810
99.9576736	93.9434572	20460.5	19660.5	20460.5	19660.5	2.0	20460.5	-800.0	19-12-23 19:37:15.311067
98.4333394	93.9437101	20460.5	19860.5	20460.5	19860.5	2.0	20460.5	-600.0	19-12-23 19:37:18.426496
96.9080852	93.9434161	20460.5	20060.5	20460.5	20060.5	2.0	20460.5	-400.0	19-12-23 19:37:21.703027
95.3830127	93.9431356	20460.5	20260.5	20460.5	20260.5	2.0	20460.5	-200.0	19-12-23 19:37:24.820623
93.8548447	93.943306	20460.5	20460.5	20460.5	20460.5	2.0	20460.5	0.0	19-12-23 19:37:27.936048
92.3296702	93.9435649	20460.5	20660.5	20460.5	20660.5	2.0	20460.5	200.0	19-12-23 19:37:31.051907
90.8044511	93.9433858	20460.5	20860.5	20460.5	20860.5	2.0	20460.5	400.0	19-12-23 19:37:34.300260
89.2794731	93.9435659	20460.5	21060.5	20460.5	21060.5	2.0	20460.5	600.0	19-12-23 19:37:37.576723
87.7546061	93.9434338	20460.5	21260.5	20460.5	21260.5	2.0	20460.5	800.0	19-12-23 19:37:40.691122
86.2277664	93.943561	20460.5	21460.5	20460.5	21460.5	2.0	20460.5	1000.0	19-12-23 19:37:43.925326
84.7030255	93.9435432	20460.5	21660.5	20460.5	21660.5	2.0	20460.5	1200.0	19-12-23 19:37:47.202120
83.1784899	93.9433124	20460.5	21860.5	20460.5	21860.5	2.0	20460.5	1400.0	19-12-23 19:37:50.478850
81.6535666	93.9435979	20460.5	22060.5	20460.5	22060.5	2.0	20460.5	1600.0	19-12-23 19:37:53.653270
81.2750247	93.971963	20460.5	22260.5	20460.5	22260.5	2.0	20460.5	1800.0	19-12-23 19:37:56.930150
81.3076631	94.0039994	20460.5	22460.5	20460.5	22460.5	2.0	20460.5	2000.0	19-12-23 19:38:00.109745
