# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.082	0.0	250	250	-7449712.0	-7462917.0	-7469704.0	-7467367.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.467541	1713953074.921355	6	19.0	24-04-24 12:04:34.921410
0.6	0.002	250	250	-7154106.0	-7166590.0	-7173058.0	-7170565.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.4349604	1713953081.703082	6	19.0	24-04-24 12:04:41.703147
1.2	0.005	250	250	-6779093.0	-6790881.0	-6797008.0	-6794677.0	-8125389.0	-8116432.0	-8115417.0	-8111480.0	-1.16092438	22.4178077	1713953088.4831874	6	19.0	24-04-24 12:04:48.483246
1.8	0.008	250	250	-6403182.0	-6414230.0	-6420031.0	-6417904.0	-7674999.0	-7666464.0	-7665551.0	-7661741.0	-1.09657061	22.40995	1713953095.2668517	6	19.0	24-04-24 12:04:55.266908
2.401	0.011	250	250	-6026009.0	-6036344.0	-6041844.0	-6039889.0	-7223029.0	-7214961.0	-7214091.0	-7210509.0	-1.03200259	22.3957679	1713953102.0474281	6	19.0	24-04-24 12:05:02.047486
3.001	0.015	250	250	-5649391.0	-5658964.0	-5664129.0	-5662374.0	-6771661.0	-6764047.0	-6763245.0	-6759832.0	-0.967512758	22.3491009	1713953108.8310964	6	19.0	24-04-24 12:05:08.831153
3.6	0.018	250	250	-5272901.0	-5281729.0	-5286572.0	-5284999.0	-6320331.0	-6313125.0	-6312432.0	-6309216.0	-0.903025992	22.367691	1713953115.6279228	6	19.0	24-04-24 12:05:15.627975
4.2	0.021	250	250	-4896072.0	-4904138.0	-4908653.0	-4907283.0	-5868581.0	-5861801.0	-5861151.0	-5858138.0	-0.838495678	22.3893476	1713953122.4125724	6	19.0	24-04-24 12:05:22.412629
4.8	0.024	250	250	-4519541.0	-4526848.0	-4531061.0	-4529893.0	-5417192.0	-5410854.0	-5410294.0	-5407448.0	-0.774012376	22.3798609	1713953129.1946743	6	19.0	24-04-24 12:05:29.194732
5.4	0.027	250	250	-4142448.0	-4149031.0	-4152899.0	-4151919.0	-4965236.0	-4959328.0	-4958862.0	-4956164.0	-0.709441187	22.3043505	1713953135.9740078	6	19.0	24-04-24 12:05:35.974058
6.0	0.03	250	250	-3765874.0	-3771731.0	-3775251.0	-3774454.0	-4513897.0	-4508422.0	-4508012.0	-4505574.0	-0.644956413	22.2798192	1713953142.7555196	6	19.0	24-04-24 12:05:42.755575
6.6	0.033	250	250	-3388790.0	-3393909.0	-3397109.0	-3396517.0	-4062065.0	-4057033.0	-4056698.0	-4054407.0	-0.580402373	22.2504008	1713953149.5410812	6	19.0	24-04-24 12:05:49.541143
7.2	0.036	250	250	-3012273.0	-3016649.0	-3019516.0	-3019118.0	-3610923.0	-3606323.0	-3606066.0	-3603977.0	-0.515956769	22.1528507	1713953156.3492022	6	19.0	24-04-24 12:05:56.349251
7.8	0.039	250	250	-2634890.0	-2638525.0	-2641072.0	-2640860.0	-3158635.0	-3154459.0	-3154282.0	-3152404.0	-0.451339547	22.14116	1713953163.1548302	6	19.0	24-04-24 12:06:03.154880
8.4	0.042	250	250	-2258374.0	-2261270.0	-2263491.0	-2263469.0	-2707461.0	-2703719.0	-2703622.0	-2701932.0	-0.38688788	22.1205575	1713953169.9609554	6	19.0	24-04-24 12:06:09.961013
