# 
Scope_Frequency	base_freq	A2r	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	b	
6000000.0	6000000.0	0.0	6000000.0	4.875551952932671	26.770775727767155	13.790143391784026	0.1556261509198541	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-16.666760807178882	0.1467783359219842	0.5	6000000.0	0	04-06-24 14:07:57.186752
6000000.0	6000000.0	100.0	6000000.0	4.807988591921952	26.649568527252182	13.59904534886229	0.17330850547329302	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-16.82714071999171	0.14409302673719368	0.5	6000000.0	0	04-06-24 14:08:06.719031
6000000.0	6000000.0	200.0	6000000.0	4.8003176124255535	26.63569942398655	13.577348542381307	0.16473867989170712	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-16.774580016911333	0.14496761672881522	0.5	6000000.0	0	04-06-24 14:08:16.259449
6000000.0	6000000.0	300.0	6000000.0	4.78202977804761	26.602545480070535	13.525622735573865	0.15225532885166357	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-16.783577931420652	0.1448175191709157	0.5	6000000.0	0	04-06-24 14:08:25.726564
6000000.0	6000000.0	400.0	6000000.0	4.745482806556871	26.53590804135454	13.422252290082135	0.16345480791883518	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-16.68497791487534	0.1464708170801325	0.5	6000000.0	0	04-06-24 14:08:35.267744
6000000.0	6000000.0	500.0	6000000.0	4.774133435328632	26.588191020968075	13.503288505641216	0.14791285646359223	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-17.160458962177298	0.13866825546667202	0.5	6000000.0	0	04-06-24 14:08:45.224012
6000000.0	6000000.0	600.0	6000000.0	4.777623701539436	26.594538767886135	13.513160469264436	0.15047194833857302	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-17.064484664094245	0.14020895963032803	0.5	6000000.0	0	04-06-24 14:08:54.834064
6000000.0	6000000.0	700.0	6000000.0	4.758518744937811	26.55973564544319	13.459123491795303	0.1583198237393177	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	0.08316718896369839	1.009620963220776	0.5	6000000.0	0	04-06-24 14:09:04.377853
6000000.0	6000000.0	800.0	6000000.0	4.783094101674499	26.604478460284227	13.528633097389665	0.15084142443239756	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-17.244561035258698	0.13733206431740858	0.5	6000000.0	0	04-06-24 14:09:13.928859
6000000.0	6000000.0	900.0	6000000.0	4.731972858248883	26.51114485518901	13.384040385833902	0.1491278892052035	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	0.07624593960491961	1.0088167790339946	0.5	6000000.0	0	04-06-24 14:09:23.396115
6000000.0	6000000.0	1000.0	6000000.0	4.733505663298543	26.513957977755204	13.388375813213306	0.14366438580016838	27.80000000000001	0.6025595860743593	0.6025595860743593	27.80000000000001	5.488896000446535	-17.559553362319285	0.13244096359954416	0.5	6000000.0	0	04-06-24 14:09:32.940031
