# 
Scope_Frequency	|Z|	arg(Z)	R	C	Q	L	gain	gain_log	phase	Scope_Amplitude_RMS	Scope_Amplitude_pkpk	THD	Gen_Frequency	Delay	a	
224.0	8289.968800799601	-178.45073148256722	-8286.938368644358	-3.170064347419877e-06	0.027046428638376533	0.15924879279586887	0.09039000441300028	-20.877591848079064	-178.31071001934907	0.018645220142030135	0.05273664639658205	0.0	224.0	0.5	224.0	10-06-24 11:42:14.084627
251.88643930397296	8259.724266294106	-178.42135635446456	-8256.589313351564	-2.7767915010560742e-06	0.02755950354095627	0.1437763378530332	0.09003043160226927	-20.912213357204195	-178.27924822162373	0.0023818484876026607	0.006736884869371056	0.0	251.88643930397296	0.5	251.88643930397296	10-06-24 11:42:31.569044
283.24454600550916	8144.52963731185	-178.66582514956082	-8142.32164974645	-2.963068546908458e-06	0.02328995356142345	0.10655539728123858	0.08866446907948243	-21.045007642632463	-178.54754185081524	0.006654259660624859	0.01882108851921573	0.0	283.24454600550916	0.5	283.24454600550916	10-06-24 11:42:48.805593
318.5065185071342	8209.833520217862	-176.8287291808848	-8197.261216116847	-1.1002174407885403e-06	0.055405707744326634	0.22694733547856613	0.0894279752441755	-20.970532041609925	-176.54527247689367	0.004078973528130384	0.011537079368085646	0.0	318.5065185071342	0.5	318.5065185071342	10-06-24 11:43:18.667012
358.15836090119194	8263.609102974142	-177.49352186311893	-8255.703170787889	-1.2296245172647545e-06	0.043774223819145315	0.1605896537414205	0.0900714843231318	-20.908253605781255	-177.2678310746786	0.012556436003773186	0.035514964183211734	0.0	358.15836090119194	0.5	358.15836090119194	10-06-24 11:43:34.553154
402.7465814033417	8353.481579408159	-175.82867360708175	-8331.35324267751	-6.503586597036331e-07	0.07293228038871356	0.24011738800885	0.09112491967600071	-20.807256829838234	-175.44889474109294	0.0010771724448499834	0.003046703761042863	0.0	402.7465814033417	0.5	402.7465814033417	10-06-24 11:43:50.817693
452.88572469435456	8305.515905409267	-177.04426364958306	-8294.466817649241	-8.205677994707379e-07	0.051633142210884116	0.15050416880625525	0.09056624011302257	-20.860673235199243	-176.77669146494017	0.0023678013124705365	0.006697153458201295	0.0	452.88572469435456	0.5	452.88572469435456	10-06-24 11:44:06.446846
509.26684198598366	8274.232316054786	-176.47717238437497	-8258.597297075601	-6.146840298159195e-07	0.061562537394806126	0.15889035395830647	0.09018943480391162	-20.896886693751895	-176.15964907551586	0.014287947474003347	0.040412418192419884	0.0	509.26684198598366	0.5	509.26684198598366	10-06-24 11:44:20.512451
572.66701555102	8322.53307695749	-173.23941309592405	-8264.664189751045	-2.836670497680796e-07	0.11854516852629512	0.2722870787961231	0.09071813382994043	-20.846117845323022	-172.62751579686693	0.0007966493692207223	0.002253264684815834	0.0	572.66701555102	0.5	572.66701555102	10-06-24 11:44:34.221254
643.960068990979	8282.231906441611	-175.4645234899926	-8256.296612228633	-3.773698251697152e-07	0.07932475435964437	0.16186584402688176	0.0902734528305721	-20.888798921584733	-175.05551435217222	0.00400676628265943	0.011332846436392393	0.0	643.960068990979	0.5	643.960068990979	10-06-24 11:44:52.196353
