# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
0.0	-15.0	0.0	-15.0	-6.19721772	0.001624071066679996	0.1	0.0	-15.0	18-06-24 15:34:31.690325
0.0	-12.0	0.0	-12.0	-3.15381422	0.0016262106827951615	0.1	0.0	-12.0	18-06-24 15:34:34.740700
0.0	-9.0	0.0	-9.0	-0.127063263	0.0016253080175947217	0.1	0.0	-9.0	18-06-24 15:34:37.310466
0.0	-6.0	0.0	-6.0	-0.0429889373	0.001090055423372988	0.1	0.0	-6.0	18-06-24 15:34:39.590052
0.0	-3.0	0.0	-3.0	-0.0430331361	0.0005437812756173148	0.1	0.0	-3.0	18-06-24 15:34:41.944748
0.0	0.0	0.0	0.0	-0.0430505618	-1.502566590022993e-06	0.1	0.0	0.0	18-06-24 15:34:44.289137
0.0	3.0	0.0	3.0	-0.0431011077	-0.0005482214495651305	0.1	0.0	3.0	18-06-24 15:34:46.546654
0.0	6.0	0.0	6.0	0.0433642233	-0.0010929553873837848	0.1	0.0	6.0	18-06-24 15:34:48.934156
0.0	9.0	0.0	9.0	2.58353317	-0.0011658129541137659	0.1	0.0	9.0	18-06-24 15:34:51.240597
0.0	12.0	0.0	12.0	5.59792994	-0.0011694467199840047	0.1	0.0	12.0	18-06-24 15:34:53.481590
0.0	15.0	0.0	15.0	8.60244639	-0.0011730645006498052	0.1	0.0	15.0	18-06-24 15:34:55.759523
