# 
A1	f1	A2	f2	Delay	a	
0.0	8.0	10.0	1.0	0.5	0	10-04-24 18:54:02.029800
0.0	8.0	10.0	2.0	0.5	0	10-04-24 18:54:02.566592
0.0	8.0	10.0	3.0	0.5	0	10-04-24 18:54:03.102951
0.0	8.0	10.0	4.0	0.5	0	10-04-24 18:54:03.637914
0.0	8.0	10.0	5.0	0.5	0	10-04-24 18:54:04.173961
0.0	8.0	10.0	6.0	0.5	0	10-04-24 18:54:04.709708
0.0	8.0	10.0	7.0	0.5	0	10-04-24 18:54:05.244297
0.0	8.0	10.0	8.0	0.5	0	10-04-24 18:54:05.781807
0.0	8.0	10.0	9.0	0.5	0	10-04-24 18:54:06.318437
0.0	8.0	10.0	10.0	0.5	0	10-04-24 18:54:06.854226
0.0	8.0	10.0	11.0	0.5	0	10-04-24 18:54:07.388747
0.0	8.0	10.0	12.0	0.5	0	10-04-24 18:54:07.925099
0.0	8.0	10.0	13.0	0.5	0	10-04-24 18:54:08.461993
0.0	8.0	10.0	14.0	0.5	0	10-04-24 18:54:08.997354
0.0	8.0	10.0	15.0	0.5	0	10-04-24 18:54:09.532085
0.0	8.0	10.0	16.0	0.5	0	10-04-24 18:54:10.067613
0.0	8.0	10.0	17.0	0.5	0	10-04-24 18:54:10.602771
0.0	8.0	10.0	18.0	0.5	0	10-04-24 18:54:11.136886
0.0	8.0	10.0	19.0	0.5	0	10-04-24 18:54:11.671906
0.0	8.0	10.0	20.0	0.5	0	10-04-24 18:54:12.204167
