# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.103	0.0	250	250	-7454178.0	-7467206.0	-7473732.0	-7471518.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9039995	9.9e+37	21.8055676	6	6.0	19-03-24 15:07:48.479533
0.601	0.002	250	250	-7155159.0	-7167683.0	-7174084.0	-7171799.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3790301	9.9e+37	21.9990881	6	6.0	19-03-24 15:07:58.000257
1.201	0.005	250	250	-6779672.0	-6791454.0	-6797525.0	-6795422.0	-8126148.0	-8117154.0	-8116167.0	-8112220.0	-10.7816679	-1.16089399	22.1456108	6	6.0	19-03-24 15:08:06.386544
1.801	0.008	250	250	-6403599.0	-6414630.0	-6420368.0	-6418451.0	-7674201.0	-7665618.0	-7664731.0	-7660966.0	-10.183535	-1.09636936	22.3004272	6	6.0	19-03-24 15:08:14.693121
2.401	0.011	250	250	-6026316.0	-6036603.0	-6042024.0	-6040284.0	-7222136.0	-7214046.0	-7213177.0	-7209581.0	-9.58365936	-1.03181386	22.4257548	6	6.0	19-03-24 15:08:22.678320
3.001	0.014	250	250	-5649605.0	-5659172.0	-5664244.0	-5662676.0	-6770902.0	-6763277.0	-6762484.0	-6759098.0	-8.98480557	-0.967358118	22.6043671	6	6.0	19-03-24 15:08:30.667709
3.601	0.017	250	250	-5273054.0	-5281862.0	-5286619.0	-5285249.0	-6319639.0	-6312399.0	-6311709.0	-6308508.0	-8.38604484	-0.90288508	22.7433538	6	6.0	19-03-24 15:08:38.654109
4.201	0.02	250	250	-4896179.0	-4904246.0	-4908699.0	-4907518.0	-5868295.0	-5861504.0	-5860884.0	-5857863.0	-7.78681075	-0.838408353	22.7986454	6	6.0	19-03-24 15:08:46.847056
4.801	0.024	250	250	-4519554.0	-4526880.0	-4530999.0	-4529985.0	-5417136.0	-5410771.0	-5410218.0	-5407414.0	-7.18794243	-0.773958712	22.79328	6	6.0	19-03-24 15:08:55.346377
5.401	0.027	250	250	-4142452.0	-4149037.0	-4152858.0	-4152035.0	-4965332.0	-4959371.0	-4958926.0	-4956295.0	-6.5883674	-0.70940872	22.8926411	6	6.0	19-03-24 15:09:03.834100
6.0	0.03	250	250	-3765828.0	-3771687.0	-3775163.0	-3774497.0	-4514190.0	-4508679.0	-4508308.0	-4505872.0	-5.98951122	-0.64495455	22.8944841	6	6.0	19-03-24 15:09:11.980771
