# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.103	0.0	250	250	-7444938.0	-7458352.0	-7465383.0	-7463227.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.8711242	1714080934.289309	6	126.0	25-04-24 23:35:34.289371
0.6	0.002	250	250	-7153971.0	-7166527.0	-7172964.0	-7170573.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.8199535	1714080941.059549	6	126.0	25-04-24 23:35:41.059611
1.2	0.005	250	250	-6778945.0	-6790777.0	-6796878.0	-6794650.0	-8124454.0	-8115453.0	-8114571.0	-8110501.0	-1.16080868	21.713204	1714080947.844555	6	126.0	25-04-24 23:35:47.844609
1.8	0.008	250	250	-6402984.0	-6414058.0	-6419851.0	-6417791.0	-7673907.0	-7665398.0	-7664558.0	-7660702.0	-1.09643264	21.6329982	1714080954.6256323	6	126.0	25-04-24 23:35:54.625681
2.4	0.011	250	250	-6025820.0	-6036138.0	-6041595.0	-6039784.0	-7221926.0	-7213850.0	-7213049.0	-7209398.0	-1.0318544	21.4930933	1714080961.407735	6	126.0	25-04-24 23:36:01.407789
3.0	0.015	250	250	-5649224.0	-5658808.0	-5663940.0	-5662328.0	-6770360.0	-6762720.0	-6762031.0	-6758531.0	-0.967336142	21.5176246	1714080968.1933155	6	126.0	25-04-24 23:36:08.193366
3.6	0.018	250	250	-5272709.0	-5281582.0	-5286346.0	-5284925.0	-6318712.0	-6311517.0	-6310880.0	-6307614.0	-0.90281434	21.3140916	1714080974.9757013	6	126.0	25-04-24 23:36:14.975756
4.2	0.021	250	250	-4895883.0	-4904016.0	-4908448.0	-4907206.0	-5867127.0	-5860351.0	-5859797.0	-5856719.0	-0.838294357	21.2470138	1714080981.7592535	6	126.0	25-04-24 23:36:21.759307
4.8	0.024	250	250	-4519352.0	-4526729.0	-4530873.0	-4529799.0	-5415611.0	-5409263.0	-5408804.0	-5405877.0	-0.773796968	21.2169247	1714080988.5388293	6	126.0	25-04-24 23:36:28.538884
5.4	0.027	250	250	-4142257.0	-4148894.0	-4152689.0	-4151810.0	-4963965.0	-4958057.0	-4957637.0	-4954926.0	-0.709274077	21.1502302	1714080995.3160322	6	126.0	25-04-24 23:36:35.316084
5.999	0.03	250	250	-3765674.0	-3771577.0	-3775049.0	-3774348.0	-4512634.0	-4507157.0	-4506829.0	-4504302.0	-0.64478234	21.2422226	1714081002.116414	6	126.0	25-04-24 23:36:42.116466
6.6	0.033	250	250	-3388635.0	-3393786.0	-3396936.0	-3396410.0	-4060773.0	-4055736.0	-4055460.0	-4053126.0	-0.580236846	21.1330775	1714081008.898208	6	126.0	25-04-24 23:36:48.898261
7.199	0.036	250	250	-3012122.0	-3016517.0	-3019349.0	-3019012.0	-3609846.0	-3605221.0	-3605026.0	-3602869.0	-0.515817269	21.1532008	1714081015.6832473	6	126.0	25-04-24 23:36:55.683303
7.8	0.039	250	250	-2634729.0	-2638388.0	-2640903.0	-2640735.0	-3157759.0	-3153565.0	-3153471.0	-3151491.0	-0.451230509	21.1991012	1714081022.4633746	6	126.0	25-04-24 23:37:02.463426
8.399	0.042	250	250	-2258213.0	-2261134.0	-2263313.0	-2263338.0	-2706727.0	-2702981.0	-2702922.0	-2701148.0	-0.386793342	21.1140083	1714081029.2466447	6	126.0	25-04-24 23:37:09.246699
8.999	0.045	250	250	-1881767.0	-1883947.0	-1885815.0	-1886010.0	-2255659.0	-2252348.0	-2252352.0	-2250761.0	-0.322354169	21.2607168	1714081036.0292327	6	126.0	25-04-24 23:37:16.029287
9.599	0.048	250	250	-1504890.0	-1506323.0	-1507861.0	-1508240.0	-1804089.0	-1801205.0	-1801304.0	-1799916.0	-0.25784327	21.1922976	1714081042.8093114	6	126.0	25-04-24 23:37:22.809364
10.199	0.051	250	250	-1127800.0	-1128480.0	-1129699.0	-1130269.0	-1352309.0	-1349864.0	-1350010.0	-1348834.0	-0.193303514	21.2611001	1714081049.6187313	6	126.0	25-04-24 23:37:29.618788
10.8	0.054	250	250	-750533.2	-750473.5	-751369.2	-752124.3	-900250.0	-898230.0	-898471.8	-897480.6	-0.128718859	21.3664122	1714081056.403251	6	126.0	25-04-24 23:37:36.403312
11.399	0.058	250	250	-373898.2	-373091.1	-373664.0	-374606.6	-448940.9	-447357.7	-447685.4	-446863.7	-0.0642424541	21.3871105	1714081063.1844149	6	126.0	25-04-24 23:37:43.184472
11.999	0.061	250	250	2933.172	4482.352	4228.632	3108.864	2617.076	3758.996	3357.492	3981.708	0.000269094448	21.4221825	1714081069.9665313	6	126.0	25-04-24 23:37:49.966590
12.599	0.064	250	250	379623.2	381908.4	381972.5	380680.3	454015.4	454734.4	454269.4	454691.5	0.0647619641	21.487727	1714081076.7551568	6	126.0	25-04-24 23:37:56.755215
13.199	0.067	250	250	756662.7	759693.7	760080.0	758610.3	905826.3	906107.8	905577.8	905773.5	0.129301689	21.3502177	1714081083.5412295	6	126.0	25-04-24 23:38:03.541288
13.799	0.07	250	250	1133201.0	1136962.0	1137675.0	1136021.0	1357040.0	1356887.0	1356277.0	1356310.0	0.193765514	21.4311901	1714081090.3237383	6	126.0	25-04-24 23:38:10.323791
14.399	0.073	250	250	1510037.0	1514540.0	1515583.0	1513742.0	1808543.0	1807972.0	1807289.0	1807105.0	0.258277539	21.4175829	1714081097.1061811	6	126.0	25-04-24 23:38:17.106234
14.998	0.076	250	250	1886615.0	1891860.0	1893212.0	1891205.0	2259833.0	2258823.0	2258055.0	2257691.0	0.322739937	21.4773779	1714081103.889323	6	126.0	25-04-24 23:38:23.889375
15.599	0.079	250	250	2263969.0	2269972.0	2271643.0	2269451.0	2712124.0	2710666.0	2709840.0	2709264.0	0.38735254	21.5824025	1714081110.672317	6	126.0	25-04-24 23:38:30.672370
16.2	0.082	250	250	2640993.0	2647747.0	2649733.0	2647355.0	3163912.0	3162040.0	3161123.0	3160383.0	0.451893341	21.5838399	1714081117.452711	6	126.0	25-04-24 23:38:37.452805
16.799	0.085	250	250	3017480.0	3024977.0	3027293.0	3024740.0	3615070.0	3612758.0	3611769.0	3610855.0	0.516346094	21.6357772	1714081124.23244	6	126.0	25-04-24 23:38:44.232488
17.399	0.088	250	250	3394396.0	3402635.0	3405261.0	3402510.0	4066797.0	4064047.0	4063001.0	4061880.0	0.580878091	21.7474137	1714081131.0145133	6	126.0	25-04-24 23:38:51.014564
17.999	0.091	250	250	3771342.0	3780320.0	3783267.0	3780321.0	4518561.0	4515363.0	4514254.0	4512927.0	0.645409754	21.717612	1714081137.7942922	6	126.0	25-04-24 23:38:57.794345
18.599	0.095	250	250	4148129.0	4157842.0	4161136.0	4158006.0	4970049.0	4966420.0	4965216.0	4963721.0	0.709906236	21.7725199	1714081144.5761821	6	126.0	25-04-24 23:39:04.576237
19.198	0.098	250	250	4524475.0	4534939.0	4538526.0	4535235.0	5421153.0	5417154.0	5415871.0	5414126.0	0.774348303	21.8221574	1714081151.3559482	6	126.0	25-04-24 23:39:11.356003
19.799	0.101	250	250	4901405.0	4912597.0	4916499.0	4913059.0	5872944.0	5868500.0	5867153.0	5865226.0	0.838900937	21.8583794	1714081158.1372588	6	126.0	25-04-24 23:39:18.137313
20.399	0.104	250	250	5278155.0	5290080.0	5294325.0	5290684.0	6324437.0	6319558.0	6318122.0	6316034.0	0.903386771	21.8653747	1714081164.9206812	6	126.0	25-04-24 23:39:24.920733
20.999	0.107	250	250	5654513.0	5667148.0	5671785.0	5667913.0	6775594.0	6770287.0	6768788.0	6766501.0	0.967843193	21.9324524	1714081171.7050366	6	126.0	25-04-24 23:39:31.705108
21.598	0.11	250	250	6030868.0	6044263.0	6049194.0	6045176.0	7226718.0	7220978.0	7219432.0	7216934.0	1.03228824	22.0136164	1714081178.4882393	6	126.0	25-04-24 23:39:38.488297
22.198	0.113	250	250	6406650.0	6420792.0	6426039.0	6421826.0	7677162.0	7671027.0	7669351.0	7666710.0	1.09663639	22.0102626	1714081185.2690713	6	126.0	25-04-24 23:39:45.269159
22.799	0.117	250	250	6782733.0	6797639.0	6803195.0	6798793.0	8127699.0	8121146.0	8119410.0	8116528.0	1.16099162	22.0981344	1714081192.052458	6	126.0	25-04-24 23:39:52.052505
23.399	0.12	250	250	6855715.0	7485519.0	6876803.0	7487168.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.0853896	1714081198.824158	6	126.0	25-04-24 23:39:58.824220
23.999	0.123	250	250	6847402.0	7485706.0	6868547.0	7487367.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.1615708	1714081205.5946898	6	126.0	25-04-24 23:40:05.594744
