# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
-31.6038485	-42.8963765	38921.0	36921.0	38921.0	36921.0	2.0	38921.0	-2000.0	19-12-23 19:40:19.471373
-33.159963	-44.4313687	38921.0	37121.0	38921.0	37121.0	2.0	38921.0	-1800.0	19-12-23 19:40:22.748354
-34.7177467	-45.9688418	38921.0	37321.0	38921.0	37321.0	2.0	38921.0	-1600.0	19-12-23 19:40:26.025088
-36.2626053	-46.9621304	38921.0	37521.0	38921.0	37521.0	2.0	38921.0	-1400.0	19-12-23 19:40:29.201045
-37.7870372	-46.9620949	38921.0	37721.0	38921.0	37721.0	2.0	38921.0	-1200.0	19-12-23 19:40:32.476470
-39.3115971	-46.9622463	38921.0	37921.0	38921.0	37921.0	2.0	38921.0	-1000.0	19-12-23 19:40:35.650711
-40.8383441	-46.9621893	38921.0	38121.0	38921.0	38121.0	2.0	38921.0	-800.0	19-12-23 19:40:38.928326
-42.3632571	-46.9621064	38921.0	38321.0	38921.0	38321.0	2.0	38921.0	-600.0	19-12-23 19:40:42.204338
-43.8880267	-46.9620353	38921.0	38521.0	38921.0	38521.0	2.0	38921.0	-400.0	19-12-23 19:40:45.378717
-45.4130731	-46.9621387	38921.0	38721.0	38921.0	38721.0	2.0	38921.0	-200.0	19-12-23 19:40:48.655655
-46.9383333	-46.9622816	38921.0	38921.0	38921.0	38921.0	2.0	38921.0	0.0	19-12-23 19:40:51.932710
-48.4649911	-46.9621886	38921.0	39121.0	38921.0	39121.0	2.0	38921.0	200.0	19-12-23 19:40:55.209730
-49.989497	-46.9622243	38921.0	39321.0	38921.0	39321.0	2.0	38921.0	400.0	19-12-23 19:40:58.485827
-51.5138339	-46.9622495	38921.0	39521.0	38921.0	39521.0	2.0	38921.0	600.0	19-12-23 19:41:01.660354
-53.0386841	-46.9622167	38921.0	39721.0	38921.0	39721.0	2.0	38921.0	800.0	19-12-23 19:41:04.937464
-54.5657216	-46.9621987	38921.0	39921.0	38921.0	39921.0	2.0	38921.0	1000.0	19-12-23 19:41:08.214112
-56.0908385	-46.9623697	38921.0	40121.0	38921.0	40121.0	2.0	38921.0	1200.0	19-12-23 19:41:11.491530
-57.6155098	-46.9623462	38921.0	40321.0	38921.0	40321.0	2.0	38921.0	1400.0	19-12-23 19:41:14.766146
-58.0084826	-46.9346872	38921.0	40521.0	38921.0	40521.0	2.0	38921.0	1600.0	19-12-23 19:41:18.044544
-57.9746161	-46.9024389	38921.0	40721.0	38921.0	40721.0	2.0	38921.0	1800.0	19-12-23 19:41:21.219133
-57.9415046	-46.8709306	38921.0	40921.0	38921.0	40921.0	2.0	38921.0	2000.0	19-12-23 19:41:24.495767
