# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.086	0.0	250	250	-7448592.0	-7461894.0	-7468832.0	-7466557.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8886344	9.9e+37	21.0657123	1713906738.485979	6	87.0	23-04-24 23:12:18.486042
0.6	0.002	250	250	-7154388.0	-7166937.0	-7173395.0	-7170925.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3774723	9.9e+37	21.0471222	1713906746.2741306	6	87.0	23-04-24 23:12:26.274193
1.2	0.005	250	250	-6779197.0	-6790987.0	-6797133.0	-6794866.0	-8124476.0	-8115622.0	-8114615.0	-8110592.0	-10.7806269	-1.16078529	20.9612627	1713906754.0824525	6	87.0	23-04-24 23:12:34.082506
1.8	0.008	250	250	-6403199.0	-6414274.0	-6420073.0	-6418001.0	-7673815.0	-7665417.0	-7664471.0	-7660638.0	-10.182773	-1.0963801	20.8918852	1713906761.9414623	6	87.0	23-04-24 23:12:41.941551
2.401	0.011	250	250	-6025980.0	-6036319.0	-6041751.0	-6039872.0	-7221518.0	-7213540.0	-7212685.0	-7209017.0	-9.58296534	-1.03177387	20.882111	1713906769.972946	6	87.0	23-04-24 23:12:49.972998
3.001	0.015	250	250	-5649342.0	-5658968.0	-5664073.0	-5662371.0	-6770175.0	-6762609.0	-6761863.0	-6758395.0	-8.98414392	-0.967280075	20.7310903	1713906778.04319	6	87.0	23-04-24 23:12:58.043240
3.6	0.018	250	250	-5272895.0	-5281779.0	-5286532.0	-5285015.0	-6318988.0	-6311824.0	-6311162.0	-6307848.0	-8.38554395	-0.902817179	20.6860524	1713906786.1147468	6	87.0	23-04-24 23:13:06.114803
4.2	0.021	250	250	-4896016.0	-4904150.0	-4908590.0	-4907250.0	-5867493.0	-5860751.0	-5860176.0	-5857091.0	-7.78636455	-0.83832632	20.7208369	1713906793.9137738	6	87.0	23-04-24 23:13:13.913830
4.8	0.024	250	250	-4519408.0	-4526811.0	-4530925.0	-4529776.0	-5416261.0	-5409936.0	-5409421.0	-5406535.0	-7.18751765	-0.773862494	20.7287904	1713906801.714602	6	87.0	23-04-24 23:13:21.714659
5.4	0.027	250	250	-4142353.0	-4149005.0	-4152800.0	-4151840.0	-4964406.0	-4958541.0	-4958073.0	-4955362.0	-6.5880238	-0.709310056	20.7004262	1713906809.5185313	6	87.0	23-04-24 23:13:29.518585
