# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.09	0.0	250	250	-7437551.0	-7451231.0	-7458367.0	-7456155.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8763797	9.9e+37	26.2022374	1711480798.4522824	6	61.99999999999999	26-03-24 20:19:58.452350
0.6	0.002	250	250	-7153668.0	-7166343.0	-7172846.0	-7170296.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3763484	9.9e+37	26.3411841	1711480806.477791	6	61.99999999999999	26-03-24 20:20:06.477856
1.2	0.005	250	250	-6778762.0	-6790705.0	-6796873.0	-6794477.0	-8125043.0	-8115805.0	-8114940.0	-8111052.0	-10.7799321	-1.16079289	26.4654695	1711480814.5541604	6	61.99999999999999	26-03-24 20:20:14.554218
1.8	0.008	250	250	-6402819.0	-6414029.0	-6419868.0	-6417691.0	-7674394.0	-7665609.0	-7664799.0	-7661092.0	-10.182202	-1.096394	26.6144779	1711480822.6376681	6	61.99999999999999	26-03-24 20:20:22.637750
2.401	0.011	250	250	-6025599.0	-6036081.0	-6041564.0	-6039606.0	-7222314.0	-7213981.0	-7213283.0	-7209740.0	-9.58240564	-1.03181962	26.7546704	1711480830.7140756	6	61.99999999999999	26-03-24 20:20:30.714134
3.001	0.015	250	250	-5648976.0	-5658687.0	-5663861.0	-5662097.0	-6770860.0	-6762963.0	-6762333.0	-6759022.0	-8.98360353	-0.967327028	26.8581617	1711480838.8049843	6	61.99999999999999	26-03-24 20:20:38.805045
3.6	0.018	250	250	-5272461.0	-5281411.0	-5286250.0	-5284655.0	-6319393.0	-6311964.0	-6311359.0	-6308245.0	-8.38493098	-0.902816281	26.9442129	1711480846.64441	6	61.99999999999999	26-03-24 20:20:46.644467
4.2	0.021	250	250	-4895611.0	-4903823.0	-4908342.0	-4906943.0	-5867163.0	-5860167.0	-5859692.0	-5856723.0	-7.78575153	-0.838206874	26.9522622	1711480854.6801918	6	61.99999999999999	26-03-24 20:20:54.680249
4.8	0.024	250	250	-4519025.0	-4526473.0	-4530668.0	-4529458.0	-5415777.0	-5409190.0	-5408767.0	-5405986.0	-7.18699335	-0.77373538	26.8616115	1711480862.7408028	6	61.99999999999999	26-03-24 20:21:02.740863
5.4	0.027	250	250	-4141961.0	-4148662.0	-4152518.0	-4151522.0	-4963730.0	-4957617.0	-4957269.0	-4954674.0	-6.58746054	-0.709143431	26.7475793	1711480870.8408206	6	61.99999999999999	26-03-24 20:21:10.840881
6.0	0.03	250	250	-3765380.0	-3771341.0	-3774872.0	-3774057.0	-4512702.0	-4507041.0	-4506756.0	-4504338.0	-5.98868443	-0.64473611	26.6230064	1711480878.9011269	6	61.99999999999999	26-03-24 20:21:18.901187
