# 
ch2a	ch2a avglen	Delay	a	
-444014.0	10.0	0.1	40.0	12-12-23 19:22:52.299403
-444014.0	19.166666666666664	0.1	40.0	12-12-23 19:22:52.435519
-444014.0	28.333333333333332	0.1	40.0	12-12-23 19:22:52.568572
-444014.0	37.5	0.1	40.0	12-12-23 19:22:52.703819
-597905.5	46.666666666666664	0.1	40.0	12-12-23 19:22:52.838555
-872833.5	55.833333333333336	0.1	40.0	12-12-23 19:22:52.973449
-872833.5	65.0	0.1	40.0	12-12-23 19:22:53.109550
-872833.5	74.16666666666667	0.1	40.0	12-12-23 19:22:53.244477
-872833.5	83.33333333333333	0.1	40.0	12-12-23 19:22:53.377917
1598848.0	92.5	0.1	40.0	12-12-23 19:22:53.512450
1598848.0	101.66666666666667	0.1	40.0	12-12-23 19:22:53.647704
1598848.0	110.83333333333333	0.1	40.0	12-12-23 19:22:53.781633
1598848.0	120.0	0.1	40.0	12-12-23 19:22:53.918570
