# 
ch2a	ch2a avglen	Delay	a	
-1574615.0	1.0	0.1	0	12-12-23 19:59:25.127859
-852560.4	1.996	0.1	0	12-12-23 19:59:25.261453
397724.4	2.992	0.1	0	12-12-23 19:59:25.394094
1426816.0	3.988	0.1	0	12-12-23 19:59:25.526557
1514893.0	4.984	0.1	0	12-12-23 19:59:25.658908
606296.2	5.98	0.1	0	12-12-23 19:59:25.791347
-659446.6	6.976	0.1	0	12-12-23 19:59:25.923098
-1526908.0	7.972	0.1	0	12-12-23 19:59:26.054875
-1370610.0	8.968	0.1	0	12-12-23 19:59:26.186598
-350698.0	9.963999999999999	0.1	0	12-12-23 19:59:26.318577
941443.5	10.96	0.1	0	12-12-23 19:59:26.450708
1594312.0	11.956	0.1	0	12-12-23 19:59:26.583068
1215664.0	12.952	0.1	0	12-12-23 19:59:26.715418
58713.3	13.947999999999999	0.1	0	12-12-23 19:59:26.847849
-1125832.0	14.944	0.1	0	12-12-23 19:59:26.979775
-1587820.0	15.94	0.1	0	12-12-23 19:59:27.111729
-1015044.0	16.936	0.1	0	12-12-23 19:59:27.244726
263542.6	17.932000000000002	0.1	0	12-12-23 19:59:27.376766
1331596.0	18.927999999999997	0.1	0	12-12-23 19:59:27.508952
1559453.0	19.924	0.1	0	12-12-23 19:59:27.641253
774446.3	20.92	0.1	0	12-12-23 19:59:27.773572
-532556.7	21.916	0.1	0	12-12-23 19:59:27.906270
-1461425.0	22.912	0.1	0	12-12-23 19:59:28.038685
-1432756.0	23.908	0.1	0	12-12-23 19:59:28.170694
-467578.9	24.904	0.1	0	12-12-23 19:59:28.302984
806039.0	25.900000000000002	0.1	0	12-12-23 19:59:28.435561
1575534.0	26.895999999999997	0.1	0	12-12-23 19:59:28.567743
1310707.0	27.892	0.1	0	12-12-23 19:59:28.700262
211574.0	28.888	0.1	0	12-12-23 19:59:28.832284
-1006136.0	29.884	0.1	0	12-12-23 19:59:28.964813
-1589778.0	30.88	0.1	0	12-12-23 19:59:29.097449
-1121075.0	31.876	0.1	0	12-12-23 19:59:29.229697
103783.2	32.872	0.1	0	12-12-23 19:59:29.361816
1244368.0	33.868	0.1	0	12-12-23 19:59:29.494451
1585518.0	34.864000000000004	0.1	0	12-12-23 19:59:29.626735
891481.7	35.86000000000001	0.1	0	12-12-23 19:59:29.758929
-362946.7	36.855999999999995	0.1	0	12-12-23 19:59:29.890932
-1407716.0	37.852	0.1	0	12-12-23 19:59:30.023508
-1498417.0	38.848	0.1	0	12-12-23 19:59:30.156382
-641149.8	39.844	0.1	0	12-12-23 19:59:30.289106
684226.2	40.84	0.1	0	12-12-23 19:59:30.421246
1525701.0	41.836	0.1	0	12-12-23 19:59:30.553598
1394214.0	42.832	0.1	0	12-12-23 19:59:30.685498
362640.8	43.827999999999996	0.1	0	12-12-23 19:59:30.818277
-935567.5	44.824	0.1	0	12-12-23 19:59:30.950621
-1578186.0	45.82	0.1	0	12-12-23 19:59:31.083450
-1219550.0	46.816	0.1	0	12-12-23 19:59:31.215145
-25301.4	47.812	0.1	0	12-12-23 19:59:31.347226
1147361.0	48.808	0.1	0	12-12-23 19:59:31.479815
1603595.0	49.804	0.1	0	12-12-23 19:59:31.612226
1014631.0	50.800000000000004	0.1	0	12-12-23 19:59:31.744804
