# 
DCA	Source_Voltage	Source_Current	Delay	
9.05303307e-05	710.0	9.992157e-05	3.0	05-12-23 15:40:04.685198
9.11460518e-05	715.0	0.0001004706	3.0	05-12-23 15:40:07.756865
9.18853799e-05	720.0	0.0001012	3.0	05-12-23 15:40:10.828372
9.25201346e-05	725.0	0.0001018039	3.0	05-12-23 15:40:13.902175
9.31466041e-05	730.0	0.0001024627	3.0	05-12-23 15:40:16.972254
9.37662812e-05	735.0	0.0001030824	3.0	05-12-23 15:40:20.044300
9.44912034e-05	740.0	0.0001037412	3.0	05-12-23 15:40:23.116245
9.51099848e-05	745.0	0.0001043294	3.0	05-12-23 15:40:26.188030
9.57324983e-05	750.0	0.0001049647	3.0	05-12-23 15:40:29.260140
9.63538175e-05	755.0	0.0001055922	3.0	05-12-23 15:40:32.331431
9.70802326e-05	760.0	0.0001063059	3.0	05-12-23 15:40:35.404122
9.77049853e-05	765.0	0.0001068784	3.0	05-12-23 15:40:38.475424
9.83358587e-05	770.0	0.0001074902	3.0	05-12-23 15:40:41.547204
9.89720316e-05	775.0	0.000108149	3.0	05-12-23 15:40:44.625724
9.97110611e-05	780.0	0.0001087843	3.0	05-12-23 15:40:47.690946
0.000100359401	785.0	0.0001094667	3.0	05-12-23 15:40:50.762684
0.000100994529	790.0	0.0001100784	3.0	05-12-23 15:40:53.834598
0.000101636076	795.0	0.0001107059	3.0	05-12-23 15:40:56.906532
0.000102377718	800.0	0.0001113961	3.0	05-12-23 15:40:59.978661
0.000103012995	805.0	0.0001120863	3.0	05-12-23 15:41:03.051869
0.000103650437	810.0	0.0001126824	3.0	05-12-23 15:41:06.122173
0.000104290118	815.0	0.0001132	3.0	05-12-23 15:41:09.193869
0.000105038179	820.0	0.0001139686	3.0	05-12-23 15:41:12.265734
0.000105648526	825.0	0.0001145882	3.0	05-12-23 15:41:15.337986
0.000106253424	830.0	0.0001151373	3.0	05-12-23 15:41:18.410051
0.00010686504	835.0	0.0001158667	3.0	05-12-23 15:41:21.481383
0.000107568241	840.0	0.0001165333	3.0	05-12-23 15:41:24.553386
0.000108168213	845.0	0.0001170274	3.0	05-12-23 15:41:27.624993
0.000108769603	850.0	0.0001175765	3.0	05-12-23 15:41:30.697101
0.000109371515	855.0	0.0001181961	3.0	05-12-23 15:41:33.769050
0.000110074194	860.0	0.0001188863	3.0	05-12-23 15:41:36.840849
0.000110681182	865.0	0.0001194824	3.0	05-12-23 15:41:39.912704
0.000111280034	870.0	0.0001200549	3.0	05-12-23 15:41:42.984350
0.00011190001	875.0	0.0001206745	3.0	05-12-23 15:41:46.057990
0.000112618363	880.0	0.0001213177	3.0	05-12-23 15:41:49.128131
0.000113235503	885.0	0.0001219294	3.0	05-12-23 15:41:52.199727
0.000113852343	890.0	0.0001225647	3.0	05-12-23 15:41:55.275721
0.000114473439	895.0	0.0001231686	3.0	05-12-23 15:41:58.343492
0.000115194703	900.0	0.0001238353	3.0	05-12-23 15:42:01.416249
0.000115806916	905.0	0.0001244314	3.0	05-12-23 15:42:04.486856
0.000116423011	910.0	0.0001250353	3.0	05-12-23 15:42:07.559066
0.000117043957	915.0	0.0001256471	3.0	05-12-23 15:42:10.631140
0.000117767461	920.0	0.0001263059	3.0	05-12-23 15:42:13.702885
0.000118391168	925.0	0.0001269804	3.0	05-12-23 15:42:16.775085
0.000119002709	930.0	0.000127553	3.0	05-12-23 15:42:19.808928
0.000119612086	935.0	0.0001281882	3.0	05-12-23 15:42:22.918665
0.000120327603	940.0	0.0001287451	3.0	05-12-23 15:42:25.990291
0.000120932651	945.0	0.0001294118	3.0	05-12-23 15:42:29.062141
0.000121544565	950.0	0.0001300235	3.0	05-12-23 15:42:32.134663
0.000122158719	955.0	0.0001306274	3.0	05-12-23 15:42:35.206520
0.000122871175	960.0	0.0001312784	3.0	05-12-23 15:42:38.278366
0.000123476297	965.0	0.0001317882	3.0	05-12-23 15:42:41.349839
0.000124091347	970.0	0.0001324706	3.0	05-12-23 15:42:44.424736
0.000124706844	975.0	0.0001332	3.0	05-12-23 15:42:47.494596
0.000125428333	980.0	0.0001337882	3.0	05-12-23 15:42:50.565743
0.000126036365	985.0	0.0001343608	3.0	05-12-23 15:42:53.637079
0.000126661865	990.0	0.000134902	3.0	05-12-23 15:42:56.709387
0.000127279676	995.0	0.0001355922	3.0	05-12-23 15:42:59.780910
0.000127992581	1000.0	0.0001360549	3.0	05-12-23 15:43:02.853134
0.000128610317	1005.0	0.0001368392	3.0	05-12-23 15:43:05.884524
0.000129225739	1010.0	0.0001375843	3.0	05-12-23 15:43:08.996772
0.000129847507	1015.0	0.0001380392	3.0	05-12-23 15:43:12.068418
0.000130576982	1020.0	0.0001387216	3.0	05-12-23 15:43:15.140420
0.000131210095	1025.0	0.0001392157	3.0	05-12-23 15:43:18.212394
0.000131818799	1030.0	0.0001398824	3.0	05-12-23 15:43:21.284148
0.000132449747	1035.0	0.0001404627	3.0	05-12-23 15:43:24.355849
0.000133173774	1040.0	0.0001411922	3.0	05-12-23 15:43:27.427623
0.00013380099	1045.0	0.0001418039	3.0	05-12-23 15:43:30.499641
0.00013442634	1050.0	0.0001424157	3.0	05-12-23 15:43:33.571695
0.000135050197	1055.0	0.0001429961	3.0	05-12-23 15:43:36.643544
0.00013576661	1060.0	0.000143702	3.0	05-12-23 15:43:39.715432
0.000136396065	1065.0	0.0001442431	3.0	05-12-23 15:43:42.787022
0.00013702231	1070.0	0.0001449176	3.0	05-12-23 15:43:45.819154
0.000137647063	1075.0	0.0001454745	3.0	05-12-23 15:43:48.930539
0.000138399304	1080.0	0.0001462667	3.0	05-12-23 15:43:52.003422
0.000139037269	1085.0	0.0001468	3.0	05-12-23 15:43:55.074858
0.000139672695	1090.0	0.0001474118	3.0	05-12-23 15:43:58.146164
0.000140306554	1095.0	0.0001480549	3.0	05-12-23 15:44:01.197938
0.000141056407	1100.0	0.0001488157	3.0	05-12-23 15:44:04.290225
0.000141701686	1105.0	0.0001494039	3.0	05-12-23 15:44:07.361881
0.000142344129	1110.0	0.0001499922	3.0	05-12-23 15:44:10.433883
0.000142978212	1115.0	0.0001506353	3.0	05-12-23 15:44:13.505900
0.000143721571	1120.0	0.0001511765	3.0	05-12-23 15:44:16.577957
0.000144368044	1125.0	0.0001519843	3.0	05-12-23 15:44:19.649692
0.000145000709	1130.0	0.0001524784	3.0	05-12-23 15:44:22.681226
0.000145620759	1135.0	0.0001530745	3.0	05-12-23 15:44:25.793105
0.000146345383	1140.0	0.0001537569	3.0	05-12-23 15:44:28.868496
0.000146946922	1145.0	0.0001542902	3.0	05-12-23 15:44:31.938605
0.000147564509	1150.0	0.0001548941	3.0	05-12-23 15:44:35.009248
0.000148170228	1155.0	0.0001555529	3.0	05-12-23 15:44:38.080874
0.00014887955	1160.0	0.0001561647	3.0	05-12-23 15:44:41.153292
0.000149502288	1165.0	0.0001568078	3.0	05-12-23 15:44:44.224945
0.000150132265	1170.0	0.0001571137	3.0	05-12-23 15:44:47.296589
0.000150745897	1175.0	0.0001579451	3.0	05-12-23 15:44:50.368443
0.000151474103	1180.0	0.0001586745	3.0	05-12-23 15:44:53.746784
0.000152136251	1185.0	0.0001592471	3.0	05-12-23 15:44:56.816545
0.000152740104	1190.0	0.000159749	3.0	05-12-23 15:44:59.891201
0.000153379711	1195.0	0.0001604627	3.0	05-12-23 15:45:02.963315
0.000154131429	1200.0	0.0001612706	3.0	05-12-23 15:45:06.035176
0.000154767453	1205.0	0.0001618431	3.0	05-12-23 15:45:09.110061
0.000155404074	1210.0	0.0001623843	3.0	05-12-23 15:45:12.180266
0.000156040695	1215.0	0.0001629961	3.0	05-12-23 15:45:15.250857
0.000156797041	1220.0	0.0001637255	3.0	05-12-23 15:45:18.322571
0.000157433139	1225.0	0.000164298	3.0	05-12-23 15:45:21.394983
0.000158087898	1230.0	0.0001649882	3.0	05-12-23 15:45:24.466349
0.000158714144	1235.0	0.0001655216	3.0	05-12-23 15:45:27.538410
0.000159435259	1240.0	0.0001661569	3.0	05-12-23 15:45:30.610059
0.000160039038	1245.0	0.0001667294	3.0	05-12-23 15:45:33.682088
0.000160657894	1250.0	0.0001672863	3.0	05-12-23 15:45:36.713639
0.000161266748	1255.0	0.0001678431	3.0	05-12-23 15:45:39.825810
0.000162007942	1260.0	0.000168549	3.0	05-12-23 15:45:42.895420
0.000162625604	1265.0	0.0001690431	3.0	05-12-23 15:45:45.969429
0.000163244534	1270.0	0.0001696706	3.0	05-12-23 15:45:49.041292
0.000163855702	1275.0	0.0001702274	3.0	05-12-23 15:45:52.113671
0.000164585476	1280.0	0.0001709176	3.0	05-12-23 15:45:55.185444
0.000165200451	1285.0	0.0001713412	3.0	05-12-23 15:45:58.257312
0.000165807289	1290.0	0.0001720628	3.0	05-12-23 15:46:01.329132
0.000166422787	1295.0	0.0001726039	3.0	05-12-23 15:46:04.400658
0.000167132034	1300.0	0.0001730902	3.0	05-12-23 15:46:07.472912
0.000167757906	1305.0	0.0001738196	3.0	05-12-23 15:46:10.544378
0.000168361461	1310.0	0.0001743216	3.0	05-12-23 15:46:13.616482
0.000168975241	1315.0	0.000174902	3.0	05-12-23 15:46:16.688340
0.000169705314	1320.0	0.000175302	3.0	05-12-23 15:46:19.754695
0.000170323125	1325.0	0.0001762196	3.0	05-12-23 15:46:22.832341
0.000170975868	1330.0	0.0001768	3.0	05-12-23 15:46:25.904502
0.000171601741	1335.0	0.0001773647	3.0	05-12-23 15:46:28.976000
0.000172321587	1340.0	0.0001779529	3.0	05-12-23 15:46:32.047905
0.000172929769	1345.0	0.0001786275	3.0	05-12-23 15:46:35.119514
0.000173540042	1350.0	0.0001790902	3.0	05-12-23 15:46:38.191761
0.000174146731	1355.0	0.0001796314	3.0	05-12-23 15:46:41.263511
0.000174849858	1360.0	0.0001802824	3.0	05-12-23 15:46:44.335445
0.000175461847	1365.0	0.0001808471	3.0	05-12-23 15:46:47.407001
0.000176069506	1370.0	0.0001814274	3.0	05-12-23 15:46:50.478793
0.000176678883	1375.0	0.0001819294	3.0	05-12-23 15:46:53.553860
0.00017738619	1380.0	0.0001825725	3.0	05-12-23 15:46:56.624062
0.000178026841	1385.0	0.0001831294	3.0	05-12-23 15:46:59.691857
0.000178673986	1390.0	0.0001836941	3.0	05-12-23 15:47:02.766635
0.000179305158	1395.0	0.0001840784	3.0	05-12-23 15:47:05.838510
0.00018005419	1400.0	0.0001848627	3.0	05-12-23 15:47:08.910548
0.000180703948	1405.0	0.0001854667	3.0	05-12-23 15:47:11.982272
0.000181333478	1410.0	0.0001862039	3.0	05-12-23 15:47:15.054630
0.000181975771	1415.0	0.0001866353	3.0	05-12-23 15:47:18.126220
0.000182727564	1420.0	0.0001871922	3.0	05-12-23 15:47:21.198717
0.000183371799	1425.0	0.0001878196	3.0	05-12-23 15:47:24.269967
0.000184010286	1430.0	0.0001884	3.0	05-12-23 15:47:27.341671
0.000184665642	1435.0	0.0001889804	3.0	05-12-23 15:47:30.413451
0.0001853987	1440.0	0.0001896235	3.0	05-12-23 15:47:33.485366
0.000186043531	1445.0	0.0001902039	3.0	05-12-23 15:47:36.557182
0.000186668582	1450.0	0.0001906824	3.0	05-12-23 15:47:39.633518
0.000187287513	1455.0	0.000191051	3.0	05-12-23 15:47:42.701492
0.000188029006	1460.0	0.0001916235	3.0	05-12-23 15:47:45.773094
0.00018866182	1465.0	0.0001923843	3.0	05-12-23 15:47:48.845409
0.000189298441	1470.0	0.0001929255	3.0	05-12-23 15:47:51.915979
0.000189924612	1475.0	0.000193451	3.0	05-12-23 15:47:54.988923
0.000190646473	1480.0	0.0001940863	3.0	05-12-23 15:47:58.060900
0.000191296903	1485.0	0.0001945804	3.0	05-12-23 15:48:01.132619
0.000191934643	1490.0	0.0001951529	3.0	05-12-23 15:48:04.204176
0.000192544169	1495.0	0.0001954902	3.0	05-12-23 15:48:07.276091
0.000193266703	1500.0	0.0001965255	3.0	05-12-23 15:48:10.348473
0.000193900562	1505.0	0.0001967922	3.0	05-12-23 15:48:13.420113
0.000194518149	1510.0	0.0001974353	3.0	05-12-23 15:48:16.491750
0.000195156039	1515.0	0.0001977647	3.0	05-12-23 15:48:19.563623
0.000195886932	1520.0	0.0001984314	3.0	05-12-23 15:48:22.635770
0.000196524374	1525.0	0.0001990824	3.0	05-12-23 15:48:25.666396
0.000197158607	1530.0	0.0001996157	3.0	05-12-23 15:48:28.779268
0.000197794556	1535.0	0.0002003294	3.0	05-12-23 15:48:31.851324
0.000198534555	1540.0	0.0002007686	3.0	05-12-23 15:48:34.926243
0.000199151545	1545.0	0.000201349	3.0	05-12-23 15:48:37.996379
0.000199756145	1550.0	0.0002015451	3.0	05-12-23 15:48:41.067174
0.000200377464	1555.0	0.0002022196	3.0	05-12-23 15:48:44.139147
0.0002010944	1560.0	0.0002028157	3.0	05-12-23 15:48:47.210462
0.00020170497	1565.0	0.0002033412	3.0	05-12-23 15:48:50.282546
0.000202313003	1570.0	0.0002038588	3.0	05-12-23 15:48:53.354519
0.000202909989	1575.0	0.0002042431	3.0	05-12-23 15:48:56.389778
0.000203625507	1580.0	0.0002047608	3.0	05-12-23 15:48:59.498444
0.000204241004	1585.0	0.0002053804	3.0	05-12-23 15:49:02.570448
0.000204865159	1590.0	0.000205851	3.0	05-12-23 15:49:05.641987
0.000205517604	1595.0	0.0002064235	3.0	05-12-23 15:49:08.713811
0.000206255439	1600.0	0.0002071529	3.0	05-12-23 15:49:11.746191
0.000206926993	1605.0	0.0002075059	3.0	05-12-23 15:49:14.857442
0.000207559881	1610.0	0.0002082118	3.0	05-12-23 15:49:17.929515
0.000208180753	1615.0	0.0002085333	3.0	05-12-23 15:49:21.001669
0.000208954491	1620.0	0.0002091059	3.0	05-12-23 15:49:24.072845
0.000209584245	1625.0	0.0002096549	3.0	05-12-23 15:49:27.146044
0.000210255648	1630.0	0.000210149	3.0	05-12-23 15:49:30.216185
0.000210921081	1635.0	0.0002106039	3.0	05-12-23 15:49:33.289094
0.000211670337	1640.0	0.0002111608	3.0	05-12-23 15:49:36.361560
0.000212273592	1645.0	0.0002116471	3.0	05-12-23 15:49:39.432938
0.00021287431	1650.0	0.0002121412	3.0	05-12-23 15:49:42.504973
0.000213411658	1655.0	0.0002124863	3.0	05-12-23 15:49:45.576767
0.000214150836	1660.0	0.0002131059	3.0	05-12-23 15:49:48.748732
0.000214719757	1665.0	0.0002135843	3.0	05-12-23 15:49:51.781979
0.000215309577	1670.0	0.0002140235	3.0	05-12-23 15:49:54.814363
0.000215932389	1675.0	0.0002143451	3.0	05-12-23 15:49:57.870167
0.00021663365	1680.0	0.0002149647	3.0	05-12-23 15:50:00.901557
0.00021723922	1685.0	0.0002154824	3.0	05-12-23 15:50:04.008313
0.000217846208	1690.0	0.0002158902	3.0	05-12-23 15:50:07.039105
0.000218443044	1695.0	0.0002166039	3.0	05-12-23 15:50:10.071060
0.000219181551	1700.0	0.0002169725	3.0	05-12-23 15:50:13.102282
0.000219765326	1705.0	0.0002173569	3.0	05-12-23 15:50:16.192341
0.000220310552	1710.0	0.0002177647	3.0	05-12-23 15:50:20.287402
0.00022086451	1715.0	0.000218251	3.0	05-12-23 15:50:23.360118
0.000221583158	1720.0	0.0002185961	3.0	05-12-23 15:50:26.432535
0.00022218263	1725.0	0.0002192314	3.0	05-12-23 15:50:29.504507
0.000222783899	1730.0	0.0002196314	3.0	05-12-23 15:50:32.576226
0.00022335762	1735.0	0.0002199922	3.0	05-12-23 15:50:35.647941
0.000224072076	1740.0	0.0002205412	3.0	05-12-23 15:50:38.722237
0.000224656576	1745.0	0.0002210039	3.0	05-12-23 15:50:41.792301
0.000225249461	1750.0	0.0002216392	3.0	05-12-23 15:50:44.863756
0.000225799227	1755.0	0.0002217804	3.0	05-12-23 15:50:47.894372
0.000226350789	1760.0	0.0002221255	3.0	05-12-23 15:50:51.009878
0.000226961041	1765.0	0.0002226431	3.0	05-12-23 15:50:54.079619
0.000227514999	1770.0	0.0002232784	3.0	05-12-23 15:50:57.151978
0.000228112076	1775.0	0.0002233961	3.0	05-12-23 15:51:00.222757
0.000228787605	1780.0	0.0002238902	3.0	05-12-23 15:51:03.294435
0.000229487688	1785.0	0.0002244157	3.0	05-12-23 15:51:06.366863
0.000230125488	1790.0	0.0002248549	3.0	05-12-23 15:51:09.438622
0.000230715977	1795.0	0.0002253804	3.0	05-12-23 15:51:12.510431
0.000231516072	1800.0	0.0002258431	3.0	05-12-23 15:51:15.583281
0.000232023318	1805.0	0.000226	3.0	05-12-23 15:51:18.654111
0.000232436541	1810.0	0.0002264	3.0	05-12-23 15:51:21.726183
0.000232986306	1815.0	0.0002269883	3.0	05-12-23 15:51:24.798270
0.000233625304	1820.0	0.0002272	3.0	05-12-23 15:51:27.869800
0.000234225376	1825.0	0.0002276627	3.0	05-12-23 15:51:30.941277
0.000234674531	1830.0	0.0002279451	3.0	05-12-23 15:51:34.018010
0.000235153629	1835.0	0.0002287137	3.0	05-12-23 15:51:37.085467
0.000235715373	1840.0	0.0002286274	3.0	05-12-23 15:51:40.157392
0.000236298675	1845.0	0.0002291216	3.0	05-12-23 15:51:43.228953
0.000236874193	1850.0	0.0002293804	3.0	05-12-23 15:51:46.301381
0.000237419766	1855.0	0.0002298196	3.0	05-12-23 15:51:49.372292
0.00023802403	1860.0	0.0002301961	3.0	05-12-23 15:51:52.447204
0.000238479173	1865.0	0.0002305961	3.0	05-12-23 15:51:55.517229
0.00023895408	1870.0	0.000230698	3.0	05-12-23 15:51:58.588961
0.000239413416	1875.0	0.0002310902	3.0	05-12-23 15:52:01.660384
0.00023987874	1880.0	0.0002314666	3.0	05-12-23 15:52:04.732526
0.000240236867	1885.0	0.0002315059	3.0	05-12-23 15:52:07.804247
0.000240629728	1890.0	0.0002319686	3.0	05-12-23 15:52:10.876268
0.000241050736	1895.0	0.0002321804	3.0	05-12-23 15:52:13.948370
0.000241650807	1900.0	0.0002324235	3.0	05-12-23 15:52:17.019577
0.000241896944	1905.0	0.0002328471	3.0	05-12-23 15:52:20.094298
0.000242339511	1910.0	0.0002329098	3.0	05-12-23 15:52:23.164288
0.000242715005	1915.0	0.0002332628	3.0	05-12-23 15:52:26.236727
0.000243306093	1920.0	0.0002336392	3.0	05-12-23 15:52:29.308067
0.000243705541	1925.0	0.0002339294	3.0	05-12-23 15:52:32.381414
0.000244261895	1930.0	0.0002342745	3.0	05-12-23 15:52:35.451543
0.000244613434	1935.0	0.0002344314	3.0	05-12-23 15:52:38.524723
0.000244975752	1940.0	0.0002347922	3.0	05-12-23 15:52:41.556240
0.000245438082	1945.0	0.0002348706	3.0	05-12-23 15:52:44.587922
0.000245627925	1950.0	0.0002352863	3.0	05-12-23 15:52:47.638089
0.000246068696	1955.0	0.0002353961	3.0	05-12-23 15:52:50.708937
0.000246454969	1960.0	0.0002353804	3.0	05-12-23 15:52:53.781101
0.00024651306	1965.0	0.0002357176	3.0	05-12-23 15:52:56.852166
0.000246989164	1970.0	0.0002360157	3.0	05-12-23 15:52:59.924187
0.000247229313	1975.0	0.0002361333	3.0	05-12-23 15:53:02.996674
0.000247608399	1980.0	0.0002363529	3.0	05-12-23 15:53:06.067015
0.00024812882	1985.0	0.0002367373	3.0	05-12-23 15:53:09.139586
0.000248122832	1990.0	0.000236651	3.0	05-12-23 15:53:12.212199
0.000248007848	1995.0	0.0002366275	3.0	05-12-23 15:53:15.282999
0.000248255183	2000.0	0.0002369098	3.0	05-12-23 15:53:18.355386
