# 
DCA	Source_Voltage	Source_Current	Delay	
6.34579355e-05	500.0	7.35451e-05	3.0	05-12-23 15:37:55.584929
6.40969449e-05	505.0	7.414902e-05	3.0	05-12-23 15:37:58.632944
6.47268479e-05	510.0	7.473726e-05	3.0	05-12-23 15:38:01.664113
6.53655587e-05	515.0	7.539608e-05	3.0	05-12-23 15:38:04.775513
6.60907048e-05	520.0	7.606274e-05	3.0	05-12-23 15:38:07.847848
6.67126212e-05	525.0	7.66902e-05	3.0	05-12-23 15:38:10.919591
6.73264016e-05	530.0	7.730981e-05	3.0	05-12-23 15:38:13.991696
6.79483179e-05	535.0	7.791373e-05	3.0	05-12-23 15:38:17.064667
6.86659252e-05	540.0	7.860392e-05	3.0	05-12-23 15:38:20.136084
6.92859755e-05	545.0	7.924706e-05	3.0	05-12-23 15:38:23.207729
6.99025923e-05	550.0	7.97804e-05	3.0	05-12-23 15:38:26.279735
7.05171937e-05	555.0	8.045491e-05	3.0	05-12-23 15:38:29.352713
7.12396527e-05	560.0	8.110588e-05	3.0	05-12-23 15:38:32.423591
7.18601509e-05	565.0	8.170196e-05	3.0	05-12-23 15:38:35.495711
7.24806491e-05	570.0	8.233725e-05	3.0	05-12-23 15:38:38.568230
7.3097639e-05	575.0	8.295685e-05	3.0	05-12-23 15:38:41.639744
7.38330111e-05	580.0	8.362353e-05	3.0	05-12-23 15:38:44.712502
7.44569428e-05	585.0	8.426667e-05	3.0	05-12-23 15:38:47.786321
7.50780381e-05	590.0	8.486275e-05	3.0	05-12-23 15:38:50.856005
7.56955506e-05	595.0	8.549803e-05	3.0	05-12-23 15:38:53.928475
7.64200995e-05	600.0	8.61804e-05	3.0	05-12-23 15:38:56.999885
7.70412695e-05	605.0	8.68e-05	3.0	05-12-23 15:39:00.052396
7.767065e-05	610.0	8.739608e-05	3.0	05-12-23 15:39:03.143624
7.83082412e-05	615.0	8.802353e-05	3.0	05-12-23 15:39:06.215510
7.90305509e-05	620.0	8.868235e-05	3.0	05-12-23 15:39:09.287427
7.96480634e-05	625.0	8.931765e-05	3.0	05-12-23 15:39:12.359233
8.02634859e-05	630.0	8.991373e-05	3.0	05-12-23 15:39:15.431371
8.08777141e-05	635.0	9.052549e-05	3.0	05-12-23 15:39:18.503732
8.15983071e-05	640.0	9.12e-05	3.0	05-12-23 15:39:21.575858
8.22067133e-05	645.0	9.180391e-05	3.0	05-12-23 15:39:24.747833
8.28258679e-05	650.0	9.240783e-05	3.0	05-12-23 15:39:27.821626
8.34417382e-05	655.0	9.302745e-05	3.0	05-12-23 15:39:30.893838
8.41591216e-05	660.0	9.367843e-05	3.0	05-12-23 15:39:33.965530
8.47702149e-05	665.0	9.430588e-05	3.0	05-12-23 15:39:37.042018
8.53922059e-05	670.0	9.493333e-05	3.0	05-12-23 15:39:40.109612
8.6011659e-05	675.0	9.552941e-05	3.0	05-12-23 15:39:43.181173
8.6727251e-05	680.0	9.622746e-05	3.0	05-12-23 15:39:46.253273
8.7340061e-05	685.0	9.681569e-05	3.0	05-12-23 15:39:49.325124
8.79609324e-05	690.0	9.741961e-05	3.0	05-12-23 15:39:52.397311
8.8576131e-05	695.0	9.803137e-05	3.0	05-12-23 15:39:55.469488
8.9295455e-05	700.0	9.872157e-05	3.0	05-12-23 15:39:58.541253
8.99169982e-05	705.0	9.932549e-05	3.0	05-12-23 15:40:01.613254
