# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.098	0.0	250	250	-7433550.0	-7447248.0	-7454340.0	-7452375.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8708528	9.9e+37	24.1802948	6	133.0	26-03-24 01:50:51.393460
0.601	0.002	250	250	-7153667.0	-7166320.0	-7172635.0	-7170286.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3763857	9.9e+37	24.1615651	6	133.0	26-03-24 01:50:59.213930
1.201	0.005	250	250	-6778641.0	-6790535.0	-6796550.0	-6794384.0	-8124337.0	-8115447.0	-8114451.0	-8110436.0	-10.7798682	-1.16071816	24.1975046	6	133.0	26-03-24 01:51:07.025149
1.8	0.008	250	250	-6402714.0	-6413863.0	-6419530.0	-6417571.0	-7673563.0	-7665033.0	-7664158.0	-7660368.0	-10.1820369	-1.09631581	24.2825842	6	133.0	26-03-24 01:51:14.835710
2.401	0.011	250	250	-6025531.0	-6035966.0	-6041298.0	-6039515.0	-7221118.0	-7213028.0	-7212203.0	-7208590.0	-9.58232534	-1.03167079	24.2527962	6	133.0	26-03-24 01:51:22.644446
3.001	0.014	250	250	-5648901.0	-5658585.0	-5663603.0	-5661998.0	-6769825.0	-6762169.0	-6761449.0	-6758015.0	-8.98347666	-0.967201572	24.3535418	6	133.0	26-03-24 01:51:30.661082
3.601	0.018	250	250	-5272402.0	-5281341.0	-5286043.0	-5284612.0	-6318420.0	-6311196.0	-6310556.0	-6307305.0	-8.38484229	-0.902716331	24.2617123	6	133.0	26-03-24 01:51:38.494207
4.201	0.021	250	250	-4895496.0	-4903666.0	-4908068.0	-4906813.0	-5866766.0	-5859995.0	-5859414.0	-5856389.0	-7.78557813	-0.838200976	24.4115979	6	133.0	26-03-24 01:51:46.366278
4.8	0.024	250	250	-4518973.0	-4526384.0	-4530437.0	-4529400.0	-5415622.0	-5409290.0	-5408796.0	-5405942.0	-7.18690449	-0.773764126	24.4180486	6	133.0	26-03-24 01:51:54.420260
5.401	0.027	250	250	-4141924.0	-4148590.0	-4152327.0	-4151464.0	-4964035.0	-4958114.0	-4957693.0	-4955002.0	-6.58735744	-0.709235518	24.3624578	6	133.0	26-03-24 01:52:02.249111
6.0	0.03	250	250	-3765312.0	-3771223.0	-3774662.0	-3773978.0	-4512716.0	-4507205.0	-4506847.0	-4504368.0	-5.98857802	-0.644741805	24.3541641	6	133.0	26-03-24 01:52:10.060077
6.6	0.033	250	250	-3388209.0	-3393374.0	-3396474.0	-3395983.0	-4060788.0	-4055737.0	-4055428.0	-4053159.0	-5.38901038	-0.58018187	24.3274398	6	133.0	26-03-24 01:52:18.088510
7.2	0.036	250	250	-3011691.0	-3016109.0	-3018902.0	-3018579.0	-3609585.0	-3604942.0	-3604723.0	-3602664.0	-4.79032808	-0.515729344	24.3618355	6	133.0	26-03-24 01:52:25.971553
7.801	0.039	250	250	-2634321.0	-2637999.0	-2640459.0	-2640321.0	-3157539.0	-3153364.0	-3153197.0	-3151357.0	-4.19042342	-0.451168869	24.3129946	6	133.0	26-03-24 01:52:34.056478
8.4	0.042	250	250	-2257865.0	-2260794.0	-2262954.0	-2262984.0	-2706544.0	-2702778.0	-2702708.0	-2701019.0	-3.59187049	-0.386733671	24.2549384	6	133.0	26-03-24 01:52:42.078210
8.999	0.045	250	250	-1881400.0	-1883586.0	-1885415.0	-1885632.0	-2255551.0	-2252217.0	-2252217.0	-2250701.0	-2.9932808	-0.322305116	24.1643297	6	133.0	26-03-24 01:52:50.162746
9.599	0.048	250	250	-1504498.0	-1505948.0	-1507461.0	-1507857.0	-1803875.0	-1800985.0	-1801047.0	-1799726.0	-2.3940704	-0.257779276	24.1219395	6	133.0	26-03-24 01:52:58.242602
10.2	0.051	250	250	-1127421.0	-1128120.0	-1129316.0	-1129892.0	-1352051.0	-1349594.0	-1349752.0	-1348579.0	-1.79459521	-0.193244359	24.105352	6	133.0	26-03-24 01:53:06.322068
10.801	0.054	250	250	-750200.7	-750142.8	-751023.4	-751787.8	-900022.2	-897996.4	-898221.5	-897246.3	-1.19475799	-0.128665861	24.1090381	6	133.0	26-03-24 01:53:14.401454
11.4	0.057	250	250	-373592.4	-372783.3	-373348.4	-374297.9	-448692.6	-447087.4	-447412.0	-446603.3	-0.595972421	-0.064183594	24.1191749	6	133.0	26-03-24 01:53:22.484627
12.0	0.061	250	250	3263.292	4817.972	4564.92	3444.54	2942.04	4113.08	3715.772	4327.564	0.00328906865	0.000342878868	24.1634082	6	133.0	26-03-24 01:53:30.560772
12.6	0.064	250	250	380009.9	382305.1	382367.2	381073.7	454436.7	455163.4	454699.3	455103.3	0.602207963	0.0648248944	24.1965831	6	133.0	26-03-24 01:53:38.420253
13.2	0.067	250	250	756980.5	760021.6	760401.5	758936.0	906214.5	906500.3	905946.2	906187.7	1.20167033	0.129376686	24.2807412	6	133.0	26-03-24 01:53:46.230772
13.799	0.07	250	250	1133494.0	1137289.0	1137977.0	1136332.0	1357456.0	1357303.0	1356682.0	1356709.0	1.8002903	0.193835355	24.2352872	6	133.0	26-03-24 01:53:54.293153
14.399	0.073	250	250	1510351.0	1514883.0	1515892.0	1514075.0	1809176.0	1808596.0	1807899.0	1807741.0	2.39936775	0.258363374	24.2408164	6	133.0	26-03-24 01:54:02.380179
14.999	0.076	250	250	1886856.0	1892130.0	1893459.0	1891453.0	2260416.0	2259393.0	2258639.0	2258305.0	2.99800557	0.322819302	24.2316011	6	133.0	26-03-24 01:54:10.229958
15.6	0.079	250	250	2264121.0	2270141.0	2271793.0	2269608.0	2712534.0	2711082.0	2710253.0	2709718.0	3.59783084	0.387402397	24.2021123	6	133.0	26-03-24 01:54:18.058553
16.2	0.082	250	250	2640968.0	2647737.0	2649708.0	2647328.0	3164133.0	3162258.0	3161332.0	3160621.0	4.19696094	0.451923376	24.1892109	6	133.0	26-03-24 01:54:26.114828
16.8	0.085	250	250	3017432.0	3024944.0	3027228.0	3024687.0	3615233.0	3612943.0	3611952.0	3611028.0	4.79547653	0.51635797	24.1385269	6	133.0	26-03-24 01:54:33.996946
17.4	0.088	250	250	3394341.0	3402603.0	3405216.0	3402499.0	4066690.0	4063965.0	4062878.0	4061807.0	5.39468866	0.580849944	24.1210179	6	133.0	26-03-24 01:54:42.100101
18.0	0.091	250	250	3771154.0	3780175.0	3783094.0	3780192.0	4518240.0	4515082.0	4513925.0	4512637.0	5.99380225	0.64535715	24.0571335	6	133.0	26-03-24 01:54:49.924231
18.6	0.095	250	250	4147938.0	4157680.0	4160922.0	4157861.0	4969835.0	4966214.0	4964989.0	4963550.0	6.59298461	0.7098877	24.1495853	6	133.0	26-03-24 01:54:57.977874
19.2	0.098	250	250	4524441.0	4534942.0	4538494.0	4535248.0	5421209.0	5417176.0	5415851.0	5414228.0	7.19142811	0.774335883	24.1680158	6	133.0	26-03-24 01:55:05.811156
19.8	0.101	250	250	4901520.0	4912761.0	4916632.0	4913194.0	5872842.0	5868382.0	5867021.0	5865150.0	7.79093866	0.838856531	24.2048768	6	133.0	26-03-24 01:55:13.622965
20.4	0.104	250	250	5278338.0	5290310.0	5294514.0	5290895.0	6324482.0	6319620.0	6318169.0	6316156.0	8.38997856	0.903378237	24.1935194	6	133.0	26-03-24 01:55:21.709325
21.0	0.107	250	250	5654830.0	5667569.0	5672116.0	5668280.0	6775711.0	6770372.0	6768849.0	6766636.0	8.98854131	0.967831	24.3126954	6	133.0	26-03-24 01:55:29.812305
21.6	0.11	250	250	6031243.0	6044717.0	6049568.0	6045572.0	7226777.0	7221044.0	7219423.0	7217027.0	9.58702029	1.03226441	24.3191461	6	133.0	26-03-24 01:55:37.853770
22.199	0.113	250	250	6407110.0	6421321.0	6426458.0	6422337.0	7677472.0	7671328.0	7669635.0	7667064.0	10.1845611	1.09664205	24.3904028	6	133.0	26-03-24 01:55:45.671659
22.8	0.117	250	250	6783437.0	6798446.0	6803851.0	6799559.0	8128219.0	8121639.0	8119870.0	8117091.0	10.7829208	1.16100208	24.3062447	6	133.0	26-03-24 01:55:53.512584
23.399	0.12	250	250	6854342.0	7485933.0	6875592.0	7487564.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3800659	9.9e+37	24.3378758	6	133.0	26-03-24 01:56:01.588987
24.0	0.123	250	250	6845907.0	7486142.0	6867210.0	7487773.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9655209	9.9e+37	24.2435809	6	133.0	26-03-24 01:56:09.617270
