# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.023	0.0	250	250	21.310546	1714481106.7148576	-11.9535464	-7454098.0	-7467000.0	-7473611.0	-7471241.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1901.018810188102	30-04-24 14:45:13.145002
0.599	0.003	250	250	21.4436474	1714481133.1817799	-11.3798213	-7155761.0	-7168218.0	-7174682.0	-7172236.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1901.018810188102	30-04-24 14:45:39.611638
1.2	0.006	250	250	21.4929016	1714481159.6494524	-10.7811137	-6779242.0	-6790933.0	-6797077.0	-6794835.0	-1.16106589	-8126300.0	-8117386.0	-8116402.0	-8112415.0	20	1901.018810188102	30-04-24 14:46:06.091623
1.799	0.009	250	250	21.7548881	1714481186.1306837	-10.1826027	-6402819.0	-6413822.0	-6419612.0	-6417554.0	-1.09665978	-7675430.0	-7667021.0	-7666079.0	-7662290.0	20	1901.018810188102	30-04-24 14:46:32.572769
2.4	0.012	250	250	21.9202826	1714481212.6106215	-9.58256932	-6025424.0	-6035700.0	-6041196.0	-6039305.0	-1.03216061	-7224013.0	-7215961.0	-7215143.0	-7211538.0	20	1901.018810188102	30-04-24 14:46:59.052699
3.0	0.015	250	250	22.0285652	1714481239.0910466	-8.98359837	-5648721.0	-5658261.0	-5663417.0	-5661705.0	-0.967689342	-6772693.0	-6765161.0	-6764374.0	-6760933.0	20	1901.018810188102	30-04-24 14:47:25.535849
3.599	0.018	250	250	22.1379977	1714481265.571884	-8.384937	-5272215.0	-5281032.0	-5285853.0	-5284322.0	-0.903253607	-6321720.0	-6314562.0	-6313876.0	-6310647.0	20	1901.018810188102	30-04-24 14:47:52.016481
4.199	0.021	250	250	22.4153162	1714481292.0595887	-7.7856325	-4895291.0	-4903349.0	-4907868.0	-4906508.0	-0.838751128	-5870247.0	-5863533.0	-5862905.0	-5859858.0	20	1901.018810188102	30-04-24 14:48:18.502760
4.799	0.024	250	250	22.4889101	1714481318.5586257	-7.18683768	-4518708.0	-4526050.0	-4530235.0	-4529074.0	-0.774290525	-5419085.0	-5412750.0	-5412227.0	-5409386.0	20	1901.018810188102	30-04-24 14:48:44.999866
5.399	0.027	250	250	22.7323064	1714481345.056559	-6.58727014	-4141618.0	-4148230.0	-4152059.0	-4151108.0	-0.70972789	-4967135.0	-4961256.0	-4960819.0	-4958128.0	20	1901.018810188102	30-04-24 14:49:11.499705
5.998	0.03	250	250	22.8560169	1714481371.558538	-5.98849133	-3765042.0	-3770880.0	-3774427.0	-3773644.0	-0.64523293	-4515678.0	-4510258.0	-4509887.0	-4507382.0	20	1901.018810188102	30-04-24 14:49:37.999781
6.599	0.033	250	250	22.9272151	1714481398.0578487	-5.38891512	-3387949.0	-3393074.0	-3396263.0	-3395682.0	-0.580654678	-4063679.0	-4058663.0	-4058393.0	-4056039.0	20	1901.018810188102	30-04-24 14:50:04.497593
7.199	0.036	250	250	22.9595083	1714481424.5568492	-4.79028322	-3011449.0	-3015837.0	-3018685.0	-3018307.0	-0.516172723	-3612338.0	-3607739.0	-3607570.0	-3605390.0	20	1901.018810188102	30-04-24 14:50:30.999123
7.799	0.04	250	250	22.767091	1714481451.0569816	-4.19030741	-2634093.0	-2637728.0	-2640278.0	-2640057.0	-0.451518364	-3159850.0	-3155665.0	-3155558.0	-3153600.0	20	1901.018810188102	30-04-24 14:50:57.498136
8.399	0.043	250	250	22.5199575	1714481477.5538898	-3.59176778	-2257649.0	-2260540.0	-2262759.0	-2262711.0	-0.387012848	-2708325.0	-2704565.0	-2704549.0	-2702792.0	20	1901.018810188102	30-04-24 14:51:23.995979
8.998	0.046	250	250	22.300805	1714481504.055145	-2.99322296	-1881201.0	-1883362.0	-1885254.0	-1885425.0	-0.322530884	-2256993.0	-2253671.0	-2253699.0	-2252148.0	20	1901.018810188102	30-04-24 14:51:50.497526
9.598	0.049	250	250	22.03144	1714481530.5540428	-2.39396137	-1504318.0	-1505733.0	-1507295.0	-1507655.0	-0.257973484	-1805106.0	-1802216.0	-1802325.0	-1800911.0	20	1901.018810188102	30-04-24 14:52:16.996303
10.198	0.052	250	250	21.5451264	1714481557.0337722	-1.79445258	-1127259.0	-1127926.0	-1129142.0	-1129694.0	-0.193363872	-1352842.0	-1350396.0	-1350560.0	-1349398.0	20	1901.018810188102	30-04-24 14:52:43.476043
10.799	0.055	250	250	21.1715993	1714481583.5131586	-1.19462025	-750004.0	-749927.6	-750828.7	-751584.6	-0.128729743	-900420.6	-898393.4	-898642.7	-897666.0	20	1901.018810188102	30-04-24 14:53:09.955334
11.398	0.058	250	250	21.3138999	1714481609.9931998	-0.595811437	-373396.1	-372584.4	-373162.6	-374099.9	-0.0641897706	-448674.6	-447099.7	-447394.2	-446597.6	20	1901.018810188102	30-04-24 14:53:36.438455
11.998	0.061	250	250	21.4577337	1714481636.4770336	0.00342712391	3459.06	5011.58	4757.192	3635.9	0.000380679752	3308.024	4457.816	4064.704	4682.216	20	1901.018810188102	30-04-24 14:54:02.919673
12.598	0.064	250	250	21.4620459	1714481662.9572704	0.602421301	380178.1	382465.6	382531.2	381231.6	0.064922827	455064.4	455788.1	455304.3	455727.8	20	1901.018810188102	30-04-24 14:54:29.399902
