# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7449832.0	-7463129.0	-7469956.0	-7467689.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.5459888	1713959473.2434764	6	42.0	24-04-24 13:51:13.243545
0.6	0.002	250	250	-7153790.0	-7166362.0	-7172740.0	-7170289.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.4990344	1713959480.034447	6	42.0	24-04-24 13:51:20.034515
1.2	0.005	250	250	-6778726.0	-6790560.0	-6796610.0	-6794355.0	-8124660.0	-8115776.0	-8114856.0	-8110777.0	-1.16085659	21.5568171	1713959486.8165088	6	42.0	24-04-24 13:51:26.816559
1.8	0.008	250	250	-6402768.0	-6413865.0	-6419594.0	-6417540.0	-7674225.0	-7665769.0	-7664898.0	-7661022.0	-1.09649405	21.6333815	1713959493.5977721	6	42.0	24-04-24 13:51:33.597830
2.401	0.011	250	250	-6025595.0	-6035954.0	-6041321.0	-6039491.0	-7222249.0	-7214264.0	-7213421.0	-7209759.0	-1.0319192	21.6001302	1713959500.3796847	6	42.0	24-04-24 13:51:40.379738
3.001	0.015	250	250	-5649025.0	-5658643.0	-5663704.0	-5662033.0	-6771037.0	-6763428.0	-6762667.0	-6759251.0	-0.967449216	21.6166121	1713959507.1632407	6	42.0	24-04-24 13:51:47.163296
3.6	0.018	250	250	-5272560.0	-5281433.0	-5286198.0	-5284702.0	-6319877.0	-6312750.0	-6312070.0	-6308778.0	-0.902999389	21.6829232	1713959513.9540887	6	42.0	24-04-24 13:51:53.954148
4.2	0.021	250	250	-4895660.0	-4903797.0	-4908240.0	-4906917.0	-5868181.0	-5861462.0	-5860833.0	-5857741.0	-0.838458582	21.7436765	1713959520.7376742	6	42.0	24-04-24 13:52:00.737727
4.8	0.024	250	250	-4519126.0	-4526494.0	-4530642.0	-4529490.0	-5416519.0	-5410196.0	-5409688.0	-5406784.0	-0.773936786	21.7762571	1713959527.521583	6	42.0	24-04-24 13:52:07.521630
5.4	0.027	250	250	-4142096.0	-4148748.0	-4152519.0	-4151594.0	-4964779.0	-4958882.0	-4958472.0	-4955762.0	-0.709393923	21.7773112	1713959534.3064077	6	42.0	24-04-24 13:52:14.306459
6.0	0.03	250	250	-3765513.0	-3771403.0	-3774891.0	-3774141.0	-4513540.0	-4508089.0	-4507733.0	-4505193.0	-0.644934477	21.7997343	1713959541.0873106	6	42.0	24-04-24 13:52:21.087360
6.6	0.033	250	250	-3388416.0	-3393563.0	-3396723.0	-3396153.0	-4061633.0	-4056596.0	-4056322.0	-4054013.0	-0.580363146	21.8069212	1713959547.8660219	6	42.0	24-04-24 13:52:27.866080
7.2	0.036	250	250	-3011912.0	-3016312.0	-3019134.0	-3018772.0	-3610545.0	-3605950.0	-3605719.0	-3603604.0	-0.515914964	21.8244573	1713959554.6492808	6	42.0	24-04-24 13:52:34.649331
7.8	0.039	250	250	-2634508.0	-2638145.0	-2640667.0	-2640475.0	-3158214.0	-3154047.0	-3153895.0	-3151976.0	-0.451301258	21.8574212	1713959561.454749	6	42.0	24-04-24 13:52:41.454799
8.4	0.042	250	250	-2258020.0	-2260936.0	-2263127.0	-2263127.0	-2707104.0	-2703373.0	-2703293.0	-2701558.0	-0.386850173	21.8424724	1713959568.2573895	6	42.0	24-04-24 13:52:48.257444
8.999	0.045	250	250	-1881567.0	-1883724.0	-1885601.0	-1885778.0	-2255956.0	-2252659.0	-2252659.0	-2251106.0	-0.322398872	21.8715075	1713959575.0658593	6	42.0	24-04-24 13:52:55.065922
9.599	0.048	250	250	-1504569.0	-1505993.0	-1507535.0	-1507912.0	-1804157.0	-1801270.0	-1801350.0	-1800006.0	-0.257856519	21.8917266	1713959582.9542472	6	42.0	24-04-24 13:53:02.954305
10.199	0.051	250	250	-1127608.0	-1128287.0	-1129506.0	-1130068.0	-1352338.0	-1349905.0	-1350056.0	-1348872.0	-0.193307364	21.8676745	1713959589.7542446	6	42.0	24-04-24 13:53:09.754303
10.8	0.054	250	250	-750320.4	-750250.9	-751143.9	-751898.8	-900214.6	-898201.0	-898435.9	-897453.6	-0.128713104	21.9018841	1713959596.5420885	6	42.0	24-04-24 13:53:16.542150
11.4	0.058	250	250	-373676.3	-372865.9	-373447.1	-374386.6	-448829.0	-447256.0	-447587.4	-446774.5	-0.0642275481	21.9219116	1713959603.3266263	6	42.0	24-04-24 13:53:23.326684
12.0	0.061	250	250	3205.412	4753.584	4490.82	3377.168	2853.52	3987.28	3600.36	4219.748	0.000308997129	21.9140539	1713959610.106091	6	42.0	24-04-24 13:53:30.106148
12.599	0.064	250	250	379841.2	382125.4	382192.1	380889.4	454253.2	454963.2	454488.4	454901.1	0.0647975905	21.9398309	1713959616.8931358	6	42.0	24-04-24 13:53:36.893193
13.2	0.067	250	250	756851.6	759874.0	760263.0	758779.0	906106.0	906382.7	905833.9	906061.4	0.129346027	21.9144372	1713959623.6735659	6	42.0	24-04-24 13:53:43.673623
13.799	0.07	250	250	1133373.0	1137138.0	1137849.0	1136183.0	1357310.0	1357155.0	1356541.0	1356559.0	0.193804526	21.9069629	1713959630.4565423	6	42.0	24-04-24 13:53:50.456599
14.399	0.073	250	250	1510271.0	1514783.0	1515813.0	1513953.0	1808945.0	1808369.0	1807662.0	1807525.0	0.258330258	21.9184619	1713959637.242583	6	42.0	24-04-24 13:53:57.242631
14.999	0.076	250	250	1886894.0	1892145.0	1893498.0	1891458.0	2260413.0	2259416.0	2258615.0	2258289.0	0.322823291	21.9369562	1713959644.026693	6	42.0	24-04-24 13:54:04.026745
15.599	0.079	250	250	2264236.0	2270225.0	2271913.0	2269676.0	2712714.0	2711274.0	2710422.0	2709901.0	0.387436736	21.9130957	1713959650.8087544	6	42.0	24-04-24 13:54:10.808811
16.2	0.082	250	250	2641202.0	2647930.0	2649938.0	2647518.0	3164377.0	3162502.0	3161580.0	3160861.0	0.451965697	21.8960388	1713959657.593393	6	42.0	24-04-24 13:54:17.593441
16.8	0.085	250	250	3017827.0	3025290.0	3027626.0	3025018.0	3615888.0	3613580.0	3612596.0	3611662.0	0.51646308	21.9117541	1713959664.3723962	6	42.0	24-04-24 13:54:24.372446
17.4	0.088	250	250	3394651.0	3402874.0	3405518.0	3402728.0	4067505.0	4064786.0	4063687.0	4062617.0	0.580975665	21.8625957	1713959671.1651149	6	42.0	24-04-24 13:54:31.165172
18.0	0.091	250	250	3771549.0	3780509.0	3783449.0	3780500.0	4518928.0	4515753.0	4514613.0	4513350.0	0.645473241	21.8768737	1713959677.9444544	6	42.0	24-04-24 13:54:37.944510
18.6	0.095	250	250	4148312.0	4158027.0	4161307.0	4158154.0	4970380.0	4966786.0	4965549.0	4964077.0	0.709962517	21.9056213	1713959684.7228894	6	42.0	24-04-24 13:54:44.722947
19.199	0.098	250	250	4524624.0	4535071.0	4538673.0	4535339.0	5421038.0	5417008.0	5415730.0	5414071.0	0.774343336	21.8684411	1713959691.5036306	6	42.0	24-04-24 13:54:51.503689
19.8	0.101	250	250	4901635.0	4912842.0	4916764.0	4913235.0	5872917.0	5868473.0	5867137.0	5865245.0	0.838899173	21.8362438	1713959698.3075042	6	42.0	24-04-24 13:54:58.307551
20.4	0.104	250	250	5278323.0	5290258.0	5294479.0	5290786.0	6324688.0	6319815.0	6318388.0	6316329.0	0.903440054	21.846018	1713959705.113195	6	42.0	24-04-24 13:55:05.113256
21.0	0.107	250	250	5654721.0	5667428.0	5671953.0	5668089.0	6776085.0	6770768.0	6769262.0	6767020.0	0.967920797	21.8579003	1713959711.896378	6	42.0	24-04-24 13:55:11.896434
21.6	0.11	250	250	6031128.0	6044575.0	6049416.0	6045357.0	7227105.0	7221414.0	7219806.0	7217380.0	1.03235749	21.8149705	1713959718.6794107	6	42.0	24-04-24 13:55:18.679460
22.199	0.113	250	250	6406929.0	6421123.0	6426294.0	6422047.0	7677523.0	7671372.0	7669746.0	7667096.0	1.0967064	21.7514384	1713959725.4612992	6	42.0	24-04-24 13:55:25.461352
22.799	0.117	250	250	6782984.0	6797949.0	6803395.0	6798993.0	8128020.0	8121429.0	8119730.0	8116860.0	1.16104445	21.7642789	1713959732.2523518	6	42.0	24-04-24 13:55:32.252410
23.399	0.12	250	250	6855502.0	7485245.0	6876586.0	7486810.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	21.7758738	1713959739.0253155	6	42.0	24-04-24 13:55:39.025383
23.999	0.123	250	250	6847071.0	7485427.0	6868200.0	7486999.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	21.7729991	1713959745.797428	6	42.0	24-04-24 13:55:45.797489
