# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.151	0.0	250	250	-7420605.0	-7434300.0	-7441218.0	-7439552.0	-7442962.0	-7437971.0	-7437010.0	-7434592.0	-11.8643688	13.6166116	6.0	2.0	14-12-23 16:06:08.948583
0.5	0.002	250	250	-7223910.0	-7236560.0	-7242819.0	-7240575.0	-7244691.0	-7239321.0	-7238050.0	-7235191.0	-11.4862352	13.5737985	6.0	2.0	14-12-23 16:06:16.297951
1.0	0.004	250	250	-6912492.0	-6924534.0	-6930513.0	-6928398.0	-6932360.0	-6927151.0	-6925992.0	-6923215.0	-10.9906827	13.5598378	6.0	2.0	14-12-23 16:06:23.488808
1.499	0.007	250	250	-6599416.0	-6610825.0	-6616555.0	-6614591.0	-6618423.0	-6613402.0	-6612288.0	-6609614.0	-10.492892	13.5297526	6.0	2.0	14-12-23 16:06:30.663362
2.0	0.01	250	250	-6285008.0	-6295802.0	-6301241.0	-6299456.0	-6303124.0	-6298312.0	-6297277.0	-6294677.0	-9.99308063	13.7137085	6.0	2.0	14-12-23 16:06:37.825988
2.499	0.012	250	250	-5971097.0	-5981269.0	-5986429.0	-5984807.0	-5988318.0	-5983681.0	-5982689.0	-5980241.0	-9.49400724	13.7890967	6.0	2.0	14-12-23 16:06:45.176408
3.0	0.015	250	250	-5656471.0	-5666015.0	-5670924.0	-5669457.0	-5672833.0	-5668366.0	-5667444.0	-5665097.0	-8.99383222	13.7832102	6.0	2.0	14-12-23 16:06:52.346793
3.499	0.017	250	250	-5342643.0	-5351566.0	-5356195.0	-5354882.0	-5358094.0	-5353817.0	-5352976.0	-5350730.0	-8.49493699	13.8427762	6.0	2.0	14-12-23 16:06:59.613576
3.999	0.02	250	250	-5028174.0	-5036482.0	-5040868.0	-5039687.0	-5042730.0	-5038670.0	-5037884.0	-5035729.0	-7.99502475	13.9715175	6.0	2.0	14-12-23 16:07:06.783880
4.499	0.022	250	250	-4713770.0	-4721465.0	-4725597.0	-4724555.0	-4727446.0	-4723590.0	-4722867.0	-4720819.0	-7.49517882	13.9153723	6.0	2.0	14-12-23 16:07:13.950354
5.0	0.025	250	250	-4399123.0	-4406214.0	-4410079.0	-4409198.0	-4411957.0	-4408265.0	-4407632.0	-4405665.0	-6.99511836	13.9451553	6.0	2.0	14-12-23 16:07:21.425674
5.5	0.027	250	250	-4084897.0	-4091375.0	-4095010.0	-4094232.0	-4096841.0	-4093340.0	-4092766.0	-4090933.0	-6.49555657	13.9479474	6.0	2.0	14-12-23 16:07:28.588243
5.999	0.03	250	250	-3770987.0	-3776838.0	-3780221.0	-3779589.0	-3782055.0	-3778716.0	-3778234.0	-3776479.0	-5.99648288	13.9200259	6.0	2.0	14-12-23 16:07:35.863336
6.499	0.033	250	250	-3456520.0	-3461766.0	-3464890.0	-3464393.0	-3466718.0	-3463573.0	-3463176.0	-3461529.0	-5.49668156	13.8883814	6.0	2.0	14-12-23 16:07:43.117047
6.999	0.035	250	250	-3142457.0	-3147087.0	-3149925.0	-3149590.0	-3151756.0	-3148810.0	-3148481.0	-3146925.0	-4.99738656	13.8679056	6.0	2.0	14-12-23 16:07:50.312615
7.499	0.038	250	250	-2827551.0	-2831556.0	-2834150.0	-2833936.0	-2835964.0	-2833185.0	-2832952.0	-2831496.0	-4.49680954	13.907298	6.0	2.0	14-12-23 16:07:57.485781
7.999	0.04	250	250	-2513566.0	-2516957.0	-2519295.0	-2519236.0	-2521122.0	-2518521.0	-2518355.0	-2517003.0	-3.99768935	13.8213697	6.0	2.0	14-12-23 16:08:04.655233
8.499	0.043	250	250	-2199084.0	-2201856.0	-2203931.0	-2204016.0	-2205752.0	-2203349.0	-2203269.0	-2201996.0	-3.49774458	13.773903	6.0	2.0	14-12-23 16:08:11.822258
8.999	0.045	250	250	-1885160.0	-1887314.0	-1889131.0	-1889363.0	-1890949.0	-1888728.0	-1888700.0	-1887541.0	-2.99873635	13.7320207	6.0	2.0	14-12-23 16:08:18.996302
9.499	0.048	250	250	-1570516.0	-1572063.0	-1573616.0	-1573986.0	-1575434.0	-1573400.0	-1573441.0	-1572379.0	-2.49862054	13.7180599	6.0	2.0	14-12-23 16:08:26.214337
9.999	0.05	250	250	-1255976.0	-1256907.0	-1258206.0	-1258720.0	-1260011.0	-1258157.0	-1258290.0	-1257327.0	-1.99857732	13.7527987	6.0	2.0	14-12-23 16:08:33.389363
10.499	0.053	250	250	-941785.9	-942088.7	-943123.6	-943789.0	-944942.6	-943271.2	-943478.3	-942608.5	-1.49905295	13.6696626	6.0	2.0	14-12-23 16:08:40.811043
10.999	0.056	250	250	-627448.3	-627140.8	-627912.6	-628729.5	-629730.1	-628248.5	-628525.5	-627749.1	-0.999409337	13.6724547	6.0	2.0	14-12-23 16:08:47.970219
11.499	0.058	250	250	-313484.9	-312558.2	-313070.6	-314035.7	-314883.9	-313588.9	-313941.2	-313261.1	-0.500332158	13.7397686	6.0	2.0	14-12-23 16:08:55.142075
11.999	0.061	250	250	961.8	2503.776	2252.06	1148.5	453.436	1556.364	1131.032	1713.516	-0.000373742819	13.7472144	6.0	2.0	14-12-23 16:09:02.317912
12.498	0.063	250	250	314821.1	316976.2	316974.5	315738.0	315189.9	316100.9	315607.3	316092.2	0.498612136	13.6994456	6.0	2.0	14-12-23 16:09:09.491939
12.999	0.066	250	250	629565.3	632326.9	632584.0	631208.9	630808.1	631535.0	630961.3	631343.8	0.998853759	13.788166	6.0	2.0	14-12-23 16:09:16.726556
13.498	0.068	250	250	943418.4	946800.3	947318.4	945801.8	945547.0	946078.1	945438.0	945728.3	1.49781893	13.8300483	6.0	2.0	14-12-23 16:09:23.880305
13.999	0.071	250	250	1258136.0	1262132.0	1262903.0	1261251.0	1261153.0	1261497.0	1260781.0	1260961.0	1.99808405	13.8250926	6.0	2.0	14-12-23 16:09:31.153831
14.499	0.074	250	250	1572321.0	1576942.0	1577975.0	1576180.0	1576221.0	1576383.0	1575586.0	1575673.0	2.49755962	13.8623213	6.0	2.0	14-12-23 16:09:38.331936
14.998	0.076	250	250	1886393.0	1891622.0	1892914.0	1890974.0	1891166.0	1891125.0	1890270.0	1890259.0	2.99675653	13.9826862	6.0	2.0	14-12-23 16:09:45.481790
15.499	0.079	250	250	2201418.0	2207267.0	2208821.0	2206740.0	2207072.0	2206855.0	2205917.0	2205809.0	3.49757304	13.9498089	6.0	2.0	14-12-23 16:09:52.670041
15.998	0.081	250	250	2515252.0	2521716.0	2523544.0	2521319.0	2521795.0	2521385.0	2520370.0	2520164.0	3.99635436	13.9647004	6.0	2.0	14-12-23 16:10:00.045599
16.499	0.084	250	250	2830197.0	2837279.0	2839362.0	2836978.0	2837621.0	2837023.0	2835936.0	2835629.0	4.49704262	14.0524901	6.0	2.0	14-12-23 16:10:07.425391
16.998	0.086	250	250	3144057.0	3151758.0	3154111.0	3151577.0	3152369.0	3151580.0	3150435.0	3150021.0	4.99595986	14.0270585	6.0	2.0	14-12-23 16:10:14.628252
17.499	0.089	250	250	3458623.0	3466948.0	3469548.0	3466883.0	3467802.0	3466836.0	3465604.0	3465094.0	5.49593904	14.0317121	6.0	2.0	14-12-23 16:10:21.789995
17.999	0.092	250	250	3772942.0	3781881.0	3784747.0	3781922.0	3783015.0	3781850.0	3780546.0	3779935.0	5.99556861	14.0466036	6.0	2.0	14-12-23 16:10:28.964611
18.498	0.094	250	250	4087229.0	4096792.0	4099923.0	4096946.0	4098195.0	4096832.0	4095453.0	4094750.0	6.49514286	14.1046103	6.0	2.0	14-12-23 16:10:36.388106
18.999	0.097	250	250	4401862.0	4412056.0	4415422.0	4412317.0	4413676.0	4412150.0	4410698.0	4409891.0	6.99532024	14.035435	6.0	2.0	14-12-23 16:10:43.632028
19.499	0.099	250	250	4715726.0	4726508.0	4730154.0	4726911.0	4728433.0	4726685.0	4725183.0	4724251.0	7.49420926	14.0149592	6.0	2.0	14-12-23 16:10:50.783282
19.999	0.102	250	250	5030170.0	5041569.0	5045492.0	5042092.0	5043745.0	5041841.0	5040242.0	5039254.0	7.99406212	13.9684232	6.0	2.0	14-12-23 16:10:57.935069
20.498	0.105	250	250	5344112.0	5356137.0	5360256.0	5356734.0	5358520.0	5356435.0	5354770.0	5353678.0	8.4930054	13.9274716	6.0	2.0	14-12-23 16:11:05.471853
20.998	0.107	250	250	5658461.0	5671100.0	5675480.0	5671834.0	5673777.0	5671499.0	5669801.0	5668572.0	8.99273315	13.9808247	6.0	2.0	14-12-23 16:11:12.625788
21.499	0.11	250	250	5972359.0	5985633.0	5990308.0	5986470.0	5988560.0	5986129.0	5984325.0	5983030.0	9.49166823	13.8744207	6.0	2.0	14-12-23 16:11:19.809404
21.998	0.112	250	250	6286260.0	6300168.0	6305085.0	6301116.0	6303381.0	6300728.0	6298841.0	6297471.0	9.99066362	13.890545	6.0	2.0	14-12-23 16:11:26.962310
22.498	0.115	250	250	6599702.0	6614202.0	6619414.0	6615305.0	6617703.0	6614885.0	6612894.0	6611433.0	10.4889079	13.7925174	6.0	2.0	14-12-23 16:11:34.119734
22.998	0.118	250	250	6841998.0	7488945.0	6863364.0	7490636.0	7487599.0	6860047.0	7481838.0	7480184.0	10.9984465	13.7618037	6.0	2.0	14-12-23 16:11:41.311332
23.498	0.12	250	250	6841944.0	7489856.0	6863318.0	7491530.0	7488588.0	6860171.0	7482908.0	7481177.0	11.4854495	13.8002653	6.0	2.0	14-12-23 16:11:48.463794
23.999	0.123	250	250	6833261.0	7490048.0	6854736.0	7491730.0	7488729.0	6851539.0	7482997.0	7481283.0	11.9664516	13.7050299	6.0	2.0	14-12-23 16:11:55.629545
