# keith - ch4, keys - ch3
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
249.78647	249.763503	0.0	-1000.0	0.0	-1000.0	2.0	0.0	-1000.0	19-12-23 18:57:15.805803
245.217398	237.591041	1613.4	613.4000000000001	1613.4	613.4000000000001	2.0	1613.4	-1000.0	19-12-23 18:57:18.982182
232.918734	225.291916	3226.8	2226.8	3226.8	2226.8	2.0	3226.8	-1000.0	19-12-23 18:57:22.253921
220.612282	212.981474	4840.2	3840.2	4840.2	3840.2	2.0	4840.2	-1000.0	19-12-23 18:57:25.530780
208.308818	200.681296	6453.6	5453.6	6453.6	5453.6	2.0	6453.6	-1000.0	19-12-23 18:57:28.704112
196.000243	188.37262	8067.0	7067.0	8067.0	7067.0	2.0	8067.0	-1000.0	19-12-23 18:57:31.982056
183.697712	176.071951	9680.4	8680.4	9680.4	8680.4	2.0	9680.4	-1000.0	19-12-23 18:57:35.258987
171.398941	163.773739	11293.8	10293.8	11293.8	10293.8	2.0	11293.8	-1000.0	19-12-23 18:57:38.433089
159.090983	151.462855	12907.2	11907.2	12907.2	11907.2	2.0	12907.2	-1000.0	19-12-23 18:57:41.709054
146.786297	139.160863	14520.6	13520.6	14520.6	13520.6	2.0	14520.6	-1000.0	19-12-23 18:57:44.987166
134.478597	126.852679	16134.0	15134.0	16134.0	15134.0	2.0	16134.0	-1000.0	19-12-23 18:57:48.263946
122.175441	114.550656	17747.4	16747.4	17747.4	16747.4	2.0	17747.4	-1000.0	19-12-23 18:57:51.541112
109.874925	102.250995	19360.8	18360.8	19360.8	18360.8	2.0	19360.8	-1000.0	19-12-23 18:57:54.817599
97.5689777	89.9416521	20974.2	19974.2	20974.2	19974.2	2.0	20974.2	-1000.0	19-12-23 18:57:58.094597
85.2669661	77.6448095	22587.6	21587.6	22587.6	21587.6	2.0	22587.6	-1000.0	19-12-23 18:58:01.371464
72.9599489	65.3376318	24201.0	23201.0	24201.0	23201.0	2.0	24201.0	-1000.0	19-12-23 18:58:04.648321
60.6584878	53.0358374	25814.4	24814.4	25814.4	24814.4	2.0	25814.4	-1000.0	19-12-23 18:58:07.925086
48.3618063	40.7387861	27427.8	26427.8	27427.8	26427.8	2.0	27427.8	-1000.0	19-12-23 18:58:11.201940
36.0543832	28.4312156	29041.2	28041.2	29041.2	28041.2	2.0	29041.2	-1000.0	19-12-23 18:58:14.373949
23.754016	16.1330277	30654.6	29654.6	30654.6	29654.6	2.0	30654.6	-1000.0	19-12-23 18:58:17.653236
11.4496859	3.8282106	32268.0	31268.0	32268.0	31268.0	2.0	32268.0	-1000.0	19-12-23 18:58:20.930087
-0.851449285	-8.47194476	33881.4	32881.4	33881.4	32881.4	2.0	33881.4	-1000.0	19-12-23 18:58:24.104626
-13.1508089	-20.7709985	35494.8	34494.8	35494.8	34494.8	2.0	35494.8	-1000.0	19-12-23 18:58:27.279012
-25.454904	-33.0785842	37108.2	36108.2	37108.2	36108.2	2.0	37108.2	-1000.0	19-12-23 18:58:30.453543
-37.755861	-45.3761229	38721.6	37721.6	38721.6	37721.6	2.0	38721.6	-1000.0	19-12-23 18:58:33.730245
-50.0632319	-57.6836032	40335.0	39335.0	40335.0	39335.0	2.0	40335.0	-1000.0	19-12-23 18:58:37.621649
-62.3643636	-69.9860425	41948.4	40948.4	41948.4	40948.4	2.0	41948.4	-1000.0	19-12-23 18:58:40.898582
-74.6615412	-82.2839873	43561.8	42561.8	43561.8	42561.8	2.0	43561.8	-1000.0	19-12-23 18:58:44.175103
-86.9686891	-94.5933522	45175.2	44175.2	45175.2	44175.2	2.0	45175.2	-1000.0	19-12-23 18:58:47.452294
-99.2710346	-106.89382	46788.6	45788.6	46788.6	45788.6	2.0	46788.6	-1000.0	19-12-23 18:58:50.625467
-111.577638	-119.199811	48402.0	47402.0	48402.0	47402.0	2.0	48402.0	-1000.0	19-12-23 18:58:53.745873
-123.879426	-131.50201	50015.4	49015.4	50015.4	49015.4	2.0	50015.4	-1000.0	19-12-23 18:58:56.975509
-136.180945	-143.803637	51628.8	50628.8	51628.8	50628.8	2.0	51628.8	-1000.0	19-12-23 18:59:00.148805
-148.485942	-156.114128	53242.2	52242.2	53242.2	52242.2	2.0	53242.2	-1000.0	19-12-23 18:59:03.428133
-160.789025	-168.41185	54855.6	53855.6	54855.6	53855.6	2.0	54855.6	-1000.0	19-12-23 18:59:06.606677
-173.098923	-180.718694	56469.0	55469.0	56469.0	55469.0	2.0	56469.0	-1000.0	19-12-23 18:59:09.722056
-185.39895	-193.021487	58082.4	57082.4	58082.4	57082.4	2.0	58082.4	-1000.0	19-12-23 18:59:12.848586
-197.698819	-205.320036	59695.8	58695.8	59695.8	58695.8	2.0	59695.8	-1000.0	19-12-23 18:59:16.124614
-210.008298	-217.628765	61309.2	60309.2	61309.2	60309.2	2.0	61309.2	-1000.0	19-12-23 18:59:19.299190
-222.310803	-229.930129	62922.6	61922.6	62922.6	61922.6	2.0	62922.6	-1000.0	19-12-23 18:59:22.472353
-234.616027	-242.23342	64536.0	63536.0	64536.0	63536.0	2.0	64536.0	-1000.0	19-12-23 18:59:25.750259
