# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	1.457286432160804	10-04-24 17:29:32.555513
0	10000000.0	1.0	1164285.7142857143	0.2	1.457286432160804	10-04-24 17:29:32.783076
0	10000000.0	1.0	2228571.4285714286	0.2	1.457286432160804	10-04-24 17:29:33.010662
0	10000000.0	1.0	3292857.1428571427	0.2	1.457286432160804	10-04-24 17:29:33.237449
0	10000000.0	1.0	4357142.857142857	0.2	1.457286432160804	10-04-24 17:29:33.464474
0	10000000.0	1.0	5421428.571428572	0.2	1.457286432160804	10-04-24 17:29:33.691733
0	10000000.0	1.0	6485714.285714285	0.2	1.457286432160804	10-04-24 17:29:33.918431
0	10000000.0	1.0	7550000.0	0.2	1.457286432160804	10-04-24 17:29:34.145428
0	10000000.0	1.0	8614285.714285715	0.2	1.457286432160804	10-04-24 17:29:34.376633
0	10000000.0	1.0	9678571.42857143	0.2	1.457286432160804	10-04-24 17:29:34.603824
0	10000000.0	1.0	10742857.142857144	0.2	1.457286432160804	10-04-24 17:29:34.830159
0	10000000.0	1.0	11807142.857142856	0.2	1.457286432160804	10-04-24 17:29:35.057513
0	10000000.0	1.0	12871428.57142857	0.2	1.457286432160804	10-04-24 17:29:35.282096
0	10000000.0	1.0	13935714.285714285	0.2	1.457286432160804	10-04-24 17:29:35.514512
0	10000000.0	1.0	15000000.0	0.2	1.457286432160804	10-04-24 17:29:35.742196
