# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
8.4	0.042	250	250	-2257897.0	-2260818.0	-2262979.0	-2263007.0	-2706529.0	-2702769.0	-2702713.0	-2700982.0	-3.59190367	-0.386728619	24.8686029	1711451987.3719096	6	8.0	26-03-24 12:19:47.371960
8.999	0.045	250	250	-1881411.0	-1883577.0	-1885434.0	-1885641.0	-2255484.0	-2252151.0	-2252156.0	-2250630.0	-2.99336013	-0.322304351	24.8225266	1711451995.172004	6	8.0	26-03-24 12:19:55.172066
9.599	0.048	250	250	-1504580.0	-1506006.0	-1507543.0	-1507921.0	-1803915.0	-1801009.0	-1801128.0	-1799784.0	-2.39417372	-0.257786166	24.8050176	1711452002.972612	6	8.0	26-03-24 12:20:02.972667
10.2	0.051	250	250	-1127488.0	-1128161.0	-1129376.0	-1129948.0	-1352023.0	-1349560.0	-1349722.0	-1348554.0	-1.79464103	-0.193229853	24.7070367	1711452010.792806	6	8.0	26-03-24 12:20:10.792855
10.801	0.054	250	250	-750254.9	-750180.0	-751074.4	-751827.0	-899977.7	-897938.6	-898171.9	-897198.7	-1.19481348	-0.128653517	24.6941353	1711452018.8225079	6	8.0	26-03-24 12:20:18.822570
11.4	0.058	250	250	-373597.6	-372780.8	-373359.4	-374295.3	-448650.0	-447050.1	-447397.4	-446587.8	-0.595993937	-0.0641774159	24.7266879	1711452026.8606236	6	8.0	26-03-24 12:20:26.860680
12.0	0.061	250	250	3342.672	4903.88	4646.58	3533.76	3046.068	4213.28	3816.844	4432.708	0.00335941194	0.000343975464	24.6796901	1711452034.6603758	6	8.0	26-03-24 12:20:34.660435
12.6	0.064	250	250	380015.1	382311.7	382371.8	381090.9	454465.0	455175.1	454700.4	455122.0	0.602281277	0.0648402419	24.6502012	1711452042.4981608	6	8.0	26-03-24 12:20:42.498223
13.2	0.067	250	250	757065.9	760106.9	760497.8	759032.6	906313.3	906589.3	906057.1	906303.8	1.20175564	0.129384301	24.6419075	1711452050.5278497	6	8.0	26-03-24 12:20:50.527910
13.799	0.07	250	250	1133562.0	1137347.0	1138049.0	1136408.0	1357484.0	1357308.0	1356693.0	1356753.0	1.80032039	0.193828029	24.5875374	1711452058.356834	6	8.0	26-03-24 12:20:58.356887
14.399	0.073	250	250	1510376.0	1514904.0	1515939.0	1514109.0	1809019.0	1808413.0	1807744.0	1807582.0	2.3994679	0.258343498	24.5433042	1711452066.159338	6	8.0	26-03-24 12:21:06.159395
14.999	0.076	250	250	1886971.0	1892243.0	1893604.0	1891589.0	2260276.0	2259251.0	2258480.0	2258145.0	2.99817606	0.322811537	24.5414611	1711452074.208449	6	8.0	26-03-24 12:21:14.208502
15.599	0.079	250	250	2264341.0	2270384.0	2272046.0	2269848.0	2712638.0	2711180.0	2710341.0	2709827.0	3.59814357	0.387411892	24.5285597	1711452082.0384817	6	8.0	26-03-24 12:21:22.038539
16.2	0.082	250	250	2641180.0	2647974.0	2649962.0	2647573.0	3164242.0	3162347.0	3161437.0	3160729.0	4.19729506	0.451926353	24.5350104	1711452089.841535	6	8.0	26-03-24 12:21:29.841592
16.8	0.085	250	250	3017677.0	3025200.0	3027483.0	3024943.0	3615418.0	3613080.0	3612106.0	3611184.0	4.79584797	0.516388501	24.5635777	1711452097.8503609	6	8.0	26-03-24 12:21:37.850417
17.4	0.088	250	250	3394406.0	3402685.0	3405286.0	3402556.0	4066935.0	4064161.0	4063089.0	4061996.0	5.39482326	0.580876777	24.5866159	1711452105.6806884	6	8.0	26-03-24 12:21:45.680746
18.0	0.091	250	250	3771306.0	3780330.0	3783269.0	3780338.0	4518416.0	4515196.0	4514042.0	4512766.0	5.9940343	0.645370473	24.6142617	1711452113.4824698	6	8.0	26-03-24 12:21:53.482524
18.6	0.095	250	250	4148027.0	4157788.0	4161062.0	4157953.0	4969858.0	4966222.0	4964992.0	4963546.0	6.59300795	0.709860517	24.7039489	1711452121.5321286	6	8.0	26-03-24 12:22:01.532178
19.2	0.098	250	250	4524466.0	4534953.0	4538580.0	4535272.0	5420997.0	5416927.0	5415648.0	5413959.0	7.19149724	0.774304629	24.6188693	1711452129.5712655	6	8.0	26-03-24 12:22:09.571314
19.8	0.101	250	250	4901632.0	4912879.0	4916801.0	4913305.0	5873178.0	5868673.0	5867320.0	5865449.0	7.79106687	0.838893217	24.670774	1711452137.3959475	6	8.0	26-03-24 12:22:17.396005
20.4	0.104	250	250	5278382.0	5290366.0	5294607.0	5290932.0	6324802.0	6319871.0	6318432.0	6316369.0	8.3900245	0.90340286	24.5466911	1711452145.420678	6	8.0	26-03-24 12:22:25.420734
21.0	0.107	250	250	5654836.0	5667599.0	5672173.0	5668308.0	6776090.0	6770725.0	6769231.0	6766970.0	8.98861773	0.967863289	24.5912235	1711452153.2363052	6	8.0	26-03-24 12:22:33.236360
21.6	0.11	250	250	6031264.0	6044754.0	6049651.0	6045597.0	7226863.0	7221065.0	7219491.0	7217084.0	9.58706929	1.03225627	24.5866159	1711452161.0367203	6	8.0	26-03-24 12:22:41.036776
22.199	0.113	250	250	6407161.0	6421438.0	6426629.0	6422394.0	7677058.0	7670815.0	7669186.0	7666621.0	10.1846691	1.09657943	24.4840273	1711452168.8367007	6	8.0	26-03-24 12:22:48.836756
22.799	0.117	250	250	6783358.0	6798386.0	6803834.0	6799474.0	8128032.0	8121365.0	8119620.0	8116841.0	10.7827769	1.16096834	24.5110507	1711452176.902797	6	8.0	26-03-24 12:22:56.902852
23.399	0.12	250	250	6854108.0	7485770.0	6875464.0	7487416.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3800292	9.9e+37	24.4999924	1711452184.9390779	6	8.0	26-03-24 12:23:04.939141
24.0	0.123	250	250	6845542.0	7485925.0	6867034.0	7487578.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9654848	9.9e+37	24.4778758	1711452192.7683284	6	8.0	26-03-24 12:23:12.768390
