# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7441947.0	-7455469.0	-7462629.0	-7460594.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8788583	9.9e+37	22.683712	1711454481.5445378	6	15.999999999999998	26-03-24 13:01:21.544602
0.6	0.002	250	250	-7153875.0	-7166433.0	-7172776.0	-7170461.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765902	9.9e+37	22.5921818	1711454489.6371994	6	15.999999999999998	26-03-24 13:01:29.637265
1.201	0.005	250	250	-6778772.0	-6790599.0	-6796622.0	-6794488.0	-8123493.0	-8114581.0	-8113650.0	-8109516.0	-10.7799799	-1.16059797	22.5691436	1711454497.6498275	6	15.999999999999998	26-03-24 13:01:37.649880
1.8	0.008	250	250	-6402850.0	-6413932.0	-6419628.0	-6417674.0	-7673081.0	-7664601.0	-7663716.0	-7659831.0	-10.1822042	-1.09625323	22.6321066	1711454505.673661	6	15.999999999999998	26-03-24 13:01:45.673718
2.401	0.011	250	250	-6025635.0	-6035975.0	-6041361.0	-6039563.0	-7221317.0	-7213237.0	-7212431.0	-7208705.0	-9.58240378	-1.03170012	22.5682221	1711454513.720399	6	15.999999999999998	26-03-24 13:01:53.720454
3.001	0.014	250	250	-5649023.0	-5658643.0	-5663711.0	-5662073.0	-6769878.0	-6762242.0	-6761490.0	-6757989.0	-8.98355673	-0.967193841	22.578658	1711454521.7599237	6	15.999999999999998	26-03-24 13:02:01.759981
3.6	0.018	250	250	-5272560.0	-5281395.0	-5286180.0	-5284729.0	-6318700.0	-6311489.0	-6310827.0	-6307549.0	-8.38492095	-0.902753541	22.4428945	1711454529.5595446	6	15.999999999999998	26-03-24 13:02:09.559605
4.2	0.021	250	250	-4895677.0	-4903779.0	-4908211.0	-4906950.0	-5867444.0	-5860664.0	-5860058.0	-5856957.0	-7.78574094	-0.838284907	22.371937	1711454537.6242654	6	15.999999999999998	26-03-24 13:02:17.624323
4.8	0.024	250	250	-4519143.0	-4526507.0	-4530604.0	-4529539.0	-5416192.0	-5409863.0	-5409338.0	-5406405.0	-7.18705711	-0.773824067	22.2788628	1711454545.679933	6	15.999999999999998	26-03-24 13:02:25.679992
5.4	0.027	250	250	-4142062.0	-4148687.0	-4152465.0	-4151579.0	-4964474.0	-4958553.0	-4958139.0	-4955380.0	-6.58751423	-0.70928395	22.1830241	1711454553.4813852	6	15.999999999999998	26-03-24 13:02:33.481438
