# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-4.99891305	6.999	0.035	-4.989741	-3147955.0	-3151022.0	-3150463.0	-5.005203	-3149891.0	-3149636.0	-3148187.0	7.0	6.0	11-12-23 16:07:53.108587
-4.49850522	7.5	0.038	-4.490037	-2832528.0	-2835314.0	-2834932.0	-4.504103	-2834371.0	-2834200.0	-2832841.0	7.0	6.0	11-12-23 16:08:00.790338
-3.99946143	7.999	0.04	-3.991745	-2517978.0	-2520492.0	-2520277.0	-4.004381	-2519732.0	-2519628.0	-2518365.0	7.0	6.0	11-12-23 16:08:08.408061
-3.49971907	8.499	0.043	-3.492744	-2202974.0	-2205218.0	-2205166.0	-3.503893	-2204630.0	-2204586.0	-2203398.0	7.0	6.0	11-12-23 16:08:16.148892
-3.00078986	8.999	0.045	-2.994581	-1888519.0	-1890471.0	-1890580.0	-3.004265	-1890065.0	-1890100.0	-1888996.0	7.0	6.0	11-12-23 16:08:23.680023
-2.50068008	9.499	0.048	-2.495192	-1573274.0	-1574947.0	-1575226.0	-2.503455	-1574722.0	-1574826.0	-1573819.0	7.0	6.0	11-12-23 16:08:31.211097
-2.00086432	9.999	0.05	-1.996097	-1258230.0	-1259621.0	-1260067.0	-2.002873	-1259575.0	-1259741.0	-1258826.0	7.0	6.0	11-12-23 16:08:38.888314
-1.50148548	10.5	0.053	-1.497522	-943458.8	-944559.2	-945182.6	-1.502804	-944705.4	-944949.5	-944122.3	7.0	6.0	11-12-23 16:08:46.466243
-1.00190266	11.0	0.056	-0.9987552	-628593.4	-629428.6	-630207.2	-1.002517	-629745.3	-630047.6	-629309.8	7.0	6.0	11-12-23 16:08:54.079167
-0.502759482	11.499	0.058	-0.5003968	-313991.8	-314538.9	-315491.3	-0.5026713	-315041.8	-315418.3	-314754.2	7.0	6.0	11-12-23 16:09:01.721263
-0.00294538504	11.999	0.061	-0.001287615	1052.55	777.4	-335.05	-0.002152672	97.5	-353.15	230.6	7.0	6.0	11-12-23 16:09:09.336917
0.49600124	12.499	0.063	0.4968898	315503.9	315518.4	314244.2	0.4975231	314658.2	314153.8	314628.3	7.0	6.0	11-12-23 16:09:16.867603
0.996157288	13.0	0.066	0.9962783	630755.1	631052.2	629611.5	0.9983624	630004.1	629428.2	629819.9	7.0	6.0	11-12-23 16:09:24.452631
1.4950481	13.498	0.068	1.494411	945233.6	945804.4	944206.8	1.498014	944595.0	943949.4	944242.7	7.0	6.0	11-12-23 16:09:32.132063
1.9951961	13.999	0.071	1.99386	1260485.0	1261341.0	1259562.0	1.998843	1259938.0	1259229.0	1259430.0	7.0	6.0	11-12-23 16:09:39.661483
2.49463235	14.499	0.073	2.492558	1575288.0	1576430.0	1574495.0	2.498982	1574844.0	1574064.0	1574164.0	7.0	6.0	11-12-23 16:09:47.187424
2.99361569	14.998	0.076	2.990798	1889829.0	1891231.0	1889134.0	2.998743	1889465.0	1888612.0	1888631.0	7.0	6.0	11-12-23 16:09:54.878944
3.49440266	15.5	0.079	3.490896	2205478.0	2207164.0	2204892.0	3.50018	2205217.0	2204290.0	2204216.0	7.0	6.0	11-12-23 16:10:02.408822
3.99294336	15.998	0.081	3.988559	2519702.0	2521670.0	2519253.0	3.999455	2519560.0	2518594.0	2518433.0	7.0	6.0	11-12-23 16:10:09.935526
4.49348503	16.499	0.084	4.488455	2835213.0	2837460.0	2834867.0	4.500871	2835188.0	2834132.0	2833869.0	7.0	6.0	11-12-23 16:10:17.704174
4.99230438	16.999	0.086	4.986619	3149701.0	3152239.0	3149473.0	5.000415	3149725.0	3148626.0	3148270.0	7.0	6.0	11-12-23 16:10:25.587921
5.49223927	17.499	0.089	5.485703	3464792.0	3467608.0	3464655.0	5.501091	3464926.0	3463728.0	3463296.0	7.0	6.0	11-12-23 16:10:33.203262
5.99173729	17.999	0.092	5.984502	3779641.0	3782713.0	3779613.0	6.001284	3779882.0	3778635.0	3778114.0	7.0	6.0	11-12-23 16:10:40.745123
6.49140303	18.499	0.094	6.483416	4094593.0	4097983.0	4094694.0	6.501556	4094935.0	4093604.0	4093014.0	7.0	6.0	11-12-23 16:10:49.754340
6.99126971	18.999	0.097	6.982453	4409663.0	4413310.0	4409868.0	7.002231	4410120.0	4408735.0	4408000.0	7.0	6.0	11-12-23 16:10:57.287024
7.48998578	19.499	0.099	7.48069	4724106.0	4728026.0	4724424.0	7.501799	4724628.0	4723171.0	4722334.0	7.0	6.0	11-12-23 16:11:05.012059
7.98960656	19.999	0.102	7.979434	5039001.0	5043215.0	5039462.0	8.002124	5039667.0	5038140.0	5037222.0	7.0	6.0	11-12-23 16:11:12.626964
8.48845702	20.498	0.105	8.477517	5353410.0	5357940.0	5353983.0	8.501728	5354174.0	5352598.0	5351601.0	7.0	6.0	11-12-23 16:11:20.270597
8.98810997	20.999	0.107	8.976528	5668405.0	5673192.0	5669063.0	9.002047	5669230.0	5667558.0	5666510.0	7.0	6.0	11-12-23 16:11:27.948842
9.48693134	21.499	0.11	9.474651	5982819.0	5987919.0	5983650.0	9.501597	5983771.0	5982058.0	5980917.0	7.0	6.0	11-12-23 16:11:35.627966
9.9860548	21.999	0.112	9.973122	6297458.0	6302806.0	6298365.0	10.00152	6298499.0	6296694.0	6295460.0	7.0	6.0	11-12-23 16:11:43.247817
10.4839522	22.498	0.115	10.4702	6611242.0	6616942.0	6612332.0	10.50011	6612474.0	6610590.0	6609218.0	7.0	6.0	11-12-23 16:11:50.885921
10.9946559	22.998	0.118	10.89744	7485304.0	6886690.0	7487085.0	11.88173	6884290.0	7479954.0	7478435.0	7.0	6.0	11-12-23 16:11:58.421587
11.480108	23.498	0.12	10.89681	7486518.0	6886517.0	7488229.0	11.88347	6883710.0	7481219.0	7479686.0	7.0	6.0	11-12-23 16:12:06.081557
11.9612549	23.999	0.123	10.8838	7486689.0	6878502.0	7488352.0	11.88372	6875637.0	7481298.0	7479777.0	7.0	6.0	11-12-23 16:12:13.824359
