# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-11.8939682	0.068	0.0	-11.82992	-7465865.0	-7472653.0	-7470034.0	-11.82463	-7443286.0	-7442163.0	-7439485.0	7.0	6.0	11-12-23 16:06:05.178509
-11.4874225	0.5	0.002	-11.46824	-7237661.0	-7244384.0	-7241653.0	-11.50291	-7240886.0	-7239767.0	-7237126.0	7.0	6.0	11-12-23 16:06:12.708706
-10.9915508	1.0	0.004	-10.97317	-6925090.0	-6931559.0	-6928999.0	-11.00627	-6928278.0	-6927233.0	-6924639.0	7.0	6.0	11-12-23 16:06:20.540095
-10.4937288	1.499	0.007	-10.47607	-6611334.0	-6617484.0	-6615095.0	-10.50768	-6614308.0	-6613370.0	-6610879.0	7.0	6.0	11-12-23 16:06:28.094898
-9.99401889	2.0	0.009	-9.977155	-6296333.0	-6302210.0	-6300004.0	-10.00729	-6299239.0	-6298344.0	-6295970.0	7.0	6.0	11-12-23 16:06:35.798483
-9.49496394	2.499	0.012	-9.478968	-5981797.0	-5987410.0	-5985345.0	-9.507668	-5984648.0	-5983768.0	-5981507.0	7.0	6.0	11-12-23 16:06:43.327108
-8.99486416	3.0	0.015	-8.979471	-5666563.0	-5671901.0	-5670004.0	-9.006783	-5669305.0	-5668493.0	-5666311.0	7.0	6.0	11-12-23 16:06:51.466189
-8.49604044	3.5	0.017	-8.481551	-5352205.0	-5357244.0	-5355510.0	-8.507253	-5354827.0	-5354104.0	-5352002.0	7.0	6.0	11-12-23 16:06:59.083674
-7.99615366	4.0	0.02	-7.982318	-5037076.0	-5041839.0	-5040311.0	-8.006701	-5039643.0	-5038968.0	-5036978.0	7.0	6.0	11-12-23 16:07:06.877097
-7.49639705	4.5	0.022	-7.483308	-4722098.0	-4726585.0	-4725209.0	-7.506245	-4724534.0	-4723950.0	-4722037.0	7.0	6.0	11-12-23 16:07:14.618690
-6.99652094	5.0	0.025	-6.984227	-4407032.0	-4411242.0	-4410034.0	-7.005683	-4409356.0	-4408825.0	-4406987.0	7.0	6.0	11-12-23 16:07:22.494775
-6.49693266	5.5	0.027	-6.485426	-4092172.0	-4096098.0	-4095048.0	-6.505305	-4094382.0	-4093947.0	-4092224.0	7.0	6.0	11-12-23 16:07:30.277568
-5.99787941	5.999	0.03	-5.987148	-3777612.0	-3781241.0	-3780361.0	-6.00563	-3779730.0	-3779365.0	-3777716.0	7.0	6.0	11-12-23 16:07:37.807278
-5.49827693	6.499	0.032	-5.488168	-3462677.0	-3466043.0	-3465325.0	-5.505239	-3464745.0	-3464431.0	-3462897.0	7.0	6.0	11-12-23 16:07:45.432705
