# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.1	0.0	250	250	-7448446.0	-7462000.0	-7468703.0	-7466831.0	-7457404.0	-7451919.0	-7450668.0	-7447812.0	-11.8890892	13.694792	6.0	2.0	14-12-23 16:33:44.215254
0.5	0.002	250	250	-7224169.0	-7236834.0	-7243040.0	-7240852.0	-7245008.0	-7239589.0	-7238339.0	-7235441.0	-11.486678	13.6854848	6.0	2.0	14-12-23 16:33:51.371918
1.0	0.004	250	250	-6912501.0	-6924584.0	-6930492.0	-6928445.0	-6932365.0	-6927155.0	-6925961.0	-6923134.0	-10.9907508	13.7630366	6.0	2.0	14-12-23 16:33:58.545652
1.499	0.007	250	250	-6599278.0	-6610751.0	-6616388.0	-6614485.0	-6618278.0	-6613267.0	-6612130.0	-6609448.0	-10.4927608	13.6901384	6.0	2.0	14-12-23 16:34:05.732386
2.0	0.01	250	250	-6284926.0	-6295775.0	-6301195.0	-6299390.0	-6303040.0	-6298192.0	-6297106.0	-6294567.0	-9.9929648	13.7050299	6.0	2.0	14-12-23 16:34:12.904860
2.499	0.012	250	250	-5970975.0	-5981183.0	-5986370.0	-5984713.0	-5988222.0	-5983574.0	-5982556.0	-5980096.0	-9.49385758	13.7143371	6.0	2.0	14-12-23 16:34:20.074218
3.0	0.015	250	250	-5656336.0	-5665941.0	-5670865.0	-5669344.0	-5672726.0	-5668244.0	-5667311.0	-5664960.0	-8.99365852	13.8160875	6.0	2.0	14-12-23 16:34:27.255186
3.5	0.017	250	250	-5342485.0	-5351495.0	-5356140.0	-5354757.0	-5357969.0	-5353680.0	-5352823.0	-5350573.0	-8.49473719	13.7990324	6.0	2.0	14-12-23 16:34:34.523404
4.0	0.02	250	250	-5028042.0	-5036420.0	-5040804.0	-5039572.0	-5042632.0	-5038541.0	-5037768.0	-5035595.0	-7.99483558	13.8437069	6.0	2.0	14-12-23 16:34:41.672884
4.5	0.022	250	250	-4713571.0	-4721326.0	-4725465.0	-4724390.0	-4727296.0	-4723364.0	-4722684.0	-4720599.0	-7.4949751	13.9032729	6.0	2.0	14-12-23 16:34:48.872892
5.0	0.025	250	250	-4399122.0	-4406254.0	-4410145.0	-4409213.0	-4411984.0	-4408257.0	-4407659.0	-4405675.0	-6.99509602	13.9544625	6.0	2.0	14-12-23 16:34:56.034446
5.5	0.027	250	250	-4084756.0	-4091247.0	-4094891.0	-4094097.0	-4096737.0	-4093191.0	-4092653.0	-4090773.0	-6.4954102	14.0832038	6.0	2.0	14-12-23 16:35:03.210978
5.999	0.03	250	250	-3770794.0	-3776690.0	-3780065.0	-3779421.0	-3781882.0	-3778526.0	-3778074.0	-3776283.0	-5.99628479	14.0670794	6.0	2.0	14-12-23 16:35:10.384146
6.499	0.032	250	250	-3456442.0	-3461701.0	-3464783.0	-3464304.0	-3466641.0	-3463461.0	-3463102.0	-3461411.0	-5.49654659	14.1182689	6.0	2.0	14-12-23 16:35:17.609102
6.999	0.035	250	250	-3142288.0	-3146932.0	-3149753.0	-3149429.0	-3151595.0	-3148625.0	-3148306.0	-3146722.0	-4.99716827	14.101516	6.0	2.0	14-12-23 16:35:24.784129
7.499	0.038	250	250	-2827413.0	-2831448.0	-2834016.0	-2833826.0	-2835849.0	-2833067.0	-2832821.0	-2831347.0	-4.49659535	14.0577722	6.0	2.0	14-12-23 16:35:31.942315
7.999	0.04	250	250	-2513487.0	-2516898.0	-2519221.0	-2519162.0	-2521051.0	-2518455.0	-2518279.0	-2516911.0	-3.99760525	14.0729659	6.0	2.0	14-12-23 16:35:39.209115
8.499	0.043	250	250	-2199003.0	-2201791.0	-2203854.0	-2203952.0	-2205681.0	-2203271.0	-2203173.0	-2201910.0	-3.49765657	13.9479474	6.0	2.0	14-12-23 16:35:46.411793
