# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.023	0.0	250	250	-7453819.0	-7466884.0	-7473373.0	-7470979.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	21.3206077	1714411167.5581486	20.0	2201.021780217802	29-04-24 19:19:27.558215
0.6	0.003	250	250	-7155860.0	-7168497.0	-7174850.0	-7172390.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	21.2468222	1714411194.0129654	20.0	2201.021780217802	29-04-24 19:19:54.013034
1.2	0.006	250	250	-6779361.0	-6791228.0	-6797279.0	-6795008.0	-8124797.0	-8115878.0	-8114855.0	-8110937.0	9.9e+37	9.9e+37	21.3500261	1714411220.4718218	20.0	2201.021780217802	29-04-24 19:20:20.471886
1.799	0.009	250	250	-6402945.0	-6414122.0	-6419824.0	-6417748.0	-7674164.0	-7665718.0	-7664753.0	-7660966.0	9.9e+37	9.9e+37	21.4490136	1714411246.929644	20.0	2201.021780217802	29-04-24 19:20:46.929710
2.4	0.012	250	250	-6025575.0	-6035968.0	-6041375.0	-6039469.0	-7222447.0	-7214413.0	-7213523.0	-7209972.0	9.9e+37	9.9e+37	21.631465	1714411273.3858824	20.0	2201.021780217802	29-04-24 19:21:13.385952
3.0	0.015	250	250	-5648888.0	-5658548.0	-5663557.0	-5661917.0	-6771332.0	-6763687.0	-6762926.0	-6759565.0	9.9e+37	9.9e+37	21.8198576	1714411299.8410962	20.0	2201.021780217802	29-04-24 19:21:39.841162
3.6	0.018	250	250	-5272250.0	-5281160.0	-5285909.0	-5284383.0	-6320573.0	-6313374.0	-6312674.0	-6309479.0	9.9e+37	9.9e+37	22.0278944	1714411326.2967389	20.0	2201.021780217802	29-04-24 19:22:06.296808
4.199	0.021	250	250	-4895375.0	-4903559.0	-4907954.0	-4906640.0	-5869152.0	-5862377.0	-5861750.0	-5858740.0	9.9e+37	9.9e+37	22.2134123	1714411352.7536836	20.0	2201.021780217802	29-04-24 19:22:32.753754
4.799	0.024	250	250	-4518801.0	-4526236.0	-4530320.0	-4529182.0	-5417892.0	-5411553.0	-5411006.0	-5408177.0	9.9e+37	9.9e+37	22.3524548	1714411379.2158072	20.0	2201.021780217802	29-04-24 19:22:59.215878
5.399	0.027	250	250	-4141734.0	-4148407.0	-4152207.0	-4151247.0	-4966168.0	-4960279.0	-4959826.0	-4957187.0	9.9e+37	9.9e+37	22.5954678	1714411405.6828132	20.0	2201.021780217802	29-04-24 19:23:25.682883
5.998	0.03	250	250	-3765158.0	-3771098.0	-3774545.0	-3773777.0	-4514901.0	-4509411.0	-4509046.0	-4506601.0	9.9e+37	9.9e+37	22.6981926	1714411432.138418	20.0	2201.021780217802	29-04-24 19:23:52.138487
6.599	0.033	250	250	-3388034.0	-3393213.0	-3396363.0	-3395767.0	-4062952.0	-4057910.0	-4057593.0	-4055343.0	9.9e+37	9.9e+37	22.8576459	1714411458.5917835	20.0	2201.021780217802	29-04-24 19:24:18.592069
7.199	0.036	250	250	-3011564.0	-3015977.0	-3018821.0	-3018423.0	-3611669.0	-3607057.0	-3606847.0	-3604763.0	9.9e+37	9.9e+37	22.821424	1714411485.047008	20.0	2201.021780217802	29-04-24 19:24:45.047069
7.799	0.04	250	250	-2634067.0	-2637734.0	-2640255.0	-2640042.0	-3159171.0	-3154984.0	-3154831.0	-3152969.0	9.9e+37	9.9e+37	22.6997258	1714411511.5004215	20.0	2201.021780217802	29-04-24 19:25:11.500489
8.399	0.043	250	250	-2257559.0	-2260498.0	-2262674.0	-2262661.0	-2707836.0	-2704088.0	-2704016.0	-2702330.0	9.9e+37	9.9e+37	22.4424348	1714411537.9548118	20.0	2201.021780217802	29-04-24 19:25:37.954881
8.998	0.046	250	250	-1881152.0	-1883336.0	-1885200.0	-1885373.0	-2256489.0	-2253176.0	-2253159.0	-2251679.0	9.9e+37	9.9e+37	22.1837064	1714411564.4269516	20.0	2201.021780217802	29-04-24 19:26:04.427021
9.598	0.049	250	250	-1504179.0	-1505609.0	-1507148.0	-1507514.0	-1804573.0	-1801652.0	-1801737.0	-1800412.0	9.9e+37	9.9e+37	21.8197618	1714411590.8834503	20.0	2201.021780217802	29-04-24 19:26:30.883531
10.198	0.052	250	250	-1127164.0	-1127860.0	-1129060.0	-1129617.0	-1352455.0	-1350011.0	-1350149.0	-1349016.0	9.9e+37	9.9e+37	21.5279737	1714411617.3791432	20.0	2201.021780217802	29-04-24 19:26:57.379211
10.799	0.055	250	250	-749949.5	-749881.4	-750779.3	-751532.9	-900159.0	-898148.7	-898355.9	-897377.9	9.9e+37	9.9e+37	21.3003885	1714411643.8362565	20.0	2201.021780217802	29-04-24 19:27:23.836330
11.399	0.058	250	250	-373275.3	-372475.2	-373040.7	-373989.1	-448470.3	-446885.4	-447218.3	-446415.3	9.9e+37	9.9e+37	21.3391978	1714411670.2905123	20.0	2201.021780217802	29-04-24 19:27:50.290585
11.999	0.061	250	250	3599.948	5150.604	4901.632	3773.052	3423.636	4584.304	4173.424	4822.156	9.9e+37	9.9e+37	21.2839066	1714411696.744603	20.0	2201.021780217802	29-04-24 19:28:16.744677
12.598	0.064	250	250	380300.2	382589.5	382654.8	381353.8	455091.6	455812.8	455341.1	455765.3	9.9e+37	9.9e+37	21.4176787	1714411723.1971686	20.0	2201.021780217802	29-04-24 19:28:43.197241
13.198	0.067	250	250	757269.5	760298.1	760685.5	759200.3	907089.7	907377.5	906834.4	907076.4	9.9e+37	9.9e+37	21.5549006	1714411749.6499445	20.0	2201.021780217802	29-04-24 19:29:09.650021
13.798	0.07	250	250	1133748.0	1137523.0	1138229.0	1136559.0	1358460.0	1358288.0	1357690.0	1357719.0	9.9e+37	9.9e+37	21.7590086	1714411776.1072063	20.0	2201.021780217802	29-04-24 19:29:36.107276
14.398	0.073	250	250	1510672.0	1515188.0	1516219.0	1514355.0	1810402.0	1809818.0	1809118.0	1808964.0	9.9e+37	9.9e+37	21.8988177	1714411802.557369	20.0	2201.021780217802	29-04-24 19:30:02.557435
14.998	0.076	250	250	1887188.0	1892454.0	1893801.0	1891759.0	2261778.0	2260769.0	2259978.0	2259630.0	9.9e+37	9.9e+37	22.0236781	1714411829.0121725	20.0	2201.021780217802	29-04-24 19:30:29.012241
