# 
VDC	Amplitude	Frequency	Offset	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
5.02572291	0.0	1000000.0	5.0	5.015144	3167348.0	3169771.0	3167173.0	5.029282	3166592.0	3166022.0	3165986.0	0.1	08-12-23 17:24:33.702662
5.02246024	0.0	1000000.0	5.0	5.018397	3168955.0	3171219.0	3168556.0	5.03137	3167435.0	3166387.0	3166226.0	0.1	08-12-23 17:24:36.473400
5.02067755	0.0	1000000.0	5.0	5.020463	3171757.0	3174312.0	3171580.0	5.036266	3170665.0	3169664.0	3169370.0	0.1	08-12-23 17:24:37.368022
5.02530059	0.0	1000000.0	5.0	5.015703	3167942.0	3170654.0	3167687.0	5.0287	3167409.0	3166766.0	3166759.0	0.1	08-12-23 17:24:38.497662
5.01788205	0.0	1000000.0	5.0	5.016394	3167757.0	3170483.0	3167804.0	5.025368	3167040.0	3166034.0	3165576.0	0.1	08-12-23 17:24:39.001336
5.01863699	0.0	1000000.0	5.0	5.015084	3167935.0	3170334.0	3166980.0	5.025974	3165232.0	3164114.0	3163842.0	0.1	08-12-23 17:24:40.009215
5.01578542	0.0	1000000.0	5.0	5.012554	3165725.0	3168200.0	3165273.0	5.019836	3163882.0	3162573.0	3161940.0	0.1	08-12-23 17:24:40.942058
5.01468666	0.0	1000000.0	5.0	5.018095	3166835.0	3169653.0	3166954.0	5.024032	3165904.0	3164860.0	3164377.0	0.1	08-12-23 17:24:41.243284
5.01474272	0.0	1000000.0	5.0	5.009026	3166100.0	3168408.0	3165694.0	5.027271	3164574.0	3163429.0	3163350.0	0.1	08-12-23 17:24:41.585769
5.01697389	0.0	1000000.0	5.0	5.010205	3163300.0	3165822.0	3162680.0	5.021249	3161655.0	3160862.0	3160892.0	0.1	08-12-23 17:24:42.293341
5.02001605	0.0	1000000.0	5.0	5.011534	3165240.0	3167956.0	3165195.0	5.021767	3163750.0	3162551.0	3162132.0	0.1	08-12-23 17:24:42.573159
5.01284043	0.0	1000000.0	5.0	5.014088	3166715.0	3169415.0	3166796.0	5.030271	3166058.0	3165310.0	3164819.0	0.1	08-12-23 17:24:43.075911
5.01657026	0.0	1000000.0	5.0	5.017002	3166664.0	3169868.0	3167458.0	5.029768	3166804.0	3166186.0	3165763.0	0.1	08-12-23 17:24:43.289616
5.01742236	0.0	1000000.0	5.0	5.014037	3167760.0	3170548.0	3168081.0	5.030303	3167366.0	3166472.0	3166158.0	0.1	08-12-23 17:24:43.596938
5.01859961	0.0	1000000.0	5.0	5.013397	3166448.0	3169120.0	3166370.0	5.020853	3164796.0	3163574.0	3162956.0	0.1	08-12-23 17:24:43.909457
5.01781478	0.0	1000000.0	5.0	5.016397	3168012.0	3171135.0	3168453.0	5.025357	3167336.0	3165982.0	3165414.0	0.1	08-12-23 17:24:44.211247
5.01631612	0.0	1000000.0	5.0	5.014319	3167149.0	3169601.0	3166432.0	5.025194	3164886.0	3163996.0	3163460.0	0.1	08-12-23 17:24:44.519216
5.01849123	0.0	1000000.0	5.0	5.020217	3167716.0	3170400.0	3167468.0	5.02436	3166216.0	3164954.0	3163909.0	0.1	08-12-23 17:24:44.823481
5.01709722	0.0	1000000.0	5.0	5.010321	3166508.0	3168783.0	3165952.0	5.018716	3163900.0	3162158.0	3161306.0	0.1	08-12-23 17:24:45.032892
5.01579664	0.0	1000000.0	5.0	5.012346	3168225.0	3170586.0	3167712.0	5.028128	3166202.0	3164850.0	3164336.0	0.1	08-12-23 17:24:45.437940
5.01687672	0.0	1000000.0	5.0	5.016132	3169133.0	3171088.0	3168329.0	5.027838	3167667.0	3166676.0	3166238.0	0.1	08-12-23 17:24:46.176054
5.0190294	0.0	1000000.0	5.0	5.01704	3168156.0	3170851.0	3168098.0	5.028044	3167240.0	3166352.0	3165710.0	0.1	08-12-23 17:24:46.463685
5.02067008	0.0	1000000.0	5.0	5.01789	3168876.0	3171204.0	3168372.0	5.031559	3166983.0	3165691.0	3164946.0	0.1	08-12-23 17:24:46.774367
5.01918637	0.0	1000000.0	5.0	5.014026	3167124.0	3169858.0	3167252.0	5.027963	3166800.0	3165584.0	3165166.0	0.1	08-12-23 17:24:47.078479
5.01919384	0.0	1000000.0	5.0	5.012475	3169146.0	3171496.0	3168524.0	5.029949	3167272.0	3166209.0	3166071.0	0.1	08-12-23 17:24:47.505008
5.02101391	0.0	1000000.0	5.0	5.018865	3167090.0	3169476.0	3166712.0	5.021517	3166056.0	3164680.0	3164158.0	0.1	08-12-23 17:24:47.796361
5.02027392	0.0	1000000.0	5.0	5.021897	3171988.0	3174616.0	3171692.0	5.029173	3169546.0	3168496.0	3167906.0	0.1	08-12-23 17:24:48.208216
5.01855103	0.0	1000000.0	5.0	5.018768	3168576.0	3171032.0	3168290.0	5.030257	3167378.0	3166072.0	3165812.0	0.1	08-12-23 17:24:48.479635
5.02156329	0.0	1000000.0	5.0	5.016606	3168714.0	3171376.0	3168944.0	5.022985	3167126.0	3166015.0	3165434.0	0.1	08-12-23 17:24:48.719616
5.01997494	0.0	1000000.0	5.0	5.018659	3168912.0	3171490.0	3168588.0	5.030182	3167250.0	3166314.0	3166250.0	0.1	08-12-23 17:24:49.029905
5.02116714	0.0	1000000.0	5.0	5.018833	3170586.0	3172980.0	3170293.0	5.028739	3168582.0	3167322.0	3166738.0	0.1	08-12-23 17:24:49.331430
5.02227712	0.0	1000000.0	5.0	5.015497	3167816.0	3170251.0	3167236.0	5.026149	3166194.0	3164721.0	3164002.0	0.1	08-12-23 17:24:49.638728
5.02004221	0.0	1000000.0	5.0	5.019762	3170032.0	3172828.0	3170257.0	5.028906	3168855.0	3167676.0	3167266.0	0.1	08-12-23 17:24:49.945777
5.01901819	0.0	1000000.0	5.0	5.011959	3168970.0	3171211.0	3168065.0	5.027123	3166483.0	3165032.0	3164368.0	0.1	08-12-23 17:24:50.252914
5.02161561	0.0	1000000.0	5.0	5.017848	3169836.0	3172357.0	3169486.0	5.02802	3168226.0	3166768.0	3166096.0	0.1	08-12-23 17:24:50.560573
5.01949283	0.0	1000000.0	5.0	5.022524	3169764.0	3172858.0	3170198.0	5.032092	3169292.0	3168054.0	3167734.0	0.1	08-12-23 17:24:52.718205
5.01739246	0.0	1000000.0	5.0	5.008897	3165770.0	3168460.0	3165810.0	5.022084	3164797.0	3163999.0	3163642.0	0.1	08-12-23 17:24:53.529673
5.01851365	0.0	1000000.0	5.0	5.01217	3168260.0	3170498.0	3167392.0	5.024265	3166345.0	3165367.0	3164846.0	0.1	08-12-23 17:24:53.835797
5.01760923	0.0	1000000.0	5.0	5.012958	3166648.0	3169222.0	3166492.0	5.026937	3165470.0	3164433.0	3164325.0	0.1	08-12-23 17:24:55.164835
5.01905556	0.0	1000000.0	5.0	5.014022	3168081.0	3170124.0	3167255.0	5.030547	3167161.0	3166162.0	3165548.0	0.1	08-12-23 17:24:55.377869
5.01840901	0.0	1000000.0	5.0	5.017319	3168036.0	3170494.0	3167793.0	5.032073	3167270.0	3166418.0	3166360.0	0.1	08-12-23 17:24:55.680734
5.01892102	0.0	1000000.0	5.0	5.017521	3168763.0	3171392.0	3168924.0	5.023178	3168045.0	3166987.0	3166514.0	0.1	08-12-23 17:24:55.985808
5.02106249	0.0	1000000.0	5.0	5.019494	3168664.0	3171074.0	3168579.0	5.026595	3167831.0	3166839.0	3166423.0	0.1	08-12-23 17:24:56.293176
5.02079715	0.0	1000000.0	5.0	5.020006	3168897.0	3171363.0	3168574.0	5.027108	3167920.0	3166798.0	3166491.0	0.1	08-12-23 17:24:56.600359
5.02133532	0.0	1000000.0	5.0	5.01071	3167183.0	3169741.0	3166870.0	5.025186	3165830.0	3164728.0	3164028.0	0.1	08-12-23 17:24:56.912443
5.01768397	0.0	1000000.0	5.0	5.015732	3169242.0	3171818.0	3169197.0	5.028687	3167517.0	3166202.0	3165530.0	0.1	08-12-23 17:24:57.215006
5.01794185	0.0	1000000.0	5.0	5.01536	3168141.0	3170552.0	3168042.0	5.028222	3167284.0	3166156.0	3165886.0	0.1	08-12-23 17:24:57.521724
5.01938445	0.0	1000000.0	5.0	5.020465	3167962.0	3170469.0	3167595.0	5.025558	3166958.0	3165898.0	3165311.0	0.1	08-12-23 17:24:58.051195
5.02003847	0.0	1000000.0	5.0	5.013538	3167852.0	3170180.0	3166989.0	5.019276	3164866.0	3163618.0	3163222.0	0.1	08-12-23 17:24:58.341202
5.01967222	0.0	1000000.0	5.0	5.015322	3167643.0	3170140.0	3167304.0	5.024295	3165842.0	3164506.0	3164152.0	0.1	08-12-23 17:24:58.648400
5.01807265	0.0	1000000.0	5.0	5.01984	3167380.0	3169877.0	3166782.0	5.020619	3165222.0	3164014.0	3163582.0	0.1	08-12-23 17:24:58.955251
5.01810255	0.0	1000000.0	5.0	5.009619	3165654.0	3168226.0	3165418.0	5.022624	3164072.0	3162763.0	3162158.0	0.1	08-12-23 17:24:59.161352
5.0164245	0.0	1000000.0	5.0	5.013827	3166388.0	3169204.0	3166710.0	5.024059	3165288.0	3164118.0	3163619.0	0.1	08-12-23 17:24:59.467481
5.01687298	0.0	1000000.0	5.0	5.01953	3167708.0	3170363.0	3167712.0	5.027376	3167136.0	3166114.0	3165575.0	0.1	08-12-23 17:24:59.776392
5.01821093	0.0	1000000.0	5.0	5.016489	3169526.0	3171936.0	3168804.0	5.028781	3167456.0	3166076.0	3165380.0	0.1	08-12-23 17:25:00.087367
5.01916021	0.0	1000000.0	5.0	5.009373	3167544.0	3169757.0	3166686.0	5.027767	3165710.0	3164315.0	3163570.0	0.1	08-12-23 17:25:00.389216
5.01823336	0.0	1000000.0	5.0	5.011419	3166775.0	3168824.0	3166048.0	5.028876	3165044.0	3164188.0	3163898.0	0.1	08-12-23 17:25:00.696291
5.01894718	0.0	1000000.0	5.0	5.014899	3169408.0	3171830.0	3168814.0	5.025021	3167196.0	3165684.0	3165129.0	0.1	08-12-23 17:25:01.214302
5.02035614	0.0	1000000.0	5.0	5.020786	3170311.0	3173230.0	3170583.0	5.034814	3169668.0	3168623.0	3168198.0	0.1	08-12-23 17:25:01.618973
5.02155582	0.0	1000000.0	5.0	5.017432	3169189.0	3172114.0	3169268.0	5.025413	3167321.0	3165664.0	3165100.0	0.1	08-12-23 17:25:01.924862
5.02173895	0.0	1000000.0	5.0	5.013435	3167538.0	3169931.0	3166906.0	5.0241	3165517.0	3164152.0	3163552.0	0.1	08-12-23 17:25:02.232881
5.01762791	0.0	1000000.0	5.0	5.016076	3170272.0	3173210.0	3170586.0	5.037912	3170274.0	3169044.0	3168626.0	0.1	08-12-23 17:25:02.538483
5.0195302	0.0	1000000.0	5.0	5.018665	3168926.0	3171648.0	3169057.0	5.034309	3168758.0	3167826.0	3167391.0	0.1	08-12-23 17:25:02.847515
5.02128673	0.0	1000000.0	5.0	5.01874	3168862.0	3171728.0	3168980.0	5.02604	3167509.0	3166138.0	3165560.0	0.1	08-12-23 17:25:03.151272
5.02027392	0.0	1000000.0	5.0	5.013172	3166830.0	3169504.0	3167031.0	5.02753	3166305.0	3165504.0	3165046.0	0.1	08-12-23 17:25:03.366109
5.01884254	0.0	1000000.0	5.0	5.018632	3168240.0	3171155.0	3168158.0	5.024776	3166809.0	3165478.0	3164828.0	0.1	08-12-23 17:25:03.664433
5.01822215	0.0	1000000.0	5.0	5.014551	3166960.0	3170128.0	3167916.0	5.0293	3167600.0	3166901.0	3166890.0	0.1	08-12-23 17:25:03.872991
5.01843891	0.0	1000000.0	5.0	5.014895	3167131.0	3170024.0	3167566.0	5.032406	3166928.0	3166140.0	3165787.0	0.1	08-12-23 17:25:04.379647
5.02138764	0.0	1000000.0	5.0	5.017032	3168750.0	3171410.0	3168618.0	5.029904	3167690.0	3166432.0	3166171.0	0.1	08-12-23 17:25:04.590451
5.01962363	0.0	1000000.0	5.0	5.018102	3171409.0	3173788.0	3170641.0	5.033411	3169356.0	3168094.0	3167546.0	0.1	08-12-23 17:25:04.895406
5.02188844	0.0	1000000.0	5.0	5.021626	3170506.0	3173028.0	3169923.0	5.032354	3168657.0	3167464.0	3166746.0	0.1	08-12-23 17:25:05.208272
5.02250136	0.0	1000000.0	5.0	5.021874	3172119.0	3174611.0	3171864.0	5.031077	3170902.0	3168895.0	3168053.0	0.1	08-12-23 17:25:05.509417
5.02200056	0.0	1000000.0	5.0	5.021791	3170256.0	3173046.0	3170765.0	5.031415	3170580.0	3169469.0	3169382.0	0.1	08-12-23 17:25:05.923606
5.02264337	0.0	1000000.0	5.0	5.013277	3168253.0	3170595.0	3167763.0	5.028114	3166815.0	3165536.0	3165008.0	0.1	08-12-23 17:25:06.333247
5.02245277	0.0	1000000.0	5.0	5.014257	3168265.0	3171369.0	3169324.0	5.035489	3168558.0	3167324.0	3166568.0	0.1	08-12-23 17:25:06.559128
5.01966474	0.0	1000000.0	5.0	5.013176	3165932.0	3168472.0	3165882.0	5.026563	3165388.0	3164645.0	3164260.0	0.1	08-12-23 17:25:06.840960
5.01791569	0.0	1000000.0	5.0	5.008342	3166802.0	3168998.0	3166186.0	5.029266	3165261.0	3164162.0	3163495.0	0.1	08-12-23 17:25:07.146849
5.01757559	0.0	1000000.0	5.0	5.014291	3167736.0	3170034.0	3167108.0	5.028019	3166190.0	3165150.0	3165086.0	0.1	08-12-23 17:25:07.453893
5.01803154	0.0	1000000.0	5.0	5.015794	3168177.0	3171008.0	3168666.0	5.029632	3168028.0	3166824.0	3166450.0	0.1	08-12-23 17:25:07.661217
5.01919011	0.0	1000000.0	5.0	5.018619	3169204.0	3171860.0	3168908.0	5.033569	3168120.0	3166989.0	3166688.0	0.1	08-12-23 17:25:07.966589
5.02138764	0.0	1000000.0	5.0	5.017672	3170922.0	3173686.0	3170956.0	5.029481	3169334.0	3168327.0	3167892.0	0.1	08-12-23 17:25:08.275057
5.021724	0.0	1000000.0	5.0	5.019597	3169456.0	3172074.0	3169700.0	5.029984	3168868.0	3167845.0	3167658.0	0.1	08-12-23 17:25:08.579987
5.02236681	0.0	1000000.0	5.0	5.016216	3168164.0	3170600.0	3168075.0	5.028885	3167796.0	3166455.0	3165806.0	0.1	08-12-23 17:25:08.888437
5.02154834	0.0	1000000.0	5.0	5.014229	3168156.0	3170566.0	3167674.0	5.02634	3166194.0	3165189.0	3164895.0	0.1	08-12-23 17:25:09.194025
5.02030382	0.0	1000000.0	5.0	5.014119	3169654.0	3171871.0	3169349.0	5.028412	3168026.0	3166424.0	3165550.0	0.1	08-12-23 17:25:09.718549
5.01963858	0.0	1000000.0	5.0	5.016201	3166931.0	3169454.0	3166094.0	5.022521	3164584.0	3163440.0	3163223.0	0.1	08-12-23 17:25:10.123966
5.01933212	0.0	1000000.0	5.0	5.014681	3168396.0	3171402.0	3168519.0	5.027656	3167054.0	3166146.0	3165930.0	0.1	08-12-23 17:25:10.424408
5.01762044	0.0	1000000.0	5.0	5.016521	3168452.0	3170832.0	3167989.0	5.024779	3166551.0	3165388.0	3164926.0	0.1	08-12-23 17:25:10.732153
5.01946667	0.0	1000000.0	5.0	5.015127	3169289.0	3171632.0	3168554.0	5.029859	3166792.0	3165697.0	3165068.0	0.1	08-12-23 17:25:11.038100
5.01934334	0.0	1000000.0	5.0	5.016973	3169273.0	3171909.0	3169220.0	5.029512	3167691.0	3166392.0	3165897.0	0.1	08-12-23 17:25:11.347073
5.02003847	0.0	1000000.0	5.0	5.018908	3170946.0	3173261.0	3170048.0	5.02689	3168353.0	3166689.0	3165732.0	0.1	08-12-23 17:25:12.197068
5.02135027	0.0	1000000.0	5.0	5.018343	3171487.0	3174299.0	3171602.0	5.031	3170490.0	3169097.0	3168336.0	0.1	08-12-23 17:25:12.970328
5.02273681	0.0	1000000.0	5.0	5.015414	3168446.0	3170689.0	3167630.0	5.026865	3166775.0	3165581.0	3165123.0	0.1	08-12-23 17:25:13.810397
5.02115966	0.0	1000000.0	5.0	5.020684	3170945.0	3173617.0	3170875.0	5.039852	3170292.0	3169144.0	3168645.0	0.1	08-12-23 17:25:14.891034
5.0221949	0.0	1000000.0	5.0	5.0119	3166970.0	3169666.0	3166777.0	5.026149	3165593.0	3164478.0	3164008.0	0.1	08-12-23 17:25:15.574742
5.01806518	0.0	1000000.0	5.0	5.022555	3171929.0	3174340.0	3171640.0	5.034269	3171255.0	3169846.0	3169353.0	0.1	08-12-23 17:25:19.536139
5.02331982	0.0	1000000.0	5.0	5.025106	3173046.0	3176058.0	3173328.0	5.039677	3172115.0	3171196.0	3170792.0	0.1	08-12-23 17:25:19.855900
5.02518847	0.0	1000000.0	5.0	5.022697	3174435.0	3177228.0	3174355.0	5.038002	3173091.0	3171827.0	3171448.0	0.1	08-12-23 17:25:20.170640
5.02765509	0.0	1000000.0	5.0	5.014181	3168964.0	3171500.0	3168402.0	5.025287	3166615.0	3165604.0	3165460.0	0.1	08-12-23 17:25:20.778691
5.02414577	0.0	1000000.0	5.0	5.01701	3167911.0	3170482.0	3167696.0	5.026001	3166726.0	3165776.0	3165739.0	0.1	08-12-23 17:25:21.515003
5.02044958	0.0	1000000.0	5.0	5.00741	3165638.0	3167506.0	3164324.0	5.018922	3162783.0	3161178.0	3160474.0	0.1	08-12-23 17:25:22.618671
5.01603209	0.0	1000000.0	5.0	5.012635	3166388.0	3168893.0	3165944.0	5.026243	3165063.0	3163799.0	3163379.0	0.1	08-12-23 17:25:23.024921
5.01660389	0.0	1000000.0	5.0	5.013119	3166062.0	3168623.0	3165821.0	5.02607	3164768.0	3163568.0	3163197.0	0.1	08-12-23 17:25:23.531595
