# 
A1	f1	A2	f2	Delay	a	
10526316.263157895	8.0	10.0	1.0	0.5	0.004522613065326634	10-04-24 18:56:52.883553
10526316.263157895	8.0	10.0	1052632.5263157894	0.5	0.004522613065326634	10-04-24 18:56:53.410094
10526316.263157895	8.0	10.0	2105264.052631579	0.5	0.004522613065326634	10-04-24 18:56:53.933328
10526316.263157895	8.0	10.0	3157895.578947368	0.5	0.004522613065326634	10-04-24 18:56:54.456826
10526316.263157895	8.0	10.0	4210527.105263158	0.5	0.004522613065326634	10-04-24 18:56:54.979331
10526316.263157895	8.0	10.0	5263158.631578947	0.5	0.004522613065326634	10-04-24 18:56:55.504370
10526316.263157895	8.0	10.0	6315790.157894736	0.5	0.004522613065326634	10-04-24 18:56:56.030178
10526316.263157895	8.0	10.0	7368421.684210526	0.5	0.004522613065326634	10-04-24 18:56:56.557184
10526316.263157895	8.0	10.0	8421053.210526315	0.5	0.004522613065326634	10-04-24 18:56:57.080852
10526316.263157895	8.0	10.0	9473684.736842105	0.5	0.004522613065326634	10-04-24 18:56:57.605089
10526316.263157895	8.0	10.0	10526316.263157895	0.5	0.004522613065326634	10-04-24 18:56:58.130502
10526316.263157895	8.0	10.0	11578947.789473685	0.5	0.004522613065326634	10-04-24 18:56:58.657334
10526316.263157895	8.0	10.0	12631579.315789472	0.5	0.004522613065326634	10-04-24 18:56:59.184232
10526316.263157895	8.0	10.0	13684210.842105264	0.5	0.004522613065326634	10-04-24 18:56:59.708480
10526316.263157895	8.0	10.0	14736842.368421052	0.5	0.004522613065326634	10-04-24 18:57:00.234944
10526316.263157895	8.0	10.0	15789473.894736843	0.5	0.004522613065326634	10-04-24 18:57:00.761799
10526316.263157895	8.0	10.0	16842105.42105263	0.5	0.004522613065326634	10-04-24 18:57:01.285810
10526316.263157895	8.0	10.0	17894736.94736842	0.5	0.004522613065326634	10-04-24 18:57:01.810654
10526316.263157895	8.0	10.0	18947368.47368421	0.5	0.004522613065326634	10-04-24 18:57:02.336111
10526316.263157895	8.0	10.0	20000000.0	0.5	0.004522613065326634	10-04-24 18:57:02.861950
