# 
ch2a	ch2a avglen	Delay	a	
-436346.6	10.0	0.1	4.0	12-12-23 19:21:48.626017
-436346.6	19.166666666666664	0.1	4.0	12-12-23 19:21:48.763399
-889502.7	28.333333333333332	0.1	4.0	12-12-23 19:21:48.898772
-889502.7	37.5	0.1	4.0	12-12-23 19:21:49.033910
-889502.7	46.666666666666664	0.1	4.0	12-12-23 19:21:49.170162
-889502.7	55.833333333333336	0.1	4.0	12-12-23 19:21:49.305304
-889502.7	65.0	0.1	4.0	12-12-23 19:21:49.439741
1600294.0	74.16666666666667	0.1	4.0	12-12-23 19:21:49.574860
1600294.0	83.33333333333333	0.1	4.0	12-12-23 19:21:49.712511
1600294.0	92.5	0.1	4.0	12-12-23 19:21:49.847676
1600294.0	101.66666666666667	0.1	4.0	12-12-23 19:21:49.984770
-70795.4	110.83333333333333	0.1	4.0	12-12-23 19:21:50.121357
-1105652.0	120.0	0.1	4.0	12-12-23 19:21:50.255611
