# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.096	0.0	250	250	-7440142.0	-7453652.0	-7460754.0	-7458695.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8765488	9.9e+37	24.2186997	6	190.0	26-03-24 07:00:32.181276
0.6	0.002	250	250	-7153757.0	-7166266.0	-7172740.0	-7170379.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765115	9.9e+37	24.192897	6	190.0	26-03-24 07:00:40.016991
1.201	0.005	250	250	-6778762.0	-6790534.0	-6796661.0	-6794508.0	-8124156.0	-8115139.0	-8114232.0	-8110157.0	-10.7799424	-1.16067277	24.1412915	6	190.0	26-03-24 07:00:48.047470
1.8	0.008	250	250	-6402756.0	-6413788.0	-6419594.0	-6417630.0	-7673543.0	-7664934.0	-7664144.0	-7660191.0	-10.18207	-1.09629119	24.0952152	6	190.0	26-03-24 07:00:56.080148
2.401	0.011	250	250	-6025594.0	-6035875.0	-6041342.0	-6039556.0	-7221131.0	-7212989.0	-7212241.0	-7208504.0	-9.58236579	-1.03166213	24.1007444	6	190.0	26-03-24 07:01:03.953899
3.001	0.014	250	250	-5648972.0	-5658572.0	-5663679.0	-5662090.0	-6769688.0	-6762016.0	-6761330.0	-6757820.0	-8.98351441	-0.967177583	24.0543689	6	190.0	26-03-24 07:01:12.069569
3.6	0.018	250	250	-5272469.0	-5281316.0	-5286106.0	-5284676.0	-6318682.0	-6311421.0	-6310788.0	-6307518.0	-8.38492099	-0.902733988	24.0552904	6	190.0	26-03-24 07:01:20.106617
4.201	0.021	250	250	-4895560.0	-4903679.0	-4908113.0	-4906891.0	-5866926.0	-5860147.0	-5859597.0	-5856474.0	-7.78564951	-0.838212407	24.0516043	6	190.0	26-03-24 07:01:28.160760
4.8	0.024	250	250	-4519002.0	-4526351.0	-4530490.0	-4529425.0	-5415817.0	-5409439.0	-5408963.0	-5406098.0	-7.18693953	-0.773759022	24.1320763	6	190.0	26-03-24 07:01:36.020064
5.4	0.027	250	250	-4141959.0	-4148570.0	-4152386.0	-4151508.0	-4964051.0	-4958123.0	-4957684.0	-4955024.0	-6.5874259	-0.709245623	24.1468207	6	190.0	26-03-24 07:01:43.850152
