# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7443422.0	-7456939.0	-7463720.0	-7461924.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8797987	9.9e+37	16.5633637	1711459039.6829486	6	30.000000000000004	26-03-24 14:17:19.683012
0.6	0.002	250	250	-7154005.0	-7166485.0	-7172616.0	-7170496.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768287	9.9e+37	16.6502227	1711459047.7025628	6	30.000000000000004	26-03-24 14:17:27.702660
1.2	0.005	250	250	-6779037.0	-6790785.0	-6796595.0	-6794643.0	-8126285.0	-8117684.0	-8116582.0	-8112262.0	-10.7802815	-1.16105918	16.6809364	1711459055.5290835	6	30.000000000000004	26-03-24 14:17:35.529133
1.8	0.008	250	250	-6403075.0	-6414124.0	-6419596.0	-6417800.0	-7675520.0	-7667340.0	-7666294.0	-7662230.0	-10.182458	-1.09663083	16.6368905	1711459063.3321545	6	30.000000000000004	26-03-24 14:17:43.332215
2.401	0.011	250	250	-6025854.0	-6036204.0	-6041393.0	-6039730.0	-7223251.0	-7215463.0	-7214550.0	-7210646.0	-9.58274263	-1.03201829	16.6846593	1711459071.1336415	6	30.000000000000004	26-03-24 14:17:51.133693
3.001	0.015	250	250	-5649240.0	-5658834.0	-5663726.0	-5662252.0	-6771738.0	-6764399.0	-6763596.0	-6759896.0	-8.98392378	-0.967518988	16.6387519	1711459078.9330883	6	30.000000000000004	26-03-24 14:17:58.933277
3.6	0.018	250	250	-5272778.0	-5281611.0	-5286209.0	-5284903.0	-6320489.0	-6313545.0	-6312821.0	-6309326.0	-8.38531406	-0.903040697	16.7097887	1711459086.9428623	6	30.000000000000004	26-03-24 14:18:06.942930
4.2	0.021	250	250	-4895889.0	-4904007.0	-4908273.0	-4907109.0	-5868619.0	-5862102.0	-5861435.0	-5858180.0	-7.78612681	-0.838500701	16.6939665	1711459094.7564275	6	30.000000000000004	26-03-24 14:18:14.756485
4.8	0.024	250	250	-4519368.0	-4526709.0	-4530670.0	-4529712.0	-5417515.0	-5411405.0	-5410813.0	-5407788.0	-7.18744077	-0.774056617	16.6734907	1711459102.805131	6	30.000000000000004	26-03-24 14:18:22.805188
5.4	0.027	250	250	-4142318.0	-4148929.0	-4152583.0	-4151775.0	-4965733.0	-4960031.0	-4959530.0	-4956671.0	-6.58793502	-0.709493031	16.6483613	1711459110.8280225	6	30.000000000000004	26-03-24 14:18:30.828078
6.0	0.03	250	250	-3765683.0	-3771541.0	-3774889.0	-3774257.0	-4514276.0	-4508991.0	-4508591.0	-4505903.0	-5.9891256	-0.645007216	16.6024539	1711459118.7000527	6	30.000000000000004	26-03-24 14:18:38.700110
