# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.099	0.0	250	250	-7440524.0	-7453948.0	-7461151.0	-7458600.0	-7441258.0	-7435156.0	-7434151.0	-7431472.0	-11.8868012	33.9140002	6	29.0	11-03-24 17:36:20.408274
0.601	0.002	250	250	-7159918.0	-7172602.0	-7179286.0	-7176518.0	-7179114.0	-7173289.0	-7172327.0	-7169671.0	-11.3864712	33.9094264	6	29.0	11-03-24 17:36:28.121155
1.201	0.005	250	250	-6784976.0	-6796964.0	-6803254.0	-6800724.0	-6803224.0	-6797616.0	-6796697.0	-6794193.0	-10.7899343	33.8975346	6	29.0	11-03-24 17:36:35.577658
1.8	0.008	250	250	-6408819.0	-6420058.0	-6426049.0	-6423709.0	-6426070.0	-6420731.0	-6419908.0	-6417519.0	-10.1917668	33.8572856	6	29.0	11-03-24 17:36:43.028872
2.401	0.012	250	250	-6031384.0	-6041879.0	-6047524.0	-6045370.0	-6047670.0	-6042544.0	-6041789.0	-6039498.0	-9.59159455	33.7911266	6	29.0	11-03-24 17:36:50.298019
3.001	0.015	250	250	-5654561.0	-5664299.0	-5669625.0	-5667675.0	-5669825.0	-5664952.0	-5664296.0	-5662112.0	-8.9923766	33.7591104	6	29.0	11-03-24 17:36:57.893020
3.601	0.018	250	250	-5277754.0	-5286700.0	-5291719.0	-5289932.0	-5292076.0	-5287426.0	-5286832.0	-5284792.0	-8.39333106	33.7243499	6	29.0	11-03-24 17:37:05.467168
4.201	0.021	250	250	-4900591.0	-4908809.0	-4913457.0	-4911917.0	-4913899.0	-4909500.0	-4908983.0	-4907060.0	-7.79365644	33.6981191	6	29.0	11-03-24 17:37:12.645273
4.8	0.024	250	250	-4523759.0	-4531205.0	-4535507.0	-4534182.0	-4536076.0	-4531945.0	-4531499.0	-4529663.0	-7.19446527	33.7109256	6	29.0	11-03-24 17:37:20.025275
5.401	0.027	250	250	-4146372.0	-4153082.0	-4157051.0	-4155920.0	-4157761.0	-4153830.0	-4153476.0	-4151757.0	-6.59444413	33.5962848	6	29.0	11-03-24 17:37:27.301169
6.0	0.03	250	250	-3769476.0	-3775428.0	-3779064.0	-3778139.0	-3779856.0	-3776201.0	-3775893.0	-3774288.0	-5.99518245	33.5508442	6	29.0	11-03-24 17:37:35.176107
6.6	0.033	250	250	-3392184.0	-3397411.0	-3400692.0	-3399969.0	-3401574.0	-3398172.0	-3397940.0	-3396436.0	-5.39529107	33.5179132	6	29.0	11-03-24 17:37:42.448514
7.2	0.036	250	250	-3015310.0	-3019765.0	-3022732.0	-3022213.0	-3023711.0	-3020561.0	-3020405.0	-3018994.0	-4.79614257	33.5206575	6	29.0	11-03-24 17:37:49.620868
7.801	0.039	250	250	-2637631.0	-2641317.0	-2643954.0	-2643650.0	-2645030.0	-2642132.0	-2642046.0	-2640767.0	-4.19558396	33.4172907	6	29.0	11-03-24 17:37:57.476714
8.4	0.042	250	250	-2260825.0	-2263764.0	-2266056.0	-2265960.0	-2267250.0	-2264588.0	-2264588.0	-2263406.0	-3.59656793	33.3428989	6	29.0	11-03-24 17:38:05.181689
9.0	0.045	250	250	-1884193.0	-1886386.0	-1888337.0	-1888440.0	-1889622.0	-1887217.0	-1887292.0	-1886205.0	-2.99761976	33.3349632	6	29.0	11-03-24 17:38:13.153247
9.6	0.048	250	250	-1506927.0	-1508375.0	-1509983.0	-1510293.0	-1511375.0	-1509222.0	-1509372.0	-1508393.0	-2.39790685	33.3450254	6	29.0	11-03-24 17:38:20.416315
10.2	0.051	250	250	-1129567.0	-1130262.0	-1131533.0	-1132051.0	-1133026.0	-1131122.0	-1131345.0	-1130473.0	-1.79794056	33.3389191	6	29.0	11-03-24 17:38:27.604636
10.801	0.055	250	250	-752133.6	-752081.1	-753010.6	-753742.5	-754604.9	-752945.7	-753254.4	-752487.2	-1.19779391	33.2160456	6	29.0	11-03-24 17:38:34.959574
11.401	0.058	250	250	-375185.4	-374372.3	-374967.8	-375900.4	-376665.6	-375262.3	-375639.0	-374973.1	-0.598437632	33.1864766	6	29.0	11-03-24 17:38:42.147211
12.001	0.061	250	250	1844.768	3398.364	3143.012	2011.084	1342.036	2496.388	2048.048	2605.728	0.00106533968	33.2160456	6	29.0	11-03-24 17:38:49.498674
12.6	0.064	250	250	378690.0	380991.8	381077.8	379747.2	379179.1	380080.2	379560.9	380006.9	0.600207354	33.1849441	6	29.0	11-03-24 17:38:57.610327
13.2	0.067	250	250	755764.3	758817.1	759241.2	757707.6	757245.8	757895.9	757301.6	757646.1	1.19980309	33.1898148	6	29.0	11-03-24 17:39:05.062368
13.8	0.07	250	250	1132460.0	1136259.0	1137028.0	1135292.0	1134932.0	1135337.0	1134664.0	1134901.0	1.79880525	33.2163426	6	29.0	11-03-24 17:39:12.750423
14.399	0.073	250	250	1509556.0	1514115.0	1515210.0	1513276.0	1513018.0	1513171.0	1512425.0	1512555.0	2.39822985	33.2126836	6	29.0	11-03-24 17:39:20.017016
14.999	0.076	250	250	1886392.0	1891688.0	1893111.0	1890994.0	1890839.0	1890743.0	1889933.0	1889949.0	2.99742921	33.1071903	6	29.0	11-03-24 17:39:27.288614
15.6	0.079	250	250	2264088.0	2270126.0	2271894.0	2269562.0	2269505.0	2269171.0	2268272.0	2268182.0	3.59782121	33.1907296	6	29.0	11-03-24 17:39:34.555902
16.2	0.082	250	250	2641250.0	2648047.0	2650148.0	2647613.0	2647660.0	2647070.0	2646114.0	2645912.0	4.19752932	33.1748818	6	29.0	11-03-24 17:39:41.730586
16.8	0.085	250	250	3018201.0	3025737.0	3028205.0	3025437.0	3025589.0	3024765.0	3023724.0	3023420.0	4.79682296	33.1639048	6	29.0	11-03-24 17:39:49.127412
17.4	0.088	250	250	3395417.0	3403705.0	3406514.0	3403542.0	3403777.0	3402711.0	3401604.0	3401185.0	5.39659713	33.2453176	6	29.0	11-03-24 17:39:56.483008
18.0	0.092	250	250	3772579.0	3781594.0	3784754.0	3781572.0	3781939.0	3780634.0	3779434.0	3778910.0	5.99630557	33.4480714	6	29.0	11-03-24 17:40:04.066860
18.6	0.095	250	250	4149791.0	4159569.0	4163030.0	4159671.0	4160101.0	4158569.0	4157283.0	4156666.0	6.59586501	33.3422812	6	29.0	11-03-24 17:40:11.744227
19.2	0.098	250	250	4526509.0	4537036.0	4540843.0	4537283.0	4537817.0	4536023.0	4534679.0	4533935.0	7.1948254	33.3852744	6	29.0	11-03-24 17:40:19.256903
19.8	0.101	250	250	4903908.0	4915201.0	4919333.0	4915569.0	4916216.0	4914171.0	4912730.0	4911894.0	7.79477097	33.4310119	6	29.0	11-03-24 17:40:26.559233
20.4	0.104	250	250	5280950.0	5292990.0	5297459.0	5293508.0	5294255.0	5291963.0	5290443.0	5289514.0	8.39440545	33.4861939	6	29.0	11-03-24 17:40:34.360179
21.0	0.107	250	250	5657843.0	5670620.0	5675430.0	5671268.0	5672116.0	5669576.0	5667968.0	5666937.0	8.99341523	33.3724679	6	29.0	11-03-24 17:40:41.829110
