# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7438235.0	-7451809.0	-7459059.0	-7456550.0	-7445142.0	-7439077.0	-7438035.0	-7435380.0	-11.882019	32.7722725	6.0	4.0	14-12-23 14:50:03.258088
0.5	0.002	250	250	-7224101.0	-7236893.0	-7243746.0	-7240843.0	-7245788.0	-7239857.0	-7238786.0	-7236128.0	-11.4869516	32.8603855	6.0	4.0	14-12-23 14:50:10.433272
1.0	0.004	250	250	-6912439.0	-6924602.0	-6931175.0	-6928445.0	-6933159.0	-6927462.0	-6926467.0	-6923913.0	-10.9910586	32.8924018	6.0	4.0	14-12-23 14:50:17.710282
1.499	0.007	250	250	-6599359.0	-6610931.0	-6617161.0	-6614622.0	-6619165.0	-6613685.0	-6612750.0	-6610256.0	-10.4932222	32.9399688	6.0	4.0	14-12-23 14:50:25.588615
2.0	0.009	250	250	-6284976.0	-6295968.0	-6301897.0	-6299528.0	-6303877.0	-6298596.0	-6297724.0	-6295343.0	-9.99341321	32.9921096	6.0	4.0	14-12-23 14:50:32.821775
2.499	0.012	250	250	-5970931.0	-5981302.0	-5986958.0	-5984771.0	-5988938.0	-5983863.0	-5983040.0	-5980774.0	-9.4941819	33.0177226	6.0	4.0	14-12-23 14:50:39.994033
3.0	0.015	250	250	-5656371.0	-5666085.0	-5671481.0	-5669458.0	-5673459.0	-5668543.0	-5667829.0	-5665612.0	-8.99405587	33.0351028	6.0	4.0	14-12-23 14:50:47.396926
3.5	0.017	250	250	-5342484.0	-5351587.0	-5356632.0	-5354817.0	-5358636.0	-5353963.0	-5353272.0	-5351165.0	-8.49504596	33.0524831	6.0	4.0	14-12-23 14:50:54.603714
4.0	0.02	250	250	-5028012.0	-5036489.0	-5041288.0	-5039630.0	-5043253.0	-5038799.0	-5038174.0	-5036164.0	-7.99514855	33.0241258	6.0	4.0	14-12-23 14:51:01.771816
4.5	0.022	250	250	-4713577.0	-4721439.0	-4725949.0	-4724450.0	-4727896.0	-4723624.0	-4723083.0	-4721164.0	-7.49526983	32.9149736	6.0	4.0	14-12-23 14:51:08.979201
5.0	0.025	250	250	-4399060.0	-4406300.0	-4410520.0	-4409208.0	-4412459.0	-4408421.0	-4407938.0	-4406117.0	-6.99527336	32.8667888	6.0	4.0	14-12-23 14:51:16.149318
5.5	0.027	250	250	-4084778.0	-4091383.0	-4095326.0	-4094198.0	-4097260.0	-4093432.0	-4093011.0	-4091272.0	-6.49566946	32.7862907	6.0	4.0	14-12-23 14:51:23.583501
5.999	0.03	250	250	-3770895.0	-3776861.0	-3780549.0	-3779574.0	-3782476.0	-3778832.0	-3778488.0	-3776848.0	-5.99662131	32.7423827	6.0	4.0	14-12-23 14:51:30.737443
6.499	0.032	250	250	-3456466.0	-3461806.0	-3465190.0	-3464407.0	-3467128.0	-3463685.0	-3463404.0	-3461854.0	-5.49682342	32.7112812	6.0	4.0	14-12-23 14:51:37.957153
6.999	0.035	250	250	-3142273.0	-3146987.0	-3150082.0	-3149475.0	-3152019.0	-3148811.0	-3148572.0	-3147110.0	-4.99732589	32.6939009	6.0	4.0	14-12-23 14:51:45.124474
7.5	0.038	250	250	-2827414.0	-2831505.0	-2834318.0	-2833877.0	-2836219.0	-2833211.0	-2833051.0	-2831685.0	-4.49679406	32.6820092	6.0	4.0	14-12-23 14:51:52.301252
7.999	0.04	250	250	-2513430.0	-2516889.0	-2519415.0	-2519157.0	-2521313.0	-2518525.0	-2518431.0	-2517159.0	-3.99764138	32.73415	6.0	4.0	14-12-23 14:51:59.664090
8.499	0.043	250	250	-2199001.0	-2201846.0	-2204075.0	-2203983.0	-2205973.0	-2203379.0	-2203356.0	-2202165.0	-3.49778292	32.719217	6.0	4.0	14-12-23 14:52:06.850812
8.999	0.045	250	250	-1885074.0	-1887283.0	-1889231.0	-1889324.0	-1891105.0	-1888735.0	-1888763.0	-1887678.0	-2.99874315	32.8789775	6.0	4.0	14-12-23 14:52:14.020381
9.499	0.048	250	250	-1570355.0	-1571942.0	-1573617.0	-1573867.0	-1575476.0	-1573303.0	-1573397.0	-1572408.0	-2.49852344	32.884169	6.0	4.0	14-12-23 14:52:21.362407
9.999	0.05	250	250	-1255835.0	-1256784.0	-1258176.0	-1258605.0	-1260030.0	-1258057.0	-1258227.0	-1257328.0	-1.99842385	32.9125263	6.0	4.0	14-12-23 14:52:28.540881
10.499	0.053	250	250	-941644.7	-941960.1	-943070.1	-943678.3	-944920.5	-943150.8	-943395.4	-942580.0	-1.4989696	32.9747293	6.0	4.0	14-12-23 14:52:35.718585
11.0	0.056	250	250	-627288.2	-626978.8	-627811.5	-628587.0	-629647.7	-628089.2	-628405.1	-627672.2	-0.999237554	33.0131488	6.0	4.0	14-12-23 14:52:43.101662
11.499	0.058	250	250	-313309.0	-312374.9	-312926.6	-313875.3	-314748.9	-313397.7	-313778.7	-313131.1	-0.50002832	33.0396766	6.0	4.0	14-12-23 14:52:50.469435
11.999	0.061	250	250	1048.772	2611.712	2344.7	1227.788	531.12	1671.56	1225.38	1782.868	-0.000178563119	33.0158931	6.0	4.0	14-12-23 14:52:57.633303
12.499	0.063	250	250	314932.2	317119.9	317131.5	315854.7	315340.8	316264.4	315756.2	316218.7	0.498786077	32.9829621	6.0	4.0	14-12-23 14:53:04.832013
12.999	0.066	250	250	629608.2	632422.1	632719.1	631267.8	630949.5	631660.9	631086.9	631451.3	0.999050427	32.862512	6.0	4.0	14-12-23 14:53:12.009428
13.498	0.068	250	250	943539.2	946971.8	947548.2	945927.0	945794.3	946302.4	945665.8	945939.2	1.49804898	32.5694949	6.0	4.0	14-12-23 14:53:19.284219
13.999	0.071	250	250	1258166.0	1262230.0	1263082.0	1261299.0	1261345.0	1261639.0	1260942.0	1261128.0	1.99825621	32.5194806	6.0	4.0	14-12-23 14:53:26.462204
14.499	0.073	250	250	1572465.0	1577156.0	1578292.0	1576335.0	1576563.0	1576655.0	1575883.0	1575978.0	2.49787424	32.3856301	6.0	4.0	14-12-23 14:53:33.637894
14.998	0.076	250	250	1886420.0	1891734.0	1893151.0	1891028.0	1891434.0	1891320.0	1890493.0	1890496.0	2.9969391	32.3691645	6.0	4.0	14-12-23 14:53:40.834851
15.5	0.079	250	250	2201476.0	2207417.0	2209122.0	2206816.0	2207389.0	2207091.0	2206191.0	2206092.0	3.49779011	32.4691693	6.0	4.0	14-12-23 14:53:47.991806
15.998	0.081	250	250	2515316.0	2521878.0	2523867.0	2521385.0	2522149.0	2521626.0	2520663.0	2520482.0	3.99666706	32.4496626	6.0	4.0	14-12-23 14:53:55.154409
16.499	0.084	250	250	2830239.0	2837442.0	2839708.0	2837056.0	2838003.0	2837284.0	2836254.0	2835977.0	4.49729794	32.5182689	6.0	4.0	14-12-23 14:54:02.332738
