# 
voltage	Source_Voltage	Delay	a	
780.29623995	0.0	1.0	0	17-09-24 16:04:03.097720
184.70371485	200.0	1.0	0	17-09-24 16:04:04.130383
377.20617254999996	400.0	1.0	0	17-09-24 16:04:05.164136
567.9983955900001	600.0	1.0	0	17-09-24 16:04:06.196744
756.86121645	800.0	1.0	0	17-09-24 16:04:07.230460
952.33048203	1000.0	1.0	0	17-09-24 16:04:08.263720
1144.8179006999999	1200.0	1.0	0	17-09-24 16:04:09.296913
1336.8509874	1400.0	1.0	0	17-09-24 16:04:10.330137
1527.9357531	1600.0	1.0	0	17-09-24 16:04:11.363118
1717.7024483999999	1800.0	1.0	0	17-09-24 16:04:12.396972
1914.4761822	2000.0	1.0	0	17-09-24 16:04:13.430027
2107.7871075	2200.0	1.0	0	17-09-24 16:04:14.462442
2297.6630034	2400.0	1.0	0	17-09-24 16:04:15.495656
2487.2706872999997	2600.0	1.0	0	17-09-24 16:04:16.528955
2678.0039037	2800.0	1.0	0	17-09-24 16:04:17.561977
2870.0417798999997	3000.0	1.0	0	17-09-24 16:04:18.595079
3057.90417	3200.0	1.0	0	17-09-24 16:04:19.629007
3247.8777717000003	3400.0	1.0	0	17-09-24 16:04:20.662857
3437.4595923	3600.0	1.0	0	17-09-24 16:04:21.697136
3626.6534633999995	3800.0	1.0	0	17-09-24 16:04:22.730885
3818.4786857999998	4000.0	1.0	0	17-09-24 16:04:23.764546
4008.2750760000004	4200.0	1.0	0	17-09-24 16:04:24.798209
4196.4612363	4400.0	1.0	0	17-09-24 16:04:25.832181
4385.7805923	4600.0	1.0	0	17-09-24 16:04:26.865905
4575.1306011	4800.0	1.0	0	17-09-24 16:04:27.899515
4765.7823960000005	5000.0	1.0	0	17-09-24 16:04:28.932951
4955.9753568	5200.0	1.0	0	17-09-24 16:04:29.967406
5143.6394616	5400.0	1.0	0	17-09-24 16:04:31.001840
5331.737495099999	5600.0	1.0	0	17-09-24 16:04:32.035517
5518.4140050000005	5800.0	1.0	0	17-09-24 16:04:33.070122
5707.7515611	6000.0	1.0	0	17-09-24 16:04:34.104053
5710.2488064	6200.0	1.0	0	17-09-24 16:04:35.137971
5710.0390263	6400.0	1.0	0	17-09-24 16:04:36.171859
5709.928867799999	6600.0	1.0	0	17-09-24 16:04:37.206141
5709.9192888	6800.0	1.0	0	17-09-24 16:04:38.240125
5709.7803933000005	7000.0	1.0	0	17-09-24 16:04:39.273359
5709.4815285	7200.0	1.0	0	17-09-24 16:04:40.306578
5709.245885099999	7400.0	1.0	0	17-09-24 16:04:41.340210
5709.2171481	7600.0	1.0	0	17-09-24 16:04:42.373679
5709.0303576	7800.0	1.0	0	17-09-24 16:04:43.407469
5709.0303576	8000.0	1.0	0	17-09-24 16:04:44.441371
