# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	1000000.0	0.0006309573444801936	0.1	0	10-04-24 19:33:26.664745
0	0	2.0	1000000.0	0.0012589254117941681	0.1	0	10-04-24 19:33:33.195154
0	0	3.0	1000000.0	0.0018197008586099844	0.1	0	10-04-24 19:33:39.693224
0	0	4.0	1000000.0	0.002511886431509582	0.1	0	10-04-24 19:33:46.191248
0	0	5.0	1000000.0	0.003162277660168382	0.1	0	10-04-24 19:33:52.689506
0	0	6.0	1000000.0	0.0038018939632056157	0.1	0	10-04-24 19:33:59.187329
0	0	7.0	1000000.0	0.004365158322401662	0.1	0	10-04-24 19:34:05.685182
0	0	8.0	1000000.0	0.005011872336272722	0.1	0	10-04-24 19:34:12.183146
0	0	9.0	1000000.0	0.0054954087385762525	0.1	0	10-04-24 19:34:18.681105
0	0	10.0	1000000.0	0.006309573444801933	0.1	0	10-04-24 19:34:25.179108
0	0	11.0	1000000.0	0.006918309709189373	0.1	0	10-04-24 19:34:31.677108
0	0	12.0	1000000.0	0.0075857757502918455	0.1	0	10-04-24 19:34:38.174947
0	0	13.0	1000000.0	0.008317637711026716	0.1	0	10-04-24 19:34:44.673133
0	0	14.0	1000000.0	0.008709635899560818	0.1	0	10-04-24 19:34:51.171108
0	0	15.0	1000000.0	0.009120108393559102	0.1	0	10-04-24 19:34:57.669284
