# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
13.798	0.07	250	250	21.5741615	1714476286.2101693	1.80041704	1133661.0	1137422.0	1138131.0	1136466.0	0.193994657	1358546.0	1358395.0	1357745.0	1357785.0	20	1401.0138601386013	30-04-24 13:24:52.653018
14.398	0.073	250	250	21.8013633	1714476312.7086823	2.39962835	1510541.0	1515042.0	1516077.0	1514226.0	0.258548988	1810456.0	1809845.0	1809142.0	1808982.0	20	1401.0138601386013	30-04-24 13:25:19.151126
14.998	0.076	250	250	21.9345606	1714476339.190498	2.99840595	1887144.0	1892382.0	1893751.0	1891699.0	0.323055839	2261996.0	2260955.0	2260167.0	2259840.0	20	1401.0138601386013	30-04-24 13:25:45.631528
15.598	0.08	250	250	22.1063754	1714476365.717215	3.59839594	2264500.0	2270481.0	2272178.0	2269951.0	0.387680321	2714369.0	2712901.0	2712049.0	2711477.0	20	1401.0138601386013	30-04-24 13:26:12.159489
16.198	0.083	250	250	22.3717157	1714476392.1972373	4.19762192	2641373.0	2648107.0	2650111.0	2647682.0	0.452226242	3166226.0	3164312.0	3163361.0	3162640.0	20	1401.0138601386013	30-04-24 13:26:38.640655
16.798	0.086	250	250	22.532319	1714476418.6786032	4.7963266	3017944.0	3025408.0	3027762.0	3025137.0	0.5167219	3617680.0	3615341.0	3614303.0	3613412.0	20	1401.0138601386013	30-04-24 13:27:05.119828
17.398	0.089	250	250	22.6384934	1714476445.1569972	5.39555395	3394851.0	3403065.0	3405723.0	3402910.0	0.581240704	4069354.0	4066558.0	4065473.0	4064344.0	20	1401.0138601386013	30-04-24 13:27:31.600120
17.998	0.092	250	250	22.7636413	1714476471.6515405	5.99478546	3771756.0	3780707.0	3783678.0	3780699.0	0.645796656	4521227.0	4518010.0	4516839.0	4515545.0	20	1401.0138601386013	30-04-24 13:27:58.093368
18.598	0.095	250	250	22.6717448	1714476498.1308622	6.59385977	4148530.0	4158204.0	4161523.0	4158367.0	0.710296194	4972679.0	4969025.0	4967789.0	4966300.0	20	1401.0138601386013	30-04-24 13:28:24.574291
19.197	0.098	250	250	22.5184243	1714476524.6139193	7.19226978	4524911.0	4535340.0	4538989.0	4535618.0	0.774728955	5423693.0	5419594.0	5418326.0	5416617.0	20	1401.0138601386013	30-04-24 13:28:51.056098
19.798	0.102	250	250	22.4363978	1714476551.0965848	7.79197522	4902091.0	4913256.0	4917254.0	4913688.0	0.839287875	5875658.0	5871148.0	5869750.0	5867897.0	20	1401.0138601386013	30-04-24 13:29:17.539096
20.398	0.105	250	250	22.384173	1714476577.5772395	8.39109096	5278918.0	5290839.0	5295152.0	5291400.0	0.90380565	6327297.0	6322347.0	6320864.0	6318829.0	20	1401.0138601386013	30-04-24 13:29:44.020617
20.998	0.108	250	250	22.2298942	1714476604.072498	8.98977161	5655476.0	5668127.0	5672762.0	5668831.0	0.968269323	6778565.0	6773163.0	6771609.0	6769399.0	20	1401.0138601386013	30-04-24 13:30:10.512382
21.597	0.111	250	250	21.9505634	1714476630.5528073	9.58851369	6032027.0	6045441.0	6050392.0	6046273.0	1.03273018	7229713.0	7223967.0	7222310.0	7219901.0	20	1401.0138601386013	30-04-24 13:30:36.995354
22.197	0.114	250	250	21.731315	1714476657.0326195	10.1863507	6408094.0	6422191.0	6427497.0	6423207.0	1.09708276	7680192.0	7673954.0	7672318.0	7669640.0	20	1401.0138601386013	30-04-24 13:31:03.476027
22.797	0.117	250	250	21.3782945	1714476683.5139766	10.7849901	6784630.0	6799552.0	6805063.0	6800620.0	1.16150397	8131227.0	8124529.0	8122774.0	8119996.0	20	1401.0138601386013	30-04-24 13:31:29.954582
23.397	0.121	250	250	21.2329275	1714476709.992815	11.3829155	6855829.0	7485763.0	6876874.0	7487349.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1401.0138601386013	30-04-24 13:31:56.422219
23.997	0.124	250	250	21.1148707	1714476736.4864604	11.9694682	6847055.0	7485939.0	6868229.0	7487579.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1401.0138601386013	30-04-24 13:32:22.916849
